ROW	COLUMN	X	Y	rosette	regenerating	stems	diameter	xcoord	ycoord	type
3	7	93	38	NA	0	2	10	793	338	skeleton
3	7	44	69	NA	2	7	16	744	369	regrowth
3	7	60	70	NA	0	1	10	760	370	skeleton
3	7	80	77	NA	0	3	7	780	377	skeleton
3	7	80	78	2	NA	NA	NA	780	378	seedling
3	7	92	87	NA	0	1	5	792	387	skeleton
3	8	20	11	NA	1	3	7	820	311	regrowth
3	8	91	66	NA	0	1	8	891	366	skeleton
3	8	14	92	NA	0	1	3	814	392	skeleton
3	9	16	6	NA	0	4	12	916	306	skeleton
3	9	78	9	NA	0	1	9	978	309	skeleton
3	9	33	9	NA	0	1	7	933	309	skeleton
3	9	15	98	2	NA	NA	NA	915	398	seedling
3	9	67	96	2	NA	NA	NA	967	396	seedling
3	9	45	23	1	NA	NA	NA	945	323	seedling
3	10	25	34	NA	0	1	8	1025	334	skeleton
3	10	53	89	NA	0	1	6	1053	389	skeleton
3	10	6	27	NA	0	3	10	1006	327	skeleton
3	11	35	12	NA	0	8	11	1135	312	skeleton
3	11	8	50	NA	0	1	10	1108	350	skeleton
3	11	84	88	NA	0	1	10	1184	388	skeleton
3	12	0	51	NA	0	5	8	1200	351	skeleton
3	12	0	88	NA	0	2	12	1200	388	skeleton
3	13	37	49	NA	0	1	7	1337	349	skeleton
3	13	38	81	NA	0	1	6	1338	381	skeleton
3	13	82	39	2	NA	NA	NA	1382	339	seedling
3	13	77	37	3	NA	NA	NA	1377	337	seedling
3	14	31	21	1	NA	NA	NA	1431	321	seedling
3	15	82	15	NA	0	7	15	1582	315	skeleton
3	15	62	33	2	NA	NA	NA	1562	333	seedling
3	15	76	4	1	NA	NA	NA	1576	304	seedling
3	16	66	21	NA	0	7	8	1666	321	skeleton
3	16	61	99	NA	0	3	9	1661	399	skeleton
3	17	27	26	NA	0	12	18	1727	326	skeleton
3	17	61	71	NA	0	1	9	1761	371	skeleton
3	17	91	87	NA	0	4	7	1791	387	skeleton
3	17	76	96	NA	0	1	10	1776	396	skeleton
3	18	35	51	NA	0	1	10	1835	351	skeleton
3	18	34	60	NA	0	1	9	1834	360	skeleton
3	18	80	77	NA	0	1	9	1880	377	skeleton
3	18	99	82	NA	0	1	8	1899	382	skeleton
3	18	70	92	NA	0	2	5	1870	392	skeleton
3	18	10	94	NA	0	1	8	1810	394	skeleton
3	18	0	99	NA	0	1	12	1800	399	skeleton
3	19	90	2	NA	0	5	10	1990	302	skeleton
3	19	53	44	NA	0	7	13	1953	344	skeleton
3	19	96	62	NA	1	1	8	1996	362	regrowth
3	19	62	87	NA	0	1	11	1962	387	skeleton
3	19	13	78	NA	1	2	10	1913	378	regrowth
3	19	56	89	NA	0	1	6	1956	389	skeleton
3	19	46	99	NA	2	1	8	1946	399	regrowth
3	19	43	98	NA	2	1	9	1943	398	regrowth
3	20	39	18	NA	0	2	10	2039	318	skeleton
3	20	21	19	NA	0	2	15	2021	319	skeleton
3	20	24	23	NA	0	1	11	2024	323	skeleton
3	20	54	44	NA	1	1	10	2054	344	regrowth
3	20	16	71	2	NA	NA	NA	2016	371	seedling
3	20	58	65	NA	2	1	7	2058	365	regrowth
3	20	48	42	3	NA	NA	NA	2048	342	seedling
3	20	54	12	3	NA	NA	NA	2054	312	seedling
3	21	19	1	NA	0	1	15	2119	301	skeleton
3	21	32	18	NA	0	5	10	2132	318	skeleton
3	21	63	41	NA	0	6	11	2163	341	skeleton
3	21	42	48	NA	0	3	11	2142	348	skeleton
3	21	1	92	NA	0	4	10	2101	392	skeleton
3	22	73	21	NA	0	14	11	2273	321	skeleton
3	22	98	2	NA	0	6	15	2298	302	skeleton
3	22	53	20	NA	0	2	6	2253	320	skeleton
3	22	17	36	NA	0	8	9	2217	336	skeleton
3	22	50	66	NA	0	2	11	2250	366	skeleton
3	22	8	69	NA	0	1	8	2208	369	skeleton
3	22	20	69	NA	0	1	8	2220	369	skeleton
3	22	73	73	NA	0	6	13	2273	373	skeleton
3	23	51	15	NA	0	8	10	2351	315	skeleton
3	23	1	1	NA	0	1	4	2301	301	skeleton
3	23	37	50	NA	1	3	10	2337	350	regrowth
3	23	54	58	NA	0	1	5	2354	358	skeleton
3	23	24	60	NA	0	1	4	2324	360	skeleton
3	23	49	64	NA	0	2	6	2349	364	skeleton
3	23	17	81	NA	0	1	5	2317	381	skeleton
3	23	42	87	NA	0	1	3	2342	387	skeleton
3	23	42	88	NA	0	1	3	2342	388	skeleton
3	23	68	88	3	NA	NA	NA	2368	388	seedling
3	23	38	95	NA	0	1	3	2338	395	skeleton
3	23	64	97	NA	0	3	4	2364	397	skeleton
3	23	19	96	NA	0	2	10	2319	396	skeleton
3	23	77	97	2	NA	NA	NA	2377	397	seedling
3	23	77	99	1	NA	NA	NA	2377	399	seedling
3	24	12	5	4	NA	NA	NA	2412	305	seedling
3	24	24	2	7	NA	NA	NA	2424	302	rosette
3	24	25	10	6	NA	NA	NA	2425	310	rosette
3	24	82	61	NA	0	1	5	2482	361	skeleton
3	24	67	87	5	NA	NA	NA	2467	387	seedling
3	24	29	92	10	NA	NA	NA	2429	392	rosette
3	24	34	92	11	NA	NA	NA	2434	392	rosette
3	24	20	96	7	NA	NA	NA	2420	396	rosette
3	24	71	99	10	NA	NA	NA	2471	399	rosette
3	24	7	30	6	NA	NA	NA	2407	330	rosette
3	25	74	27	NA	0	7	14	2574	327	skeleton
3	25	71	45	NA	0	4	11	2571	345	skeleton
3	25	34	28	NA	0	1	5	2534	328	skeleton
3	25	74	65	NA	1	1	5	2574	365	regrowth
3	25	57	68	NA	0	1	5	2557	368	skeleton
3	25	55	90	NA	0	2	9	2555	390	skeleton
3	26	10	12	NA	0	4	13	2610	312	skeleton
3	26	14	10	NA	0	1	10	2614	310	skeleton
3	26	86	38	NA	1	2	14	2686	338	regrowth
3	26	13	49	NA	0	1	11	2613	349	skeleton
3	26	23	57	NA	0	7	11	2623	357	skeleton
3	26	50	66	NA	2	3	10	2650	366	regrowth
3	26	8	71	NA	0	6	10	2608	371	skeleton
3	26	41	99	NA	0	2	2	2641	399	skeleton
3	26	48	6	3	NA	NA	NA	2648	306	seedling
3	26	17	60	NA	0	1	3	2617	360	skeleton
3	27	22	39	NA	0	8	8	2722	339	skeleton
3	27	0	46	NA	0	1	8	2700	346	skeleton
3	27	40	41	NA	0	1	6	2740	341	skeleton
3	27	51	42	NA	0	1	7	2751	342	skeleton
3	27	16	68	NA	0	1	3	2716	368	skeleton
3	27	20	69	3	NA	NA	NA	2720	369	seedling
3	27	29	76	NA	0	11	7	2729	376	skeleton
3	27	86	40	NA	1	1	11	2786	340	regrowth
3	27	86	38	NA	0	1	9	2786	338	skeleton
3	27	88	61	NA	0	2	11	2788	361	skeleton
3	27	57	0	NA	0	2	9	2757	300	skeleton
3	27	47	72	NA	1	1	9	2747	372	regrowth
3	28	0	30	NA	0	5	14	2800	330	skeleton
3	28	2	50	NA	1	2	13	2802	350	regrowth
3	28	35	44	NA	0	1	10	2835	344	skeleton
3	28	70	57	NA	0	1	5	2870	357	skeleton
3	28	27	34	NA	0	1	8	2827	334	skeleton
3	29	27	27	NA	0	6	14	2927	327	skeleton
3	29	90	29	NA	0	2	8	2990	329	skeleton
3	29	18	51	NA	0	1	9	2918	351	skeleton
3	29	40	57	NA	1	1	5	2940	357	regrowth
3	29	86	14	2	NA	NA	NA	2986	314	seedling
3	29	86	83	3	NA	NA	NA	2986	383	seedling
3	29	62	25	3	NA	NA	NA	2962	325	seedling
4	0	16	84	NA	1	4	14	16	484	regrowth
4	1	6	89	2	NA	NA	NA	106	489	seedling
4	1	5	74	1	NA	NA	NA	105	474	seedling
4	1	99	24	2	NA	NA	NA	199	424	seedling
4	3	31	9	NA	0	1	8	331	409	skeleton
4	4	51	3	NA	0	2	4	451	403	skeleton
4	4	40	11	NA	0	1	9	440	411	skeleton
4	4	3	12	NA	0	1	8	403	412	skeleton
4	4	65	40	NA	0	1	9	465	440	skeleton
4	4	35	44	NA	0	1	8	435	444	skeleton
4	4	75	51	NA	0	2	10	475	451	skeleton
4	4	48	58	NA	0	1	5	448	458	skeleton
4	4	0	65	NA	0	5	6	400	465	skeleton
4	4	12	71	NA	2	2	9	412	471	regrowth
4	4	23	77	NA	0	4	8	423	477	skeleton
4	4	7	77	NA	0	2	11	407	477	skeleton
4	4	4	93	NA	0	2	10	404	493	skeleton
4	4	39	99	NA	1	2	10	439	499	regrowth
4	4	30	78	NA	0	1	8	430	478	skeleton
4	4	61	89	NA	0	2	14	461	489	skeleton
4	4	94	94	NA	0	2	7	494	494	skeleton
4	4	10	40	2	NA	NA	NA	410	440	seedling
4	5	64	6	NA	0	6	13	564	406	skeleton
4	5	75	0	NA	0	3	10	575	400	skeleton
4	5	19	33	NA	0	2	8	519	433	skeleton
4	5	3	52	NA	0	1	7	503	452	skeleton
4	5	2	68	NA	2	4	11	502	468	regrowth
4	5	1	74	NA	0	1	8	501	474	skeleton
4	5	90	49	NA	0	1	10	590	449	skeleton
4	5	45	66	NA	2	6	11	545	466	regrowth
4	5	17	80	NA	0	1	10	517	480	skeleton
4	5	30	79	NA	0	3	13	530	479	skeleton
4	5	81	84	NA	0	7	9	581	484	skeleton
4	5	33	85	NA	0	1	8	533	485	skeleton
4	6	69	1	NA	0	1	10	669	401	skeleton
4	6	25	18	NA	0	1	8	625	418	skeleton
4	6	75	28	NA	0	4	9	675	428	skeleton
4	6	80	27	NA	0	1	7	680	427	skeleton
4	6	27	28	NA	0	1	7	627	428	skeleton
4	6	26	32	NA	0	1	9	626	432	skeleton
4	6	62	41	NA	0	1	7	662	441	skeleton
4	6	48	43	NA	0	1	10	648	443	skeleton
4	6	38	44	NA	0	1	12	638	444	skeleton
4	6	68	47	NA	0	1	7	668	447	skeleton
4	6	63	50	NA	0	1	8	663	450	skeleton
4	6	8	50	NA	0	4	10	608	450	skeleton
4	6	65	49	NA	0	1	11	665	449	skeleton
4	6	83	59	NA	0	1	10	683	459	skeleton
4	6	85	59	NA	0	2	9	685	459	skeleton
4	6	97	63	NA	0	1	8	697	463	skeleton
4	6	59	85	NA	0	1	9	659	485	skeleton
4	6	7	85	NA	0	1	9	607	485	skeleton
4	6	1	99	NA	0	1	7	601	499	skeleton
4	6	57	91	NA	0	1	9	657	491	skeleton
4	6	81	60	NA	0	1	7	681	460	skeleton
4	6	53	18	NA	0	3	6	653	418	skeleton
4	6	72	6	2	NA	NA	NA	672	406	seedling
4	7	87	14	NA	0	2	8	787	414	skeleton
4	7	85	12	NA	0	1	9	785	412	skeleton
4	7	31	14	NA	0	2	7	731	414	skeleton
4	7	24	23	NA	0	9	10	724	423	skeleton
4	7	20	21	NA	0	3	9	720	421	skeleton
4	7	49	40	NA	0	1	11	749	440	skeleton
4	7	37	41	NA	0	1	7	737	441	skeleton
4	7	92	59	NA	0	1	8	792	459	skeleton
4	7	41	57	NA	0	1	3	741	457	skeleton
4	7	52	72	NA	0	1	10	752	472	skeleton
4	7	43	78	NA	0	1	9	743	478	skeleton
4	7	99	95	NA	0	1	9	799	495	skeleton
4	7	67	95	NA	0	1	3	767	495	skeleton
4	7	58	88	NA	0	1	5	758	488	skeleton
4	7	38	19	NA	0	1	7	738	419	skeleton
4	8	24	18	NA	0	1	12	824	418	skeleton
4	8	19	48	NA	0	1	11	819	448	skeleton
4	8	13	83	NA	0	1	7	813	483	skeleton
4	8	44	90	NA	0	1	8	844	490	skeleton
4	8	41	95	NA	0	1	3	841	495	skeleton
4	8	26	97	NA	0	1	10	826	497	skeleton
4	8	18	99	NA	0	1	6	818	499	skeleton
4	9	58	99	2	NA	NA	NA	958	499	seedling
4	9	41	80	4	NA	NA	NA	941	480	seedling
4	9	48	64	3	NA	NA	NA	948	464	seedling
4	9	49	60	3	NA	NA	NA	949	460	seedling
4	9	39	17	2	NA	NA	NA	939	417	seedling
4	9	41	22	3	NA	NA	NA	941	422	seedling
4	9	44	21	2	NA	NA	NA	944	421	seedling
4	9	2	2	3	NA	NA	NA	902	402	seedling
4	10	54	81	NA	0	1	9	1054	481	skeleton
4	10	59	83	NA	0	1	9	1059	483	skeleton
4	10	82	26	10	NA	NA	NA	1082	426	rosette
4	11	68	69	9	NA	NA	NA	1168	469	rosette
4	12	86	10	NA	0	1	6	1286	410	skeleton
4	12	80	14	NA	0	1	7	1280	414	skeleton
4	12	68	17	NA	0	1	8	1268	417	skeleton
4	12	43	18	NA	0	1	4	1243	418	skeleton
4	12	79	29	NA	0	1	5	1279	429	skeleton
4	12	89	36	NA	0	1	7	1289	436	skeleton
4	12	67	96	5	NA	NA	NA	1267	496	seedling
4	12	84	84	5	NA	NA	NA	1284	484	seedling
4	12	48	51	3	NA	NA	NA	1248	451	seedling
4	13	74	67	NA	0	1	9	1374	467	skeleton
4	13	75	66	NA	0	1	4	1375	466	skeleton
4	13	68	78	NA	0	1	5	1368	478	skeleton
4	13	80	80	NA	0	1	11	1380	480	skeleton
4	13	11	82	NA	0	1	6	1311	482	skeleton
4	13	16	93	NA	0	1	9	1316	493	skeleton
4	14	6	32	2	NA	NA	NA	1406	432	seedling
4	15	61	35	NA	0	1	15	1561	435	skeleton
4	15	30	76	NA	0	1	9	1530	476	skeleton
4	15	5	97	NA	0	1	8	1505	497	skeleton
4	15	60	92	NA	0	1	8	1560	492	skeleton
4	15	91	89	NA	0	1	10	1591	489	skeleton
4	15	81	95	NA	0	1	7	1581	495	skeleton
4	15	90	99	NA	0	6	12	1590	499	skeleton
4	15	37	67	NA	0	1	6	1537	467	skeleton
4	15	3	20	3	NA	NA	NA	1503	420	seedling
4	15	94	96	2	NA	NA	NA	1594	496	seedling
4	16	82	12	NA	0	7	10	1682	412	skeleton
4	16	35	19	NA	0	1	4	1635	419	skeleton
4	16	71	40	NA	0	1	5	1671	440	skeleton
4	16	38	45	NA	0	1	5	1638	445	skeleton
4	16	25	74	NA	0	3	11	1625	474	skeleton
4	16	67	76	NA	1	5	11	1667	476	regrowth
4	16	67	77	NA	0	1	4	1667	477	skeleton
4	16	45	84	NA	0	1	10	1645	484	skeleton
4	16	52	88	NA	0	1	7	1652	488	skeleton
4	16	55	96	NA	0	1	9	1655	496	skeleton
4	16	40	99	NA	0	1	5	1640	499	skeleton
4	17	71	3	NA	0	1	10	1771	403	skeleton
4	17	25	5	NA	0	2	11	1725	405	skeleton
4	17	65	12	NA	0	1	11	1765	412	skeleton
4	17	83	16	NA	0	3	8	1783	416	skeleton
4	17	56	19	NA	0	1	7	1756	419	skeleton
4	17	12	35	NA	0	1	6	1712	435	skeleton
4	17	19	40	NA	0	5	10	1719	440	skeleton
4	17	34	51	NA	1	5	11	1734	451	regrowth
4	18	78	19	NA	0	1	8	1878	419	skeleton
4	18	37	22	NA	0	3	7	1837	422	skeleton
4	18	57	41	NA	0	1	11	1857	441	skeleton
4	18	96	68	NA	0	1	11	1896	468	skeleton
4	18	41	86	NA	0	1	3	1841	486	skeleton
4	18	86	86	NA	0	1	6	1886	486	skeleton
4	19	80	11	NA	0	1	8	1980	411	skeleton
4	19	41	36	NA	0	1	10	1941	436	skeleton
4	19	72	39	NA	0	1	9	1972	439	skeleton
4	19	41	39	NA	0	1	10	1941	439	skeleton
4	19	93	44	NA	0	1	10	1993	444	skeleton
4	19	99	47	NA	0	1	5	1999	447	skeleton
4	19	36	62	NA	0	1	7	1936	462	skeleton
4	19	77	68	NA	0	1	15	1977	468	skeleton
4	19	82	72	NA	0	1	8	1982	472	skeleton
4	19	82	74	NA	0	1	4	1982	474	skeleton
4	19	71	81	NA	0	1	5	1971	481	skeleton
4	19	90	82	NA	0	1	3	1990	482	skeleton
4	20	19	7	NA	0	1	5	2019	407	skeleton
4	20	7	11	NA	0	1	10	2007	411	skeleton
4	20	51	17	NA	0	8	11	2051	417	skeleton
4	20	15	19	NA	0	1	7	2015	419	skeleton
4	20	81	46	NA	0	1	5	2081	446	skeleton
4	20	50	52	NA	0	2	4	2050	452	skeleton
4	20	61	53	NA	0	1	3	2061	453	skeleton
4	20	86	64	NA	1	4	11	2086	464	regrowth
4	20	54	71	NA	0	1	10	2054	471	skeleton
4	20	5	76	NA	0	2	5	2005	476	skeleton
4	20	59	86	NA	0	1	8	2059	486	skeleton
4	20	79	91	NA	0	1	5	2079	491	skeleton
4	20	2	92	NA	0	1	4	2002	492	skeleton
4	20	24	93	NA	0	1	10	2024	493	skeleton
4	20	82	97	NA	0	4	9	2082	497	skeleton
4	20	98	94	NA	0	1	5	2098	494	skeleton
4	20	15	48	NA	0	1	6	2015	448	skeleton
4	21	8	3	NA	0	2	6	2108	403	skeleton
4	21	69	28	NA	0	2	11	2169	428	skeleton
4	21	97	40	NA	0	1	10	2197	440	skeleton
4	21	84	68	NA	0	3	7	2184	468	skeleton
4	21	97	71	NA	0	1	7	2197	471	skeleton
4	21	16	77	NA	0	7	14	2116	477	skeleton
4	21	31	87	NA	0	3	8	2131	487	skeleton
4	21	25	91	NA	0	1	4	2125	491	skeleton
4	21	27	93	NA	0	1	5	2127	493	skeleton
4	21	19	94	NA	0	1	9	2119	494	skeleton
4	21	20	27	6	NA	NA	NA	2120	427	rosette
4	22	51	18	NA	0	2	7	2251	418	skeleton
4	22	44	24	NA	0	1	4	2244	424	skeleton
4	22	52	24	NA	0	1	3	2252	424	skeleton
4	22	67	28	NA	0	1	5	2267	428	rosette
4	22	76	35	NA	0	1	9	2276	435	skeleton
4	22	56	38	NA	0	1	8	2256	438	skeleton
4	22	84	47	NA	0	2	8	2284	447	skeleton
4	22	83	45	NA	0	1	2	2283	445	skeleton
4	22	79	62	NA	0	1	8	2279	462	skeleton
4	22	71	66	NA	0	1	9	2271	466	skeleton
4	22	76	73	NA	0	1	10	2276	473	skeleton
4	22	28	88	3	NA	NA	NA	2228	488	seedling
4	22	81	68	5	NA	NA	NA	2281	468	seedling
4	23	28	13	NA	0	1	7	2328	413	skeleton
4	23	61	86	NA	1	5	13	2361	486	regrowth
4	23	80	6	6	NA	NA	NA	2380	406	rosette
4	23	84	16	7	NA	NA	NA	2384	416	rosette
4	23	87	26	2	NA	NA	NA	2387	426	seedling
4	23	72	48	3	NA	NA	NA	2372	448	seedling
4	23	92	85	2	NA	NA	NA	2392	485	seedling
4	23	85	54	2	NA	NA	NA	2385	454	seedling
4	24	34	99	NA	2	5	12	2434	499	regrowth
4	24	76	74	14	NA	NA	NA	2476	474	rosette
4	24	83	57	7	NA	NA	NA	2483	457	rosette
4	24	67	56	3	NA	NA	NA	2467	456	seedling
4	24	61	54	2	NA	NA	NA	2461	454	seedling
4	24	64	54	2	NA	NA	NA	2464	454	seedling
4	24	68	52	3	NA	NA	NA	2468	452	seedling
4	24	83	52	11	NA	NA	NA	2483	452	rosette
4	24	64	49	3	NA	NA	NA	2464	449	seedling
4	24	79	47	1	NA	NA	NA	2479	447	seedling
4	24	70	48	2	NA	NA	NA	2470	448	seedling
4	24	68	47	4	NA	NA	NA	2468	447	seedling
4	24	66	41	1	NA	NA	NA	2466	441	seedling
4	24	65	40	2	NA	NA	NA	2465	440	seedling
4	24	84	42	2	NA	NA	NA	2484	442	seedling
4	24	85	37	1	NA	NA	NA	2485	437	seedling
4	24	24	41	2	NA	NA	NA	2424	441	seedling
4	24	60	36	3	NA	NA	NA	2460	436	seedling
4	24	23	42	5	NA	NA	NA	2423	442	seedling
4	24	62	29	6	NA	NA	NA	2462	429	rosette
4	24	69	16	4	NA	NA	NA	2469	416	seedling
4	24	71	15	2	NA	NA	NA	2471	415	seedling
4	24	69	14	2	NA	NA	NA	2469	414	seedling
4	24	67	2	11	NA	NA	NA	2467	402	rosette
4	25	69	13	NA	0	6	9	2569	413	skeleton
4	25	95	13	NA	0	2	10	2595	413	skeleton
4	25	91	22	NA	0	1	7	2591	422	skeleton
4	25	92	28	NA	0	1	6	2592	428	skeleton
4	25	7	41	NA	2	1	8	2507	441	regrowth
4	25	75	46	NA	0	3	9	2575	446	skeleton
4	25	64	44	NA	0	4	7	2564	444	skeleton
4	25	23	54	NA	0	1	9	2523	454	skeleton
4	25	79	62	NA	0	1	10	2579	462	skeleton
4	25	93	70	NA	0	1	6	2593	470	skeleton
4	25	94	71	NA	0	1	7	2594	471	skeleton
4	25	73	98	NA	0	1	6	2573	498	skeleton
4	26	27	17	NA	2	5	11	2627	417	regrowth
4	26	36	20	NA	2	5	10	2636	420	regrowth
4	26	0	36	NA	0	1	10	2600	436	skeleton
4	26	85	34	NA	2	1	14	2685	434	regrowth
4	26	80	43	NA	0	3	13	2680	443	skeleton
4	26	86	39	NA	0	1	10	2686	439	skeleton
4	26	66	93	NA	0	1	4	2666	493	skeleton
4	27	90	6	NA	0	6	11	2790	406	skeleton
4	27	93	6	NA	0	3	10	2793	406	skeleton
4	27	32	16	NA	0	1	11	2732	416	skeleton
4	27	12	22	NA	0	5	11	2712	422	skeleton
4	27	30	19	NA	0	1	10	2730	419	skeleton
4	27	45	12	NA	0	1	7	2745	412	skeleton
4	27	56	18	NA	0	2	10	2756	418	skeleton
4	27	70	7	NA	0	3	10	2770	407	skeleton
4	27	50	12	NA	0	2	8	2750	412	skeleton
4	27	80	17	NA	0	2	9	2780	417	skeleton
4	27	90	46	NA	0	8	10	2790	446	skeleton
4	27	37	60	NA	0	1	11	2737	460	skeleton
4	27	23	53	NA	0	1	14	2723	453	skeleton
4	27	29	62	NA	0	1	7	2729	462	skeleton
4	27	21	67	NA	0	1	5	2721	467	skeleton
4	27	82	71	NA	2	6	13	2782	471	regrowth
4	27	20	82	NA	0	2	9	2720	482	skeleton
4	27	44	73	NA	0	1	17	2744	473	skeleton
4	27	58	52	NA	0	2	7	2758	452	skeleton
4	28	14	5	NA	0	5	9	2814	405	skeleton
4	28	65	9	NA	0	1	6	2865	409	skeleton
4	28	63	16	NA	0	1	8	2863	416	skeleton
4	28	77	24	NA	0	1	9	2877	424	skeleton
4	28	78	30	NA	0	1	7	2878	430	skeleton
4	28	0	59	NA	0	3	12	2800	459	skeleton
4	28	0	65	NA	1	1	10	2800	465	regrowth
4	28	12	63	NA	0	1	8	2812	463	skeleton
4	29	79	36	NA	0	1	6	2979	436	skeleton
4	29	60	18	10	NA	NA	NA	2960	418	rosette
4	29	51	26	1	NA	NA	NA	2951	426	seedling
4	29	67	31	2	NA	NA	NA	2967	431	seedling
4	29	67	36	1	NA	NA	NA	2967	436	seedling
4	29	65	37	3	NA	NA	NA	2965	437	seedling
4	29	60	42	2	NA	NA	NA	2960	442	seedling
4	29	58	44	2	NA	NA	NA	2958	444	seedling
4	29	15	87	1	NA	NA	NA	2915	487	seedling
5	0	58	93	NA	0	4	13	58	593	skeleton
5	1	90	99	NA	0	8	11	190	599	skeleton
5	2	90	56	NA	0	8	7	290	556	skeleton
5	2	76	50	NA	0	1	11	276	550	skeleton
5	2	91	56	NA	0	1	12	291	556	skeleton
5	2	29	81	NA	0	1	7	229	581	skeleton
5	2	37	91	NA	0	10	14	237	591	skeleton
5	3	0	46	NA	1	8	12	300	546	regrowth
5	3	0	48	NA	0	4	10	300	548	skeleton
5	3	42	18	NA	0	2	11	342	518	skeleton
5	3	75	54	NA	1	1	10	375	554	regrowth
5	3	76	61	NA	0	5	10	376	561	skeleton
5	3	79	97	NA	2	4	12	379	597	regrowth
5	3	98	30	NA	2	1	13	398	530	regrowth
5	4	0	16	NA	0	8	16	400	516	skeleton
5	4	20	10	NA	0	1	12	420	510	skeleton
5	4	20	15	NA	0	1	7	420	515	skeleton
5	4	85	63	NA	0	1	10	485	563	skeleton
5	4	87	68	NA	0	1	7	487	568	skeleton
5	4	29	70	NA	0	10	11	429	570	skeleton
5	4	69	88	NA	0	10	10	469	588	skeleton
5	5	73	7	NA	0	1	7	573	507	skeleton
5	5	48	14	NA	0	1	13	548	514	skeleton
5	5	60	17	NA	0	1	9	560	517	skeleton
5	5	28	26	NA	0	1	11	528	526	skeleton
5	5	35	28	2	NA	NA	NA	535	528	seedling
5	5	64	25	4	NA	NA	NA	564	525	seedling
5	5	37	61	NA	0	1	11	537	561	skeleton
5	5	23	65	NA	0	1	7	523	565	skeleton
5	5	35	68	NA	0	1	10	535	568	skeleton
5	5	28	70	NA	0	2	6	528	570	skeleton
5	5	89	37	NA	0	1	10	589	537	skeleton
5	6	50	9	NA	0	1	9	650	509	skeleton
5	6	80	95	3	NA	NA	NA	680	595	seedling
5	6	76	89	3	NA	NA	NA	676	589	seedling
5	6	69	86	1	NA	NA	NA	669	586	seedling
5	6	83	79	1	NA	NA	NA	683	579	seedling
5	6	76	60	2	NA	NA	NA	676	560	seedling
5	6	6	15	2	NA	NA	NA	606	515	seedling
5	7	16	10	NA	0	1	8	716	510	skeleton
5	7	70	20	NA	0	1	9	770	520	skeleton
5	7	77	19	NA	0	2	6	777	519	skeleton
5	7	70	19	NA	0	1	6	770	519	skeleton
5	7	32	20	NA	0	1	9	732	520	skeleton
5	7	57	26	NA	0	1	6	757	526	skeleton
5	7	69	28	NA	0	1	8	769	528	skeleton
5	7	8	45	NA	0	1	8	708	545	skeleton
5	7	5	49	NA	0	1	9	705	549	skeleton
5	8	28	26	NA	0	1	5	828	526	skeleton
5	8	19	31	NA	0	1	7	819	531	skeleton
5	8	2	28	NA	0	2	4	802	528	skeleton
5	8	25	36	NA	0	5	10	825	536	skeleton
5	8	17	52	NA	0	1	9	817	552	skeleton
5	8	48	9	2	NA	NA	NA	848	509	seedling
5	9	38	26	NA	0	1	9	938	526	skeleton
5	9	24	30	NA	0	1	5	924	530	skeleton
5	9	37	44	NA	0	2	9	937	544	skeleton
5	9	68	47	NA	0	2	4	968	547	skeleton
5	9	19	61	NA	0	1	13	919	561	skeleton
5	9	17	3	NA	0	1	7	917	503	skeleton
5	9	89	12	3	NA	NA	NA	989	512	seedling
5	9	83	14	4	NA	NA	NA	983	514	seedling
5	10	8	94	NA	0	1	8	1008	594	skeleton
5	10	36	99	6	NA	NA	NA	1036	599	rosette
5	10	48	98	3	NA	NA	NA	1048	598	seedling
5	10	52	98	8	NA	NA	NA	1052	598	rosette
5	10	87	94	6	NA	NA	NA	1087	594	rosette
5	10	86	91	4	NA	NA	NA	1086	591	seedling
5	10	97	77	3	NA	NA	NA	1097	577	seedling
5	10	95	52	4	NA	NA	NA	1095	552	seedling
5	10	11	20	5	NA	NA	NA	1011	520	seedling
5	11	58	24	9	NA	NA	NA	1158	524	rosette
5	11	84	25	3	NA	NA	NA	1184	525	seedling
5	12	90	8	NA	0	1	4	1290	508	skeleton
5	12	93	15	NA	0	2	4	1293	515	skeleton
5	12	40	89	NA	0	1	7	1240	589	skeleton
5	12	73	91	NA	0	1	11	1273	591	skeleton
5	12	53	27	4	NA	NA	NA	1253	527	seedling
5	13	21	56	NA	2	1	5	1321	556	regrowth
5	13	32	64	NA	0	3	12	1332	564	skeleton
5	13	50	73	4	NA	NA	NA	1350	573	seedling
5	13	54	71	3	NA	NA	NA	1354	571	seedling
5	13	75	10	10	NA	NA	NA	1375	510	rosette
5	14	76	63	NA	0	1	6	1476	563	skeleton
5	14	23	77	NA	0	3	4	1423	577	skeleton
5	14	85	78	NA	0	2	10	1485	578	skeleton
5	14	77	83	6	NA	NA	NA	1477	583	rosette
5	14	40	96	NA	0	1	3	1440	596	skeleton
5	14	4	82	4	NA	NA	NA	1404	582	seedling
5	15	22	26	NA	0	1	6	1522	526	skeleton
5	15	20	27	NA	0	1	5	1520	527	skeleton
5	15	11	39	NA	0	1	10	1511	539	skeleton
5	15	53	41	NA	0	2	9	1553	541	skeleton
5	15	76	42	NA	0	4	8	1576	542	skeleton
5	15	75	41	NA	0	1	4	1575	541	skeleton
5	15	73	91	NA	0	1	6	1573	591	skeleton
5	15	58	95	NA	0	1	5	1558	595	skeleton
5	15	81	95	NA	0	2	13	1581	595	skeleton
