upper	lower	rain	month	yr
27.1	10.5	0	7	1989
29.5	13.5	0	7	1989
31	18	0	7	1989
33.5	17	5.5	7	1989
31.3	15.8	0	7	1989
29.5	13	0	7	1989
28.5	17	0	7	1989
24.3	11	0	7	1989
23.8	13.5	0	7	1989
24.3	10.8	0	7	1989
24.5	16	4.3	7	1989
20	10	0.4	7	1989
17.5	8.5	0.4	8	1989
21.5	8.8	0	8	1989
22.5	10.8	0	8	1989
24.5	8.8	0	8	1989
25	7	0	8	1989
27	9.3	0	8	1989
28.3	14.3	0	8	1989
25.5	13.8	0	8	1989
25.5	12.5	0	8	1989
24.3	15.8	27.5	8	1989
21	13.3	4.5	8	1989
22.8	14.8	0.4	8	1989
22.8	12.3	0	8	1989
21.3	12.8	5	8	1989
22.8	15.5	2.1	8	1989
22.5	14.5	0	8	1989
22.5	11	0	8	1989
21	7.5	0	8	1989
23	6.5	0	8	1989
26	9	0	8	1989
27.5	13	0	8	1989
25	8.8	0	8	1989
23	6.3	0	8	1989
23.8	10.5	0	8	1989
24.8	14.5	0	8	1989
20.5	14	5.9	8	1989
21.5	12	5.3	8	1989
18.3	6.5	0	8	1989
18.8	7.5	0	8	1989
18.8	15.3	0	8	1989
24.5	10.8	0.7	8	1989
19.8	5.5	0	9	1989
19.3	9.3	0	9	1989
18.3	4	0	9	1989
18.5	9.3	0	9	1989
20.3	9.8	0	9	1989
22.3	8	0	9	1989
25	9	0	9	1989
26.3	10.5	0	9	1989
22	13.5	0.5	9	1989
16	12.8	1.1	9	1989
18.8	15.8	0	9	1989
19.5	13.3	0	9	1989
20.8	12.8	10.7	9	1989
18.8	8.8	1.5	9	1989
20.3	11.3	5.1	9	1989
20.8	15.5	1.8	9	1989
20.8	17.3	0.8	9	1989
20.3	13.8	0	9	1989
22.5	14	0.3	9	1989
19.3	9.5	0	9	1989
21.3	7.8	0	9	1989
24.8	13.3	0.1	9	1989
18.3	9.3	0	9	1989
17.8	11.5	0	9	1989
21	6.8	0	9	1989
21.3	10.8	0	9	1989
18.5	13.8	0.5	9	1989
17.3	8.8	0.3	9	1989
16	4.5	0	9	1989
18	8.5	0	9	1989
15.3	7.8	0	10	1989
13.8	10	0	10	1989
15.3	2.3	0	10	1989
15	9.3	0	10	1989
17.8	1	0	10	1989
19.3	5.8	3.4	10	1989
15.8	10.5	1	10	1989
14	7.5	2.2	10	1989
14.5	4.5	0	10	1989
14.8	7.8	0.1	10	1989
14.5	11	0.3	10	1989
15.5	11.3	0.6	10	1989
17.3	12.3	0	10	1989
13.8	7.8	1.1	10	1989
12.5	4	0	10	1989
15	9.8	0	10	1989
16.8	3	0	10	1989
18.8	3.8	0	10	1989
16.5	10.5	0	10	1989
17.3	9.5	17.7	10	1989
17	11.5	19.4	10	1989
17.5	11	3.7	10	1989
18.3	10.5	1.6	10	1989
16	4.8	1	10	1989
14.5	9.5	0	10	1989
17	9.5	10	10	1989
14.3	10.8	4.2	10	1989
18.3	12.3	4.1	10	1989
13.8	10	2.8	10	1989
15.3	10	3.1	10	1989
14.5	9.3	5.5	10	1989
16.3	5.8	0	11	1989
13.5	8.8	0.1	11	1989
13.3	4.8	0	11	1989
12	5.3	1.8	11	1989
11.3	0.3	0.3	11	1989
9.5	0.3	1.2	11	1989
8.8	-0.3	0	11	1989
11.5	7.3	6	11	1989
14	3.3	0.7	11	1989
11	7.3	5.2	11	1989
14	10.8	1.9	11	1989
15.3	5.5	0	11	1989
15	3.8	0	11	1989
8	5.8	0.2	11	1989
8.5	6.3	0	11	1989
10.5	2.8	0	11	1989
10.3	3.8	0	11	1989
8.8	4.8	0	11	1989
12	4	0	11	1989
11.8	6.5	0	11	1989
11.5	6	0	11	1989
9	6	0	11	1989
9.3	-1	0	11	1989
7	-4	0	11	1989
6.5	-3	0	11	1989
5.8	-7.3	0	11	1989
4.8	-5.5	0	11	1989
6	-5.8	0	11	1989
6.3	-3.3	0	11	1989
7.1	-4.5	0	11	1989
7.3	-4.5	0	12	1989
2.8	-3.8	0	12	1989
5.3	0.8	0	12	1989
4.5	0	0	12	1989
7	2.5	0	12	1989
8.5	0.3	0	12	1989
7.3	3.3	0	12	1989
7	4	0	12	1989
5.8	-0.3	0.3	12	1989
5.8	1.3	0	12	1989
5.5	-1.3	0	12	1989
8.3	-1.3	6.8	12	1989
8.5	3.8	7.5	12	1989
12	5.3	29	12	1989
12.8	5.5	3.1	12	1989
12.5	4.5	20.2	12	1989
12.8	10	7.7	12	1989
12	5	1.8	12	1989
10.3	2.3	7.3	12	1989
12	2.3	14.2	12	1989
13.5	10.3	19.8	12	1989
13.5	8	1.2	12	1989
8	7.5	0.2	12	1989
11.8	5.3	6.3	12	1989
12.5	8.5	4.8	12	1989
11.3	2.5	3.3	12	1989
7.8	3.8	0	12	1989
7.5	5.3	0	12	1989
6.5	4.5	0	12	1989
5	3.8	0	12	1989
4.3	2.5	0	12	1989
4	1.5	0	1	1990
5.5	-3	1	1	1990
9	3.5	0	1	1990
5.1	2.5	0	1	1990
8.8	1.8	0	1	1990
9.5	6.8	1.1	1	1990
11.3	2	12	1	1990
9.5	2.8	0.8	1	1990
10	0.5	0	1	1990
10.5	8.8	0.3	1	1990
10.3	9	0	1	1990
11	5.3	0	1	1990
7.8	0.3	4.4	1	1990
6.5	-1	0.1	1	1990
10.3	4.8	0.6	1	1990
12	10.3	0	1	1990
11.5	7	1.3	1	1990
9.8	0.3	0	1	1990
9	2	0	1	1990
9.6	4	1.1	1	1990
11.5	6	0.4	1	1990
11.8	9.8	4.8	1	1990
11.8	8.3	5.9	1	1990
10.5	2.8	4.8	1	1990
11.8	4.5	4.5	1	1990
11.3	2.3	5.6	1	1990
6.3	2	0	1	1990
8.8	2	8.8	1	1990
8.5	2.8	1.5	1	1990
9	6.3	9.6	1	1990
10.5	7	15	1	1990
8.8	5.3	5	2	1990
9	4.5	15	2	1990
9.8	5.3	11.8	2	1990
10	1.8	12.8	2	1990
11.3	9	0	2	1990
13.5	7	0	2	1990
12	9	12.4	2	1990
13.5	6.5	9.2	2	1990
9.5	3.8	0	2	1990
10.5	6	0	2	1990
11.1	1.8	5.2	2	1990
8.8	3.5	9.7	2	1990
7.8	2.5	0.1	2	1990
10.5	4.8	4.2	2	1990
6.4	3.5	8.1	2	1990
7.5	-1	0	2	1990
10.8	1.8	0	2	1990
12.8	4.5	1.9	2	1990
11.8	5.3	0	2	1990
12.8	10	0.3	2	1990
13.5	6.2	3.8	2	1990
11.3	6.3	0	2	1990
15.8	4	0	2	1990
17.5	8.5	0	2	1990
13	5.5	1.1	2	1990
11.5	7.5	8.7	2	1990
10	3.8	1.2	2	1990
8	4.5	0.5	2	1990
11.8	2	3.7	3	1990
7.5	-1	0.1	3	1990
8	1	0.3	3	1990
9.5	4	0	3	1990
10.8	6	0	3	1990
10.5	7.8	0	3	1990
11.6	8.8	0	3	1990
10.3	3.5	0	3	1990
14	6.5	0	3	1990
12.3	7.3	0	3	1990
14.3	8	0	3	1990
14.3	4.5	0	3	1990
14.8	3.8	0	3	1990
11.8	4	0.8	3	1990
13.5	3	0	3	1990
13.3	-0.8	0	3	1990
16.8	7.3	0	3	1990
21.3	6.5	0	3	1990
20.8	11.8	0	3	1990
12.8	4.3	3	3	1990
14.8	8	0	3	1990
14.3	8.5	0.2	3	1990
12.3	4.3	0	3	1990
11.8	9.3	0	3	1990
12.3	3	0	3	1990
10.5	-0.3	1	3	1990
9.5	-2.3	0	3	1990
9.5	3.3	0	3	1990
1.5	-2	0	3	1990
13.3	4.5	0	3	1990
17.3	3	0	3	1990
18.3	-2.3	0	4	1990
19.3	10	0	4	1990
17.3	1.3	4.3	4	1990
8	-3.5	0.5	4	1990
7.8	-5	0	4	1990
10.3	-4.8	0	4	1990
10.8	2	0	4	1990
13	2.4	0	4	1990
10.8	-2.3	0	4	1990
11.5	2.3	0	4	1990
14.2	5.2	0	4	1990
14.8	9	0	4	1990
14.3	4.3	4	4	1990
9.3	0	4.3	4	1990
10.5	3.5	2	4	1990
12.3	3.5	0	4	1990
11.5	1.5	1	4	1990
11	1	2.9	4	1990
11.5	5	2.2	4	1990
11	1.5	1.3	4	1990
13	7	1.4	4	1990
16.3	8.3	1.7	4	1990
16	6	0	4	1990
17.5	3.3	0	4	1990
18.3	2.5	0	4	1990
18.8	6.8	0	4	1990
12.8	4	1.4	4	1990
13.8	-0.8	0	4	1990
17.5	2.8	0	4	1990
22.5	5	0	4	1990
22.5	8.8	0	5	1990
23.3	6.5	0	5	1990
25.3	10.5	0	5	1990
27.5	6.8	0	5	1990
26.3	5.8	0	5	1990
26.8	7.8	0	5	1990
24	7	0	5	1990
24	4	0	5	1990
18.5	9.3	0	5	1990
15	3	2.1	5	1990
14.3	6	3.8	5	1990
12.8	8.8	0	5	1990
15	4.5	0	5	1990
17.3	3	0	5	1990
18.8	10.8	0.3	5	1990
20	9.8	0	5	1990
19.5	7.8	0	5	1990
21	9.3	0	5	1990
15	5.5	0	5	1990
16.8	3	0	5	1990
19.5	7.5	0	5	1990
20.5	4	0	5	1990
19.3	2.3	0	5	1990
21.8	7.8	0	5	1990
19.4	2	0	5	1990
18.3	0.5	0	5	1990
18.8	1.3	0	5	1990
21.8	5.4	0	5	1990
21.8	10	0	5	1990
20.3	11	0	5	1990
19.8	8.8	0	5	1990
24.5	7.5	0	6	1990
21.8	9.5	4.5	6	1990
17.8	11.3	0	6	1990
16.3	8.3	2.2	6	1990
17.8	5.3	0	6	1990
15.5	9.5	2.3	6	1990
15.5	4	0.1	6	1990
15.9	6	5.5	6	1990
14	8	6.6	6	1990
17.3	11.8	0.7	6	1990
20.3	11.5	0	6	1990
15	4.8	0	6	1990
13.8	9.5	0	6	1990
14	8.5	0	6	1990
16.5	7.3	0	6	1990
18.8	10.3	0	6	1990
21	9.3	0	6	1990
22	11.5	0	6	1990
19.5	12.3	0.4	6	1990
20.5	6.3	0	6	1990
19	10.5	1.6	6	1990
15.5	10.5	13.3	6	1990
18.8	10.5	2.9	6	1990
17.8	7.3	0.5	6	1990
17.5	14.3	0	6	1990
22	14.8	0	6	1990
23.3	15.5	0	6	1990
23	9.8	0	6	1990
19.5	6	0	6	1990
21.3	13	0	6	1990
19.8	12.8	4.1	7	1990
17	9	0	7	1990
17.5	5.5	0	7	1990
19	9	2.9	7	1990
17	11.3	3.7	7	1990
17.5	9.5	0	7	1990
19	12.3	1	7	1990
22.3	16.8	0	7	1990
25	11.5	0	7	1990
17.5	10.8	0	7	1990
19.8	8.5	0	7	1990
27.5	12.4	0	7	1990
28.5	12	0	7	1990
26.3	13	0	7	1990
25.4	9.5	0	7	1990
31	15	0	7	1990
24.8	10.8	0	7	1990
25.3	9.3	0	7	1990
28	9.5	0	7	1990
29.5	10.8	0	7	1990
31.3	12.3	0	7	1990
32	14.3	0	7	1990
23.8	12.5	0	7	1990
25	7.3	0	7	1990
25	6.8	0	7	1990
26.3	8.4	0	7	1990
24	13.3	0	7	1990
25.4	13.8	0.1	7	1990
25.8	11.5	0	7	1990
24.5	16	0	7	1990
24	13.3	0	7	1990
27	10.8	0	8	1990
31.3	14.3	0	8	1990
33.5	13.8	0	8	1990
35.5	16.3	0	8	1990
33	12.8	0	8	1990
23.8	9.5	0	8	1990
21.8	10	0	8	1990
22	6.3	0	8	1990
25.3	12.8	0	8	1990
26	13.8	0	8	1990
26	13.3	0	8	1990
26.3	12.3	0	8	1990
29	13	0	8	1990
25	13.8	0	8	1990
22.3	14.5	0.1	8	1990
21.8	12.5	3.9	8	1990
20	10.3	0	8	1990
20	12.8	5.6	8	1990
18	14	12.2	8	1990
21.5	12.8	4.3	8	1990
20.3	14	0	8	1990
21.8	12	0	8	1990
26	14.8	0	8	1990
27.3	13.8	0	8	1990
27.5	16.5	0	8	1990
25.8	14.3	0	8	1990
26.8	14.5	0.7	8	1990
24.5	13.5	0	8	1990
26.5	12.3	0	8	1990
29	9.5	0.7	8	1990
20.5	6.8	0	8	1990
19.5	13.4	0	9	1990
22.8	12.8	0	9	1990
24.3	9.5	0	9	1990
23.8	9.3	0	9	1990
19.5	7	0	9	1990
19.5	14	0.3	9	1990
18.5	11.5	0	9	1990
19.8	7.8	0	9	1990
19	4.5	0	9	1990
22	6.5	0	9	1990
20.8	8.3	0	9	1990
22	8.3	0	9	1990
21.5	6.8	0	9	1990
22.5	6.3	0	9	1990
21.5	11.5	0	9	1990
19.5	9.3	0	9	1990
17.5	10.3	0	9	1990
14.8	7	1.6	9	1990
20.8	11.5	1.5	9	1990
16	6.5	0	9	1990
15.5	9	0	9	1990
15	8.8	2	9	1990
14	8	0	9	1990
15.3	5.8	0.4	9	1990
16.3	8.3	0	9	1990
16.5	1.5	0	9	1990
17	1	0	9	1990
16	2.5	0	9	1990
20.3	7.5	0.1	9	1990
17.3	13.5	10	9	1990
20.3	5.8	8.2	10	1990
16.5	8.5	0	10	1990
18.3	13.5	2.3	10	1990
14.5	6.5	2.9	10	1990
16	10.3	1.6	10	1990
17.5	14	0.5	10	1990
16.8	6.3	0.8	10	1990
13.3	-0.5	0	10	1990
13.3	5.5	0	10	1990
15.3	11.3	0	10	1990
17.3	12.5	0	10	1990
17.8	4	0	10	1990
23	11	0	10	1990
22.5	14	0.1	10	1990
20.3	13	0	10	1990
20	11.8	1.7	10	1990
18	10.3	0.2	10	1990
16.8	13.5	4.6	10	1990
15	12.3	10.1	10	1990
15.3	9.3	0	10	1990
16.8	11.3	0	10	1990
14	9.8	0	10	1990
12.5	6.5	0	10	1990
16.5	9.3	0	10	1990
14.8	4.8	0.2	10	1990
15.3	4.8	10.8	10	1990
11.5	6.5	5.4	10	1990
12.3	9	8.6	10	1990
11.8	3.3	0	10	1990
10.8	4.3	2.5	10	1990
13	7.3	0	10	1990
12.5	5.5	0	11	1990
12	2.8	0	11	1990
9.5	2.4	1	11	1990
8.5	2.3	1	11	1990
9.3	0.3	0	11	1990
10.3	-1.3	0	11	1990
10.8	1.8	0	11	1990
9.8	1	0	11	1990
9	1.3	0	11	1990
12.5	4.8	1	11	1990
13.8	7.5	0.8	11	1990
13	10	1.1	11	1990
14.3	12	1	11	1990
15.5	10.8	3.4	11	1990
13.8	9	0	11	1990
14	9.5	0	11	1990
15.5	12.8	0.5	11	1990
14.8	9	0.2	11	1990
11	5	0	11	1990
9	3	4.2	11	1990
7.3	0.8	0.3	11	1990
5.8	1	0.2	11	1990
3	1.8	0	11	1990
7	2.3	9	11	1990
6	-0.3	0.3	11	1990
8.8	1	5.8	11	1990
7.8	5.5	1.5	11	1990
7	0	0.1	11	1990
7.3	3.3	0.2	11	1990
7.5	2.5	0	11	1990
7.5	4.3	0.1	12	1990
7	3.5	0	12	1990
5.8	4.5	0	12	1990
7	1	0	12	1990
7.8	0.5	0	12	1990
7.8	-3.5	0	12	1990
6.3	-2	0	12	1990
8	0.3	2.8	12	1990
1	-1	3.4	12	1990
6.3	0.5	8	12	1990
6.5	4.5	0.4	12	1990
9	4	1.2	12	1990
5.5	1.5	0	12	1990
6	-0.8	0	12	1990
1.5	-4.5	0	12	1990
5	-2	0.8	12	1990
5	-2.5	0	12	1990
2.3	-0.5	0	12	1990
2.5	-0.3	0	12	1990
5.3	0.5	0	12	1990
9.3	5	7	12	1990
11.3	9	0.3	12	1990
10.3	8	0	12	1990
9.3	7.5	3.5	12	1990
9.3	2.8	4.3	12	1990
9.3	4	14.5	12	1990
12.5	3.8	6.8	12	1990
6.5	3	0.1	12	1990
10.3	6.3	4.5	12	1990
8.8	2.8	8.8	12	1990
9.5	3.8	0.2	12	1990
9	1.3	1.4	1	1991
12.8	2.5	8.2	1	1991
12.8	6	4.9	1	1991
9	3	3	1	1991
9.3	2.3	4.6	1	1991
9.8	3.3	1.5	1	1991
8	4.5	5.7	1	1991
8.3	4	0.1	1	1991
11	2.5	9.5	1	1991
11.3	5	16.4	1	1991
8.5	4.5	4.9	1	1991
6.8	-0.8	2.4	1	1991
5.5	-2.8	0	1	1991
4.8	-2.5	0	1	1991
5.3	-1.3	0	1	1991
4.3	-4	0	1	1991
6.8	-2.5	0.1	1	1991
7.5	5.8	0.6	1	1991
8.5	2.3	7.2	1	1991
7.3	1.3	0.1	1	1991
9.5	5.5	0	1	1991
9	0.8	0	1	1991
5.3	1.8	0	1	1991
5.3	-1.3	0	1	1991
4.3	0.5	0	1	1991
2.3	0.5	0	1	1991
3	0.5	0.5	1	1991
3.8	1.5	0.2	1	1991
4.3	0.5	0	1	1991
1.5	0	0	1	1991
1.5	0.1	0	1	1991
2.5	-1	0.5	2	1991
5.5	-2.5	1.2	2	1991
4	-3.5	0	2	1991
2.5	-5	0	2	1991
2.5	-3	0	2	1991
2.3	-2.8	0	2	1991
-0.5	-8.3	0.8	2	1991
-3.5	-6.3	5.2	2	1991
-2.5	-7.5	1.2	2	1991
-2.5	-8.3	0.4	2	1991
1.3	-4.3	0	2	1991
1.5	-4.8	0	2	1991
2.5	-2.3	2.5	2	1991
2.8	-4.3	0	2	1991
6.3	-2.8	5.5	2	1991
8.5	-1.3	0.3	2	1991
6.8	0.3	0.1	2	1991
6.5	-1	0	2	1991
6.5	-5	0	2	1991
3.8	-2.5	0	2	1991
6.5	3.3	1	2	1991
7.5	2.5	2.1	2	1991
11	6	5.2	2	1991
12	8.8	0	2	1991
11.8	-0.3	1.3	2	1991
10.8	3.3	0.1	2	1991
10	2	2.1	2	1991
8.5	1.5	17.5	2	1991
8	-1.3	0	3	1991
8	-2	0	3	1991
8	2.3	0.5	3	1991
11.8	0	0	3	1991
10.5	7	1.5	3	1991
11	8.5	6.8	3	1991
14.5	8	4.4	3	1991
14.8	8	3.7	3	1991
14	8.3	0.1	3	1991
11	7.3	0.1	3	1991
10.8	8	1.6	3	1991
12	8.8	0.2	3	1991
12.5	2.8	0	3	1991
18.5	3.8	0.1	3	1991
14.3	7	0.4	3	1991
11	8.3	0.2	3	1991
13.5	7.5	7.3	3	1991
11.5	3.3	0.2	3	1991
12.8	8.8	2.6	3	1991
15.3	10	0.6	3	1991
12.3	6.8	0.6	3	1991
12.8	0.8	0	3	1991
10.3	0	1.2	3	1991
9.8	-1.5	0.1	3	1991
10.8	3	0	3	1991
11.3	4.8	0	3	1991
8	1.3	0	3	1991
13.3	2	0	3	1991
14.5	5.3	0	3	1991
11.8	-3	0	3	1991
14	5.8	0	3	1991
15.5	-2.5	0	4	1991
11.8	9.3	1.6	4	1991
10.8	3.3	0.9	4	1991
12.5	5.3	1.4	4	1991
14.5	4.3	6.3	4	1991
10.5	2.5	0.1	4	1991
10.3	6	4.6	4	1991
12.3	6.8	0.2	4	1991
14.5	6.5	0	4	1991
14	6	0	4	1991
18.3	7.8	0	4	1991
20	8	0	4	1991
20	7.5	0	4	1991
18.5	4.5	0	4	1991
13	7	0	4	1991
16.3	3.5	0	4	1991
11.8	0.5	0	4	1991
8.5	0	0	4	1991
9	1	6.6	4	1991
9	3	1.3	4	1991
7.8	-3.3	0	4	1991
10.8	4.5	1.1	4	1991
11.3	-2	0	4	1991
12.3	5.8	0	4	1991
13.5	2.8	0	4	1991
12	3.3	0.5	4	1991
15.5	1.8	0	4	1991
15	0.8	0	4	1991
15	3.8	0	4	1991
10	6.3	30.3	4	1991
8.8	4.8	1.8	5	1991
10.8	1.8	0.5	5	1991
11.5	2	0	5	1991
12	4.5	3.8	5	1991
12	5.3	3.2	5	1991
10.5	3.5	0	5	1991
11.3	5	0.1	5	1991
13	5.8	0	5	1991
14.5	-1.8	0	5	1991
15	-1	0	5	1991
17.3	4.5	0	5	1991
15	3.8	0	5	1991
19.3	9.3	0	5	1991
19.8	8.3	0.1	5	1991
16.5	4.8	0	5	1991
15	7.8	0.6	5	1991
12.3	7.3	2.3	5	1991
10.2	8.3	0.4	5	1991
14	9.3	0.2	5	1991
17	10.8	0	5	1991
21	10	0	5	1991
23.5	10	0	5	1991
20.3	7	0	5	1991
18.3	6	0	5	1991
19.8	7	0	5	1991
21	11	0	5	1991
18	7	0	5	1991
20.5	9.3	0	5	1991
12.3	8.3	0	5	1991
16	8.8	0	5	1991
16.5	7.8	0	5	1991
13.3	7.5	0	6	1991
14.8	1.5	0	6	1991
15	6.8	1.9	6	1991
14.5	2	0	6	1991
15.8	0.8	0	6	1991
15	9.3	7.1	6	1991
17.8	10.3	0.4	6	1991
16.5	10	2.6	6	1991
16	11.3	2.3	6	1991
17.8	11	1.1	6	1991
17.5	6.5	0.4	6	1991
16	12.3	2.7	6	1991
18.8	10.3	0.6	6	1991
17	8.5	0	6	1991
17.8	8.5	8.2	6	1991
16	8.3	0.6	6	1991
15.8	9	0	6	1991
15.8	7	0	6	1991
14.5	8.5	0.9	6	1991
17.3	8.8	1	6	1991
18.8	10	0	6	1991
21	11.5	0	6	1991
18.3	10.5	0	6	1991
15	11.5	17.2	6	1991
16.5	12.8	8.7	6	1991
18	10	6.1	6	1991
17.3	8.8	17.1	6	1991
18.5	10.3	3.3	6	1991
19.5	8	0	6	1991
20.5	12.5	1.8	6	1991
21.5	13.5	2.1	7	1991
20.5	10	0.1	7	1991
19.8	14.3	15.3	7	1991
24.5	13.3	0	7	1991
27.3	15.8	0	7	1991
27.3	16.8	10.1	7	1991
23.3	12	0	7	1991
25.3	15.5	0.1	7	1991
19.5	13.5	0.3	7	1991
22	8.5	0	7	1991
25	14.3	0	7	1991
26	12.5	0.3	7	1991
19.5	14	0.3	7	1991
18.5	12	0	7	1991
22.8	13.8	0	7	1991
21	12.8	0.1	7	1991
20.5	10	0.6	7	1991
20	12.5	17.5	7	1991
23	13	0.5	7	1991
20	13.5	0	7	1991
21.8	13.5	0	7	1991
26.5	9.5	0	7	1991
24	14.5	0	7	1991
26.7	13.4	0.8	7	1991
17.7	12.8	6.8	7	1991
21.3	12.6	0	7	1991
18.5	12.1	0	7	1991
23.5	12.3	0	7	1991
25.8	13.3	0	7	1991
28	16.8	0.2	7	1991
20.8	13.5	19.3	7	1991
22.4	10.6	0	8	1991
23.6	12.2	6.3	8	1991
23.3	15.3	0	8	1991
23	13.5	0	8	1991
24	14.5	0	8	1991
22.8	16.3	0.2	8	1991
21.5	14.5	0	8	1991
20	13.3	4.9	8	1991
22.5	9.5	0	8	1991
24	17.3	0	8	1991
25.5	17	0	8	1991
21.3	12.5	0.6	8	1991
22.3	14.3	0	8	1991
23	15.8	0	8	1991
24.5	11	0	8	1991
32.8	14.5	0	8	1991
22.8	13.8	0	8	1991
22.5	8.5	0	8	1991
20.5	6.8	0	8	1991
24	14.5	0	8	1991
25.5	13.3	0	8	1991
26.5	16.8	0	8	1991
23.5	12.5	4.9	8	1991
17.3	11.8	3.9	8	1991
22.3	9.5	0	8	1991
24.3	9.5	0	8	1991
26.3	19	0	8	1991
25.3	12.8	0	8	1991
24	9	0	8	1991
23.5	10.5	0	8	1991
24.5	10	0	8	1991
26.3	10.3	0	9	1991
28.3	13.8	0	9	1991
25.8	12.5	0	9	1991
25.3	11.8	0	9	1991
27	14	0	9	1991
24.8	13.8	0	9	1991
20.5	4.5	0	9	1991
21.5	5.5	0	9	1991
24	6	0	9	1991
23.8	7.8	0	9	1991
24.5	9.8	0	9	1991
18.8	10.5	0	9	1991
21.5	4.8	0	9	1991
22.3	10	0	9	1991
23.5	14.3	6.7	9	1991
21	10.8	3.7	9	1991
20.3	10.5	2.5	9	1991
21	12.3	0.4	9	1991
20.3	3.8	0.2	9	1991
18.5	3	0	9	1991
19.8	4.5	0	9	1991
23.5	10.8	7.2	9	1991
17.5	11.3	0	9	1991
19.5	15.8	0	9	1991
18	11.5	3.1	9	1991
17.8	2.5	0	9	1991
17	9.5	5.9	9	1991
12.5	3.3	0.2	9	1991
14	11.5	14.1	9	1991
15.5	6.3	0.5	9	1991
14.3	9.8	0.4	10	1991
16	7	0	10	1991
16.5	12	0	10	1991
17.3	6	0.6	10	1991
16.5	5	0	10	1991
14	3.8	2	10	1991
13.5	5.5	0	10	1991
15.5	4.8	0	10	1991
14.8	7	0.2	10	1991
16	8.3	0.5	10	1991
19.5	12	0	10	1991
20.5	10.3	1.3	10	1991
16.3	5	0.1	10	1991
16.5	6	0.4	10	1991
15.5	9.8	0	10	1991
15.5	10	0.7	10	1991
15.8	7.3	1.8	10	1991
10.8	6.5	0	10	1991
9.6	2	0.3	10	1991
9.2	1.8	0	10	1991
8.8	1.3	0	10	1991
10.8	-0.3	0	10	1991
11.3	-0.8	0	10	1991
9.8	6.8	0	10	1991
10.5	7	0	10	1991
11	7.3	0	10	1991
10.8	7.5	0	10	1991
12.5	6.8	0.3	10	1991
13	8.5	1.1	10	1991
13.3	9.3	7.9	10	1991
12.8	3.3	0.2	10	1991
15	11.5	4.1	11	1991
15.5	10	4.6	11	1991
14.3	7.5	7.9	11	1991
10	3	1.9	11	1991
9	2.8	0	11	1991
7.3	-0.3	0	11	1991
12.8	4.8	0	11	1991
13	9.8	0.6	11	1991
10.5	2.8	1.2	11	1991
8.3	-2	0	11	1991
11	2.3	2.6	11	1991
9.5	0	0.1	11	1991
10	3.8	6.7	11	1991
8	0.5	0.5	11	1991
7.3	1.8	0	11	1991
9	-4	0	11	1991
8.8	-1.5	0	11	1991
8.8	2.8	0.9	11	1991
12	4	18.8	11	1991
7.8	3.5	13	11	1991
7.5	-3	0	11	1991
8	-1.5	0.1	11	1991
9.1	4.8	0	11	1991
9.8	0.3	0	11	1991
10.5	5	0	11	1991
10.5	6	0.5	11	1991
12.3	8.5	0	11	1991
11.3	8.5	0	11	1991
12	9.3	0	11	1991
12.5	6.8	0	11	1991
8.8	7.3	0.3	12	1991
10	6	0	12	1991
8.8	6.8	0	12	1991
7.8	4.5	0	12	1991
7	4.9	0	12	1991
7.5	-2.8	0	12	1991
6.8	-5	0	12	1991
5	-5.3	0	12	1991
5.3	-5	0	12	1991
3.8	-3.8	0	12	1991
3	-8.8	0	12	1991
0.5	-10.5	0	12	1991
-0.2	-9.2	0	12	1991
7.2	-5.3	0	12	1991
-1.8	-7.1	0	12	1991
7	-5.3	1.4	12	1991
10.5	4.3	1.4	12	1991
11.3	4.5	5.9	12	1991
12.3	5.8	1.6	12	1991
12.8	3.3	0	12	1991
11	3.8	0.2	12	1991
13.3	9.8	0.9	12	1991
13.5	11.5	0	12	1991
13	2.5	0.3	12	1991
7	-2.3	0	12	1991
9.3	0.3	0	12	1991
11	2.3	0	12	1991
8	-0.5	0	12	1991
6.5	0.8	0	12	1991
7.8	4.5	0	12	1991
7.2	4.5	0.2	12	1991
9.1	4.3	0	1	1992
10.5	4.5	0	1	1992
11	8	0	1	1992
11.5	6	1.2	1	1992
11.8	6.3	1.4	1	1992
13.3	10.3	0	1	1992
11.8	5.8	0	1	1992
11.5	6	1.4	1	1992
11.8	6.3	3.4	1	1992
7.8	2.3	0.3	1	1992
7	-1.8	0	1	1992
4.3	-4.8	0	1	1992
5	-3.3	0.4	1	1992
5.5	-0.8	0	1	1992
5.3	3.3	0	1	1992
5.5	1.5	0	1	1992
6	-1.8	0	1	1992
4	-0.3	0	1	1992
8	0	0	1	1992
8.5	4.5	0.3	1	1992
5	-1.8	0	1	1992
3.3	-6.5	0	1	1992
3.5	-7.5	0	1	1992
-1.8	-8.5	0	1	1992
0.8	-6.3	0	1	1992
6.5	-0.3	3	1	1992
6.5	1	0	1	1992
5.5	-2.8	0	1	1992
6.3	0.3	0	1	1992
7.8	-2	0	1	1992
3.3	-1.3	0.2	1	1992
3.3	-1.3	0	2	1992
2	-2.3	0	2	1992
8.5	-0.8	0.7	2	1992
10	3.5	0.2	2	1992
13	6.5	0	2	1992
10.5	7.5	0	2	1992
10	3	0	2	1992
9	-3.5	0	2	1992
9	1	0.5	2	1992
9.8	2.3	2	2	1992
9	4.5	9.8	2	1992
10	8.3	0.3	2	1992
11.8	3.8	2.8	2	1992
9.8	4.3	0	2	1992
