xv	ys
19.35851	28.56781
65.68083	45.52546
48.16706	35.68054
46.12696	38.60974
89.16549	53.65513
74.0705	45.00962
48.37185	42.55394
8.697452	27.93558
77.28153	47.06175
52.55726	41.12256
82.89115	51.98495
36.00877	34.33587
83.56437	51.80548
76.54902	44.34317
44.91163	38.61543
36.00092	36.0685
4.130289	26.18217
24.70294	31.06402
31.35063	38.58183
48.99593	39.37846
8.66229	27.77238
62.71419	46.6479
37.15041	38.15159
11.20596	29.26865
36.2934	34.46546
15.53807	31.17362
16.82797	27.05663
24.12723	29.92921
21.33277	33.10225
25.60254	35.57202
53.33195	44.21865
16.5847	31.41803
57.87488	43.03062
88.89168	49.53311
60.47904	37.55775
58.24107	41.3779
63.39693	47.21809
48.4693	38.31999
42.48133	34.80612
60.40401	49.23016
0.7390126	20.46045
64.46486	44.46937
27.51749	35.20149
97.84341	57.07417
22.15879	33.688
91.96908	46.49808
83.58151	52.88783
72.02081	47.4511
47.65385	35.49529
52.68013	41.76278
49.60085	42.52376
81.503	45.71954
11.95357	32.42489
73.64771	52.64207
41.81559	38.7968
30.04578	33.31545
26.47543	34.87783
62.47159	40.65608
40.75906	36.45631
40.5008	34.95885
60.68199	40.32661
45.40123	39.09607
19.69396	34.18342
79.572	50.33123
82.83257	47.94267
83.70851	51.88842
10.42893	32.20348
87.75999	50.4599
71.60409	48.45458
14.06053	30.43044
93.63872	54.20488
0.7878426	25.58357
69.78739	46.12841
50.68248	39.99444
43.45453	39.59881
86.22533	50.17767
61.91779	46.03465
60.10379	42.09269
18.62005	33.08203
92.17504	55.53978
35.98172	33.38662
72.37764	40.57691
99.8647	55.44929
68.48166	44.24561
65.11908	38.46635
90.67457	50.12936
24.40916	30.8057
3.960703	25.18365
15.97214	33.98635
97.06804	51.83293
69.2918	47.1345
56.94517	42.69772
56.06959	39.31497
5.592677	28.81953
56.50704	42.86214
75.85129	48.18234
86.6525	55.46424
2.314852	21.78283
93.8447	56.60249
23.08981	36.16958
77.027	47.94568
35.91911	42.24662
80.4305	50.4977
75.14463	46.94911
70.17302	42.6166
96.94577	51.14058
70.91063	46.90653
13.08518	32.79241
78.14942	44.13795
6.809587	30.31332
94.33607	51.80349
1.608816	24.97144
14.96802	26.93205
23.18341	35.42545
33.52728	34.98252
20.26349	33.50707
68.94277	47.67898
73.6697	49.47607
17.30339	33.72319
54.69713	41.55237
53.23512	37.81598
92.46128	51.70735
30.7334	34.42945
26.00653	28.4948
63.05425	41.88167
88.64127	55.87826
68.3633	46.03583
39.24988	36.81032
23.40592	31.32404
14.231	31.71766
27.15473	31.70975
42.34337	34.65536
48.98147	37.58086
79.29403	53.16806
23.38823	32.30209
13.09866	27.17752
56.1769	40.5963
62.59547	46.4215
86.9259	54.4062
39.83108	31.64334
70.4442	42.33584
79.16048	49.57411
48.73333	38.29129
29.89008	30.97054
53.63495	42.37327
54.8601	42.85959
79.69852	48.92203
98.52236	55.75656
51.69072	41.32053
89.38837	55.48445
87.52984	48.52892
39.41756	35.87503
58.15098	41.31127
0.2496357	23.71484
96.61215	49.11887
85.12761	47.36169
29.30768	33.73819
12.64531	30.914
77.01796	47.5576
25.29286	28.82549
85.19408	54.2475
49.86744	43.96578
15.95852	25.96512
17.60403	33.62397
74.84497	44.49625
33.08193	33.42247
26.58973	29.13984
3.040332	27.61388
0.4376634	26.39771
97.13912	45.94524
56.04796	38.08755
70.63143	52.79955
52.80298	43.46648
45.61858	46.71513
56.30547	38.8218
19.17958	30.58737
76.14846	48.67582
24.11654	32.27932
79.66767	45.57553
71.5364	43.95639
64.13887	43.38018
22.7671	33.58926
81.59902	48.69055
31.22247	33.81216
89.19701	53.36656
96.1057	55.00046
48.29323	38.51169
75.68817	51.42839
40.37236	39.12077
97.0513	53.80516
5.667254	24.57228
9.772566	26.82632
26.77445	36.73235
72.68634	46.30916
37.40517	37.78125
62.06144	46.84443
89.6209	48.08368
49.87962	38.76582
12.03816	30.1464
68.0141	44.14995
74.90727	48.19026
81.9894	54.58666
29.63033	32.82248
47.14508	42.18377
83.32296	55.28545
90.66158	45.6481
22.61757	32.18335
59.87838	46.78301
48.8253	43.1074
79.59364	49.19685
96.9934	54.85456
0.2274804	25.77726
3.496821	24.20052
29.82114	37.32995
53.24565	42.22336
7.156292	23.41588
54.91475	42.06044
51.88323	38.32044
55.09342	38.20053
94.27524	53.19663
47.98952	38.45675
71.98585	45.85249
1.747468	27.87263
28.0527	30.54736
14.84112	27.36526
65.90683	41.42789
46.94473	43.02332
37.50216	33.24143
56.88602	41.22068
22.71875	33.0788
87.92342	49.07693
67.20063	47.65089
9.80347	24.34286
79.64641	48.01775
50.51558	42.3862
48.93661	40.15831
81.53623	48.40423
20.96569	26.52918
78.26793	44.78145
12.78153	27.48859
60.30503	42.77777
57.6868	36.66702
59.56726	43.04436
47.23202	38.99645
64.84416	49.93434
53.63134	41.81747
81.72666	48.81898
11.56848	29.0332
35.50422	37.3383
67.63718	47.5052
69.58022	48.84909
43.28693	38.67564
50.64372	42.94985
17.40867	28.61572
30.93114	37.49836
97.20762	56.57404
67.15383	45.84159
83.29128	48.29908
84.16314	52.55305
50.85137	41.26712
71.72906	45.38146
62.62469	38.40322
97.82658	52.44305
58.23171	35.6004
77.60028	45.79296
23.96028	33.83841
69.11939	40.98256
72.33928	42.38181
74.5164	48.41678
64.49097	45.78595
82.75498	41.75187
18.99409	30.75844
3.447188	26.32336
61.72358	44.09082
48.69656	39.50975
22.1065	32.1408
30.45277	37.08619
6.12629	20.76492
42.98763	39.52286
20.43954	32.11196
37.53567	37.20684
8.294981	31.1614
68.32833	44.61948
56.27852	45.91672
53.55706	41.33708
82.28083	52.79683
36.63912	39.90875
33.37004	29.50374
81.00786	50.0565
92.54916	52.8211
22.47537	33.48179
66.87508	42.91668
79.91264	44.66292
38.7694	40.44723
0.9552445	26.7035
73.06765	44.46874
87.07251	51.77256
1.99946	28.70992
32.00606	36.54868
62.49534	38.94043
59.5973	44.75799
11.55392	32.15021
97.09123	51.95004
35.10765	28.71756
20.11788	29.33519
55.49088	41.56382
62.56186	42.60014
97.90915	61.48873
81.43387	55.47592
63.06446	45.71616
53.06822	42.82359
88.73569	41.74975
63.26411	43.79303
0.9676884	26.96896
19.84853	29.95953
42.85713	32.99702
51.78577	37.42697
11.00963	24.00646
89.69235	53.27037
79.24944	46.3426
86.79915	51.10855
4.165047	29.70803
15.3503	31.8933
28.39895	38.87272
63.82711	44.61095
65.58524	44.99776
21.34478	27.95753
5.597899	27.82391
1.372913	24.30498
36.46152	38.62512
32.89798	37.63304
18.26243	32.1302
20.65842	31.86222
99.04843	52.08594
74.85904	48.58655
41.11381	43.50349
64.88192	47.27873
10.90321	29.02251
63.71603	47.35337
30.14515	31.26623
76.30551	45.65232
13.87979	26.87561
84.35444	54.03625
29.02155	34.70251
42.38798	37.39801
14.0128	29.3339
45.53869	38.59975
17.12608	26.51131
46.75719	44.20045
62.13743	45.43939
18.48301	33.13164
30.72509	36.60523
27.99623	34.87144
75.65333	48.26913
19.71197	32.22704
97.05756	54.39827
76.55779	46.69322
57.15316	43.36518
33.82637	36.04542
6.688915	29.50064
78.48942	50.05416
89.05892	47.23403
96.11826	53.7835
88.42997	49.46385
22.97592	23.7189
89.7737	55.41916
34.50104	36.46449
16.76996	29.89922
37.50256	34.18219
53.91118	43.88486
12.24123	26.27226
81.4844	52.93711
74.2062	47.18738
65.59057	41.41011
77.32006	40.24337
5.910955	32.42587
17.04904	30.00279
77.82775	45.71275
38.51317	40.67552
66.86715	47.43003
39.2143	35.49352
70.80223	47.00831
9.529264	32.21546
56.8444	45.1159
78.20444	48.51319
63.70226	40.16206
33.51029	36.11553
26.54328	31.83585
36.35878	36.53312
59.1157	38.14951
25.43852	31.93866
53.94532	40.25957
62.26067	43.77018
62.80838	43.90006
27.54961	36.31521
97.33388	46.62395
99.49849	58.46575
92.13431	54.46457
65.06859	44.31792
3.354876	29.26221
22.55088	34.90048
62.72497	44.68294
47.91779	36.40204
58.02812	42.3237
19.96986	32.57805
10.62274	26.73568
22.04163	31.63722
43.29329	42.17323
98.32522	53.76837
96.98423	54.66641
68.54672	43.52591
24.94316	35.18918
73.8003	50.82294
48.20932	44.65402
89.3029	50.60709
46.25501	30.72245
20.39842	29.04522
30.09167	31.67248
49.69941	36.72236
58.03574	45.00651
81.0355	46.60601
9.281984	29.80298
21.0915	31.46991
76.8195	42.84054
43.65088	40.76976
75.11391	44.88298
54.4729	48.4444
8.095066	30.13779
41.48581	38.21683
33.03605	31.00489
93.00573	53.11907
40.50276	40.02771
87.3557	49.58829
28.00174	33.30218
96.29808	54.61996
51.47377	42.83507
7.15146	26.96085
88.61865	52.31078
23.6574	27.62001
24.09771	33.24635
99.16482	62.59482
69.19922	46.92135
62.84104	42.81235
4.207479	29.21194
94.68023	56.82109
51.52908	43.79686
23.4387	29.65528
7.650436	28.02525
34.53673	42.00198
93.62138	51.69053
95.87933	50.9106
15.98163	25.8634
23.04297	31.43516
43.05425	43.46851
12.39857	27.46752
47.73345	36.52064
7.173123	29.06677
6.700549	33.55889
71.95123	42.57732
49.23647	40.89214
11.69976	32.50691
91.26014	54.3423
23.60923	32.30709
58.04312	43.0095
72.39507	46.04129
93.30744	55.23695
3.850532	21.4804
37.52093	31.58332
63.28922	42.13442
73.46542	47.7651
64.71656	46.58041
98.50442	53.4818
86.99107	51.33101
86.72724	46.47636
34.35043	35.81518
54.46602	41.44955
25.46335	25.88717
25.45705	31.30457
19.81321	32.01802
93.94978	52.03294
48.94586	39.99288
44.79666	41.56878
51.61171	39.20166
83.71027	56.07134
48.76451	44.47675
27.40922	31.42485
96.53327	54.69707
98.3342	60.15405
35.22437	34.6573
95.05061	55.62332
15.05762	32.88162
34.08556	31.27752
89.58406	52.23278
11.88046	28.58557
31.21009	33.14523
72.41505	48.064
92.11026	51.88908
19.44008	29.7522
48.47975	34.74651
11.14628	32.25256
65.22689	45.44911
36.41288	37.61038
76.80055	50.4483
57.0408	38.47745
95.24324	51.6942
78.71225	51.84319
94.8312	50.52906
50.22046	36.72394
14.6372	33.11643
67.47258	45.4094
59.9048	43.21045
15.6088	28.63551
14.68888	24.61604
48.26899	39.01237
45.75437	41.11388
57.90876	44.04285
73.10728	45.6394
31.642	36.35357
74.12956	52.20174
19.95666	26.73545
3.899027	23.0409
82.82375	49.42764
91.79424	51.00933
33.2183	36.65567
41.12167	35.03457
37.22414	33.64908
16.86239	30.56585
3.632042	24.67516
1.92615	29.20211
52.37301	42.89827
99.23217	49.80916
80.26954	44.28136
49.26829	42.21541
5.25779	29.02164
97.1899	49.51155
47.63392	40.83209
80.1679	47.98716
79.27505	49.75753
28.62502	31.47545
14.1935	29.615
82.72002	50.07763
5.41571	30.65591
36.59305	32.51704
80.73913	49.65522
63.96577	39.79389
39.64878	32.34991
48.45631	30.61176
65.9416	44.58165
55.67544	40.44937
77.78788	47.49309
73.46911	44.1897
30.99589	36.79286
93.82138	48.57439
53.60631	45.79073
31.43058	35.79046
27.71565	36.88021
85.1073	52.25697
70.10786	46.78737
64.62617	43.61195
90.51936	48.80944
13.15826	29.74747
59.18533	39.93729
43.42695	39.1347
77.49536	47.84563
83.76975	49.63341
67.6344	39.81017
91.43592	52.3871
4.628909	30.30051
2.584855	24.97476
43.01186	36.78841
8.500989	28.23945
40.84573	34.07359
3.939484	27.4924
68.14561	45.90583
10.05797	29.60448
92.29883	52.05217
99.93262	54.46845
75.47293	46.1973
48.20634	35.31248
13.80801	30.26402
4.963109	22.37599
73.04668	46.06356
9.51792	23.34563
38.02986	39.90615
5.751334	25.44759
81.13886	43.93118
32.12447	31.19423
39.27806	34.74938
57.06101	44.6277
15.56202	24.18313
46.56871	37.80466
42.66594	37.21835
8.309744	30.43647
73.85781	50.36587
5.322606	31.01971
17.31421	31.5058
71.92099	46.01331
85.27439	51.86151
0.02849861	24.24
99.20837	50.2017
48.45682	40.97587
