year	month	tmax	tmin	raindays	rain	meantemp	daydegrees
1897	12	7.6	1.9	10	65.5	4.75	0
1898	1	8.6	4.2	5	12.8	6.4	1.4
1898	2	8.5	2	7	32.9	5.25	0.25
1898	3	8.5	0.6	15	17.6	4.55	0
1898	4	13.6	3.7	4	36	8.65	3.65
1898	5	14.8	6.8	0	61.7	10.8	5.8
1898	6	18.8	9.5	0	34.8	14.15	9.15
1898	7	21.3	11.1	0	15.2	16.2	11.2
1898	8	22.4	12.5	0	43.8	17.45	12.45
1898	9	22.2	10	0	10.5	16.1	11.1
1898	10	14.6	8.4	0	125.6	11.5	6.5
1898	11	10.4	4.7	3	50.9	7.55	2.55
1898	12	10.1	5.1	4	65.2	7.6	2.6
1899	1	8.5	2.9	5	75.3	5.7	0.7
1899	2	9.5	2.1	10	51.2	5.8	0.8
1899	3	10.6	0.4	16	7.4	5.5	0.5
1899	4	12.2	5.1	2	48.8	8.65	3.65
1899	5	15.4	6.2	0	38	10.8	5.8
1899	6	22	10.3	0	20.3	16.15	11.15
1899	7	23.8	13.3	0	42.9	18.55	13.55
1899	8	24.9	12.3	0	47.6	18.6	13.6
1899	9	18.6	10.3	0	58.2	14.45	9.45
1899	10	14.1	4.7	2	70.1	9.4	4.4
1899	11	11.3	5.4	3	66.6	8.35	3.35
1899	12	5	-0.2	14	33.2	2.4	0
1900	1	7.2	2.1	5	58.5	4.65	0
1900	2	6	0.7	14	107	3.35	0
1900	3	7.2	0.9	8	12.9	4.05	0
1900	4	13.8	3.8	3	22.8	8.8	3.8
1900	5	15.2	6.3	0	34	10.75	5.75
1900	6	19.5	10.6	0	69.4	15.05	10.05
1900	7	24.3	13.4	0	22.4	18.85	13.85
1900	8	20.4	11.5	0	79.8	15.95	10.95
1900	9	19.6	9.2	0	10.4	14.4	9.4
1900	10	14.2	6.7	0	59.1	10.45	5.45
1900	11	10.3	5.4	2	42.2	7.85	2.85
1900	12	10.2	5	2	81.9	7.6	2.6
1901	1	6	1	15	26.9	3.5	0
1901	2	4.9	0.1	13	32.8	2.5	0
1901	3	7.6	1.2	8	36.1	4.4	0
1901	4	14	4.3	1	53.2	9.15	4.15
1901	5	17.4	6.2	1	31.8	11.8	6.8
1901	6	19.8	9.4	0	38.6	14.6	9.6
1901	7	23.8	13.2	0	118.1	18.5	13.5
1901	8	21.4	11.5	0	54.3	16.45	11.45
1901	9	18.5	10	0	47	14.25	9.25
1901	10	14.1	6.2	3	30.5	10.15	5.15
1901	11	8.1	1.7	11	13.4	4.9	0
1901	12	6.4	0.9	12	83.5	3.65	0
1902	1	7.8	2.6	10	17.1	5.2	0.2
1902	2	4.7	-0.5	18	26.9	2.1	0
1902	3	11	3.8	4	30.8	7.4	2.4
1902	4	12.7	3.5	4	30.6	8.1	3.1
1902	5	13.8	5.4	1	38.6	9.6	4.6
1902	6	18.5	9.8	0	50.1	14.15	9.15
1902	7	20.5	11	0	15.7	15.75	10.75
1902	8	19.6	11.1	0	56	15.35	10.35
1902	9	18	8.5	0	27.9	13.25	8.25
1902	10	13	6.8	0	39	9.9	4.9
1902	11	9.6	4.5	4	56.8	7.05	2.05
1902	12	7	2.5	7	33.9	4.75	0
1903	1	6.9	2.4	8	65.4	4.65	0
1903	2	10.5	4.5	1	19.8	7.5	2.5
1903	3	11.1	4.3	0	77.1	7.7	2.7
1903	4	11	2.6	9	58.5	6.8	1.8
1903	5	16.2	7.2	0	111	11.7	6.7
1903	6	17.5	8.9	0	141.8	13.2	8.2
1903	7	20.7	11.9	0	88.2	16.3	11.3
1903	8	18.8	10.9	0	84.7	14.85	9.85
1903	9	17.8	9.7	0	39.3	13.75	8.75
1903	10	14	8.5	0	163.3	11.25	6.25
1903	11	9.6	3.9	4	38.2	6.75	1.75
1903	12	5.7	1.6	10	26.5	3.65	0
1904	1	6.8	1.4	10	79.1	4.1	0
1904	2	6.4	1.5	8	76	3.95	0
1904	3	8.3	1.6	7	26.4	4.95	0
1904	4	13.8	5.4	0	20.4	9.6	4.6
1904	5	15.6	7.4	0	81.7	11.5	6.5
1904	6	18.8	9.2	0	26.5	14	9
1904	7	23.2	13	0	85.1	18.1	13.1
1904	8	20.6	11	0	38.7	15.8	10.8
1904	9	17.3	7.9	0	31.6	12.6	7.6
1904	10	13.5	6.3	1	21.8	9.9	4.9
1904	11	8.5	2	11	39.5	5.25	0.25
1904	12	6.4	1.6	11	46.9	4	0
1905	1	6.3	0.4	15	19.9	3.35	0
1905	2	8.4	3.2	2	10.2	5.8	0.8
1905	3	11.1	3.9	2	75.7	7.5	2.5
1905	4	11.5	4.5	1	49	8	3
1905	5	16.7	6.1	1	19.5	11.4	6.4
1905	6	19.5	10.9	0	105.1	15.2	10.2
1905	7	23.3	13.4	0	4	18.35	13.35
1905	8	19.7	11.4	0	80.4	15.55	10.55
1905	9	16.8	9.4	0	32.5	13.1	8.1
1905	10	11.4	3.8	6	35.4	7.6	2.6
1905	11	8.3	2.2	7	75.5	5.25	0.25
1905	12	7	2.2	7	25.1	4.6	0
1906	1	8.4	3.1	3	89.3	5.75	0.75
1906	2	6.6	0.7	10	40.4	3.65	0
1906	3	9.3	2.1	9	32.2	5.7	0.7
1906	4	13.8	2.1	9	9	7.95	2.95
1906	5	15.5	7.2	0	45	11.35	6.35
1906	6	20.2	9.3	0	86.9	14.75	9.75
1906	7	22.2	11.6	0	26.7	16.9	11.9
1906	8	23.4	12.6	0	25.4	18	13
1906	9	20.4	9.4	0	25	14.9	9.9
1906	10	14.9	8.3	0	104.8	11.6	6.6
1906	11	10.5	4.7	3	82.4	7.6	2.6
1906	12	6.2	0.6	13	48.3	3.4	0
1907	1	6.3	1.1	10	15.5	3.7	0
1907	2	6.3	0.3	13	28.6	3.3	0
1907	3	12.1	1.8	8	21.3	6.95	1.95
1907	4	12.6	4.1	1	57.4	8.35	3.35
1907	5	15.9	7.3	0	59.6	11.6	6.6
1907	6	16.8	9.5	0	75.1	13.15	8.15
1907	7	19.2	10.4	0	86	14.8	9.8
1907	8	19.3	11	0	34.9	15.15	10.15
1907	9	19.7	9	0	18.1	14.35	9.35
1907	10	13.7	7	0	135.9	10.35	5.35
1907	11	10.2	4.2	2	57.5	7.2	2.2
1907	12	7.8	3	3	97.7	5.4	0.4
1908	1	5.5	-0.4	18	42.4	2.55	0
1908	2	8.6	2.7	4	22.2	5.65	0.65
1908	3	8.3	1.5	6	67.7	4.9	0
1908	4	10.4	2.4	10	109.4	6.4	1.4
1908	5	17.6	9	0	37.2	13.3	8.3
1908	6	20.5	9.8	0	43.1	15.15	10.15
1908	7	21.5	12.2	0	54.2	16.85	11.85
1908	8	20	10.7	0	77	15.35	10.35
1908	9	17	9.4	0	41.9	13.2	8.2
1908	10	16.1	8.1	1	29.7	12.1	7.1
1908	11	11.1	5	3	28.6	8.05	3.05
1908	12	6.5	1.6	5	49.9	4.05	0
1909	1	6.2	1.1	12	20.9	3.65	0
1909	2	6.5	-0.6	17	10.6	2.95	0
1909	3	7.1	1.2	9	63.7	4.15	0
1909	4	15.1	3.5	5	50.2	9.3	4.3
1909	5	17.3	5.4	0	48.1	11.35	6.35
1909	6	16.1	8.8	0	101.4	12.45	7.45
1909	7	19.6	11.7	0	61.5	15.65	10.65
1909	8	21.2	11.7	0	83.7	16.45	11.45
1909	9	16.1	9.1	0	79.1	12.6	7.6
1909	10	14.1	8.1	2	90.8	11.1	6.1
1909	11	8.3	2.3	10	16.1	5.3	0.3
1909	12	7.3	1.9	9	78.4	4.6	0
1910	1	6.7	1.6	9	40.4	4.15	0
1910	2	8.6	2.8	4	74.8	5.7	0.7
1910	3	10.6	1.9	10	15.4	6.25	1.25
1910	4	11.8	4.2	3	73	8	3
1910	5	16.5	7.3	1	52.6	11.9	6.9
1910	6	19.9	11.3	0	75.7	15.6	10.6
1910	7	18.3	11.1	0	51.1	14.7	9.7
1910	8	19.5	12	0	48	15.75	10.75
1910	9	17.1	9.1	0	11.2	13.1	8.1
1910	10	14.2	8.5	0	94.6	11.35	6.35
1910	11	6.9	0.4	17	78.6	3.65	0
1910	12	8.8	4.7	1	125.9	6.75	1.75
1911	1	6.3	1.3	9	20.4	3.8	0
1911	2	8	2.4	6	35.3	5.2	0.2
1911	3	8.5	2.7	2	41.7	5.6	0.6
1911	4	12.2	4.2	6	29.6	8.2	3.2
1911	5	18.6	8.4	0	56	13.5	8.5
1911	6	20.1	10.5	0	30.2	15.3	10.3
1911	7	26.1	13.1	0	10.8	19.6	14.6
1911	8	24.9	14	0	26.1	19.45	14.45
1911	9	21.4	9.4	0	36.5	15.4	10.4
1911	10	13.4	6.7	1	62.6	10.05	5.05
1911	11	9.3	3.6	4	61.9	6.45	1.45
1911	12	9.1	4.6	1	126.9	6.85	1.85
1912	1	6.8	1.7	9	111.5	4.25	0
1912	2	8.8	3.7	6	54.2	6.25	1.25
1912	3	10.8	5	0	83.3	7.9	2.9
1912	4	14.7	3.8	2	0.6	9.25	4.25
1912	5	17.5	8.8	0	55.2	13.15	8.15
1912	6	18.6	10.2	0	83	14.4	9.4
1912	7	21.1	12.5	0	78.7	16.8	11.8
1912	8	17.1	10	0	123.6	13.55	8.55
1912	9	15.2	7.7	0	29.8	11.45	6.45
1912	10	13.3	3.9	7	80.8	8.6	3.6
1912	11	9.2	4.1	3	47.2	6.65	1.65
1912	12	10.1	5	1	85.9	7.55	2.55
1913	1	7.6	3	5	77	5.3	0.3
1913	2	7.8	1.9	9	24.9	4.85	0
1913	3	10.4	3.3	4	68.1	6.85	1.85
1913	4	12.2	4.7	1	96.8	8.45	3.45
1913	5	17	7.8	0	68.4	12.4	7.4
1913	6	19.9	10	0	14.5	14.95	9.95
1913	7	19.6	11.4	0	20.1	15.5	10.5
1913	8	21	11.1	0	20.4	16.05	11.05
1913	9	18.6	10.8	0	47.6	14.7	9.7
1913	10	15	8.5	1	120.9	11.75	6.75
1913	11	11.9	5.7	2	63.6	8.8	3.8
1913	12	7.5	2.8	10	24.2	5.15	0.15
1914	1	6	1.2	13	13.9	3.6	0
1914	2	10.4	3.8	2	51.4	7.1	2.1
1914	3	10.1	3.3	6	92	6.7	1.7
1914	4	15.9	4.7	0	29.8	10.3	5.3
1914	5	16.6	6.4	2	37.1	11.5	6.5
1914	6	20.8	10	0	77.4	15.4	10.4
1914	7	20.9	12.2	0	77.7	16.55	11.55
1914	8	21.8	12.1	0	47.3	16.95	11.95
1914	9	19.5	8.3	0	22.2	13.9	8.9
1914	10	14.6	7.2	0	74.8	10.9	5.9
1914	11	10.2	4	6	74.1	7.1	2.1
1914	12	8	2.6	6	147.9	5.3	0.3
1915	1	6.5	2.2	6	81.1	4.35	0
1915	2	7.9	1.9	7	91.7	4.9	0
1915	3	9.3	1.8	11	33.1	5.55	0.55
1915	4	12.9	3.5	1	21	8.2	3.2
1915	5	17.1	6.4	0	90.3	11.75	6.75
1915	6	20.6	9.5	0	35.1	15.05	10.05
1915	7	19.7	11.3	0	114.1	15.5	10.5
1915	8	20.8	12.2	0	35.2	16.5	11.5
1915	9	18.8	8.6	0	74.3	13.7	8.7
1915	10	12.7	6.3	2	53.3	9.5	4.5
1915	11	6.9	0.1	15	64.6	3.5	0
1915	12	9	3.5	6	127.1	6.25	1.25
1916	1	10.3	5.1	0	38.1	7.7	2.7
1916	2	6.5	1.1	10	97.3	3.8	0
1916	3	6.5	1.1	9	131.8	3.8	0
1916	4	13.9	4.3	1	25.2	9.1	4.1
1916	5	17.3	7.6	0	51.6	12.45	7.45
1916	6	15.9	8.1	0	46.9	12	7
1916	7	20.9	11	0	45.3	15.95	10.95
1916	8	21.8	12.6	0	102.9	17.2	12.2
1916	9	17.6	9	0	23.3	13.3	8.3
1916	10	14.6	8.2	2	93.7	11.4	6.4
1916	11	9.4	3.8	4	85.6	6.6	1.6
1916	12	4.1	-0.6	18	72.3	1.75	0
1917	1	3.2	0.1	18	36.5	1.65	0
1917	2	4.3	-1.4	16	32	1.45	0
1917	3	6.9	0	15	45.5	3.45	0
1917	4	10.5	1.8	11	41.5	6.15	1.15
1917	5	19.5	8.2	0	42	13.85	8.85
1917	6	21.4	10.8	0	56.4	16.1	11.1
1917	7	21.1	11.9	0	82.9	16.5	11.5
1917	8	19	12.7	0	101.3	15.85	10.85
1917	9	18.7	10.8	0	43.1	14.75	9.75
1917	10	12.2	4	1	106	8.1	3.1
1917	11	10.6	5.3	2	17.3	7.95	2.95
1917	12	4.7	-0.7	18	24.5	2	0
1918	1	6.4	1.3	13	69.6	3.85	0
1918	2	9.2	3.9	5	27.9	6.55	1.55
1918	3	10.9	2.1	7	19.8	6.5	1.5
1918	4	10.5	3.6	2	81.5	7.05	2.05
1918	5	19.1	8	0	47	13.55	8.55
1918	6	18.9	8.5	0	33.3	13.7	8.7
1918	7	20.8	11.7	0	100.6	16.25	11.25
1918	8	21.1	12	0	30.5	16.55	11.55
1918	9	16.1	9	0	126.1	12.55	7.55
1918	10	12.6	6.4	0	44.3	9.5	4.5
1918	11	9.2	2.1	11	49.5	5.65	0.65
1918	12	9.9	5	2	59.5	7.45	2.45
1919	1	5.2	0.6	12	85.5	2.9	0
1919	2	4.3	-1	15	55.7	1.65	0
1919	3	7.5	1	11	97.9	4.25	0
1919	4	11.8	3.3	7	57.1	7.55	2.55
1919	5	19.5	7.8	0	15.6	13.65	8.65
1919	6	20.4	9.7	0	17.9	15.05	10.05
1919	7	18.7	10.2	0	59.7	14.45	9.45
1919	8	22.4	12	0	72.5	17.2	12.2
1919	9	18	8.7	1	31.5	13.35	8.35
1919	10	12.1	2.3	5	38.2	7.2	2.2
1919	11	6.1	1	12	21.8	3.55	0
1919	12	8.6	3.2	3	112.3	5.9	0.9
1920	1	8.6	2.8	6	54.3	5.7	0.7
1920	2	9.9	2.7	6	16.1	6.3	1.3
1920	3	12	3.8	3	41.8	7.9	2.9
1920	4	12	5.9	0	78.5	8.95	3.95
1920	5	17.1	7.8	0	42.9	12.45	7.45
1920	6	19.6	10.1	0	81.2	14.85	9.85
1920	7	18.2	11	0	119	14.6	9.6
1920	8	18	9.7	0	28.5	13.85	8.85
1920	9	18.1	9.3	0	45	13.7	8.7
1920	10	14.5	6.6	1	48.9	10.55	5.55
1920	11	9.8	3.4	7	35.1	6.6	1.6
1920	12	6.8	2.2	9	58.9	4.5	0
1921	1	9.9	5.2	2	62.4	7.55	2.55
1921	2	8.6	1.4	7	14.3	5	0
1921	3	11.8	4.1	1	23.8	7.95	2.95
1921	4	14.2	3.9	3	23.1	9.05	4.05
1921	5	17.5	6.9	1	38	12.2	7.2
1921	6	21.4	9.5	0	8.7	15.45	10.45
1921	7	26.1	13.3	0	7.2	19.7	14.7
1921	8	20.9	12.1	0	41.9	16.5	11.5
1921	9	20.6	9.3	0	43.6	14.95	9.95
1921	10	18.9	8.2	0	32.5	13.55	8.55
1921	11	8	1.7	12	42.9	4.85	0
1921	12	9.4	3.6	5	40.9	6.5	1.5
1922	1	7.1	1.3	13	61.2	4.2	0
1922	2	8.3	1.4	11	58	4.85	0
1922	3	8.5	1.8	8	48.9	5.15	0.15
1922	4	10.4	1.9	7	71.9	6.15	1.15
1922	5	19.9	8.1	0	34	14	9
1922	6	19.9	9.3	0	30.3	14.6	9.6
1922	7	18.5	10.4	0	90.2	14.45	9.45
1922	8	18.1	10.1	0	130.4	14.1	9.1
1922	9	16.9	8.8	0	35.4	12.85	7.85
1922	10	12.9	4	6	12.7	8.45	3.45
1922	11	9	2.3	8	31.2	5.65	0.65
1922	12	8.4	3.9	1	66.4	6.15	1.15
1923	1	8.4	2.2	4	40.6	5.3	0.3
1923	2	8.8	3.7	2	91.3	6.25	1.25
1923	3	9.8	3.6	1	66.8	6.7	1.7
1923	4	12.2	4.3	2	57.9	8.25	3.25
1923	5	14.7	6	1	36.6	10.35	5.35
1923	6	17.3	8.8	0	10.8	13.05	8.05
1923	7	23.4	13.5	0	37.9	18.45	13.45
1923	8	21.4	11.1	0	83.8	16.25	11.25
1923	9	18	8.5	0	46.3	13.25	8.25
1923	10	13.6	7.1	0	99.7	10.35	5.35
1923	11	6.8	0	13	34.6	3.4	0
1923	12	7.4	1	14	60.4	4.2	0
1924	1	7.7	3	5	80.1	5.35	0.35
1924	2	6.3	0.4	12	6.5	3.35	0
1924	3	9.6	-0.2	21	23.8	4.7	0
1924	4	12.5	3.7	5	67.6	8.1	3.1
1924	5	16.9	8	0	100.6	12.45	7.45
1924	6	19.1	10.4	0	69.3	14.75	9.75
1924	7	20.7	10.9	0	92.5	15.8	10.8
1924	8	18.8	10.5	0	49.8	14.65	9.65
1924	9	17.4	10.5	0	108.4	13.95	8.95
1924	10	14.1	7.3	1	99	10.7	5.7
1924	11	10.1	4.8	4	47.2	7.45	2.45
1924	12	9.1	4.3	1	110.1	6.7	1.7
1925	1	8.4	2.3	6	40.9	5.35	0.35
1925	2	9	2.5	2	86.4	5.75	0.75
1925	3	8.9	1.5	13	11.9	5.2	0.2
1925	4	12.2	3.6	1	56.6	7.9	2.9
1925	5	16.8	7.8	0	68	12.3	7.3
1925	6	21.5	9.9	0	1.7	15.7	10.7
1925	7	22.5	12.3	0	98.9	17.4	12.4
1925	8	20.1	12	0	59.5	16.05	11.05
1925	9	16.3	7.8	0	82	12.05	7.05
1925	10	15.2	6.9	2	71.4	11.05	6.05
1925	11	7.7	1.4	16	47.6	4.55	0
1925	12	6	0.4	15	51.5	3.2	0
1926	1	7.5	1.5	9	101	4.5	0
1926	2	10.2	4.7	1	54.1	7.45	2.45
1926	3	10.6	3.3	2	16.8	6.95	1.95
1926	4	14.1	5.2	0	68.8	9.65	4.65
1926	5	15.1	6.6	0	79.5	10.85	5.85
1926	6	18.8	9.4	0	61.9	14.1	9.1
1926	7	21.6	12.9	0	67.6	17.25	12.25
1926	8	21.6	12.1	0	30.2	16.85	11.85
1926	9	19.6	11	0	35.7	15.3	10.3
1926	10	12.6	4.5	7	55	8.55	3.55
1926	11	10	3.6	5	113.5	6.8	1.8
1926	12	6.9	1.3	10	11.3	4.1	0
1927	1	7.8	1.8	7	60.6	4.8	0
1927	2	7	1.3	12	97.9	4.15	0
1927	3	11.5	4.4	1	60.4	7.95	2.95
1927	4	13.1	4.5	1	44.1	8.8	3.8
1927	5	17.7	6.8	1	21.4	12.25	7.25
1927	6	17.9	8.8	0	81.1	13.35	8.35
1927	7	19.6	12.6	0	78.4	16.1	11.1
1927	8	20.1	12.2	0	105.4	16.15	11.15
1927	9	16.4	9.6	0	133.8	13	8
1927	10	15	6.8	0	48.1	10.9	5.9
1927	11	9.5	3.5	8	67.1	6.5	1.5
1927	12	4	0.3	12	87	2.15	0
1928	1	9	2.2	3	97.3	5.6	0.6
1928	2	10.3	2.2	7	44.9	6.25	1.25
1928	3	10.6	3.4	6	39	7	2
1928	4	13	4.5	3	22.5	8.75	3.75
1928	5	16.5	6.4	1	14.8	11.45	6.45
1928	6	18.6	9.1	0	45.1	13.85	8.85
1928	7	23.3	12.4	0	48	17.85	12.85
1928	8	20.2	11.7	0	33.3	15.95	10.95
1928	9	19.2	7.9	0	16	13.55	8.55
1928	10	14.8	6.8	1	83.9	10.8	5.8
1928	11	11.5	4.6	2	70.8	8.05	3.05
1928	12	6.6	0.4	9	55.8	3.5	0
1929	1	3.7	-1.1	21	29.8	1.3	0
1929	2	3.3	-3	19	14.1	0.15	0
1929	3	12.9	-0.1	17	1.4	6.4	1.4
1929	4	11.8	2.5	6	34.3	7.15	2.15
1929	5	17.1	6.4	2	28.4	11.75	6.75
1929	6	18.9	8.9	0	24.3	13.9	8.9
1929	7	22.7	11.2	0	34.8	16.95	11.95
1929	8	21.2	11.6	0	25.4	16.4	11.4
1929	9	23.2	10.7	0	2.6	16.95	11.95
1929	10	14.1	6.3	2	77.7	10.2	5.2
1929	11	11	3.3	9	165.9	7.15	2.15
1929	12	9.2	3.4	5	131.7	6.3	1.3
1930	1	9	3.4	1	73	6.2	1.2
1930	2	5.4	0.3	13	13.7	2.85	0
1930	3	9.8	1.8	10	31	5.8	0.8
1930	4	12.5	5	1	55.1	8.75	3.75
1930	5	15.6	7	0	54.9	11.3	6.3
1930	6	21.1	10.8	0	20.1	15.95	10.95
1930	7	20.1	11.7	0	79.5	15.9	10.9
1930	8	21.2	12	0	51.9	16.6	11.6
1930	9	18	10.5	0	90.8	14.25	9.25
1930	10	14.6	7.5	0	32	11.05	6.05
1930	11	10.2	2.8	8	106.1	6.5	1.5
1930	12	7	1.9	9	76.8	4.45	0
1931	1	6.5	0.8	14	36.2	3.65	0
1931	2	7.4	1.3	6	43.7	4.35	0
1931	3	9.2	0.3	16	3.7	4.75	0
1931	4	11.8	4.7	0	75.8	8.25	3.25
1931	5	16.1	7.8	0	72.8	11.95	6.95
1931	6	19.5	11	0	89.7	15.25	10.25
1931	7	19.6	12.1	0	80.6	15.85	10.85
1931	8	19.1	11.2	0	90.4	15.15	10.15
1931	9	15.7	8.3	0	62.9	12	7
1931	10	13.4	5.2	8	18.1	9.3	4.3
1931	11	11	5.1	1	90.6	8.05	3.05
1931	12	7.8	2.8	6	28.8	5.3	0.3
1932	1	9.4	3.5	5	38.3	6.45	1.45
1932	2	5.8	-0.4	17	3.5	2.7	0
1932	3	9.6	0.4	15	54.4	5	0
1932	4	11.3	3.8	1	62.1	7.55	2.55
1932	5	14.8	7.5	0	139.1	11.15	6.15
1932	6	19.2	9.5	0	14.6	14.35	9.35
1932	7	20.6	12.7	0	61.6	16.65	11.65
1932	8	22.9	13.6	0	64.7	18.25	13.25
1932	9	17.7	9.7	0	66	13.7	8.7
1932	10	13.1	5.9	1	120.8	9.5	4.5
1932	11	9.6	4	1	31.5	6.8	1.8
1932	12	8.2	3.5	4	17.7	5.85	0.85
1933	1	5.3	-0.7	19	44.5	2.3	0
1933	2	7.9	1.4	14	88.6	4.65	0
1933	3	12.9	3.3	4	60.6	8.1	3.1
1933	4	14.4	4.5	2	25.3	9.45	4.45
1933	5	17.7	8.1	0	44.9	12.9	7.9
1933	6	21.4	10.6	0	34.1	16	11
1933	7	23.9	13.6	0	47.5	18.75	13.75
1933	8	24.6	12.7	0	20.5	18.65	13.65
1933	9	20.6	10.7	0	52.8	15.65	10.65
1933	10	14	6.7	1	36.3	10.35	5.35
1933	11	8.8	2.8	6	28.5	5.8	0.8
1933	12	3.5	-0.7	16	7.8	1.4	0
1934	1	7.5	0.6	12	47.8	4.05	0
1934	2	7.5	-0.5	14	7.7	3.5	0
1934	3	9.6	1.3	8	45.2	5.45	0.45
1934	4	12.7	4.5	3	53	8.6	3.6
1934	5	17.6	6.9	0	18	12.25	7.25
1934	6	21.1	10.6	0	36.6	15.85	10.85
1934	7	25.3	12.9	0	24	19.1	14.1
1934	8	21.1	11.4	0	46.2	16.25	11.25
1934	9	20.2	10.7	0	61.4	15.45	10.45
1934	10	14.5	7.6	1	34.9	11.05	6.05
1934	11	9.3	3.9	3	41.4	6.6	1.6
1934	12	10.5	5.9	0	142.2	8.2	3.2
1935	1	7.3	2.5	5	13.9	4.9	0
1935	2	9.3	2.9	4	52	6.1	1.1
1935	3	11.1	2.8	6	11.4	6.95	1.95
1935	4	12.6	4.4	3	91.8	8.5	3.5
1935	5	15.1	5.4	2	35.9	10.25	5.25
1935	6	20	11.2	0	114.6	15.6	10.6
1935	7	23.9	12.7	0	12.9	18.3	13.3
1935	8	23.4	12.1	0	45.3	17.75	12.75
1935	9	18.7	10.2	0	116.3	14.45	9.45
1935	10	14	6.1	3	94.9	10.05	5.05
1935	11	10.4	4.3	2	103.1	7.35	2.35
1935	12	5.6	0.9	12	78.8	3.25	0
1936	1	7.2	1.7	12	80.3	4.45	0
1936	2	6.2	-0.3	15	39.6	2.95	0
1936	3	11	4.1	4	46.5	7.55	2.55
1936	4	10.7	2.9	4	41.8	6.8	1.8
1936	5	17.1	6.8	0	10.7	11.95	6.95
1936	6	20	10.6	0	91.6	15.3	10.3
1936	7	19.6	12	0	87.1	15.8	10.8
1936	8	22.2	11.7	0	21	16.95	11.95
1936	9	18.7	11.3	0	83.7	15	10
1936	10	13.8	5.2	0	33.6	9.5	4.5
1936	11	9	2.2	10	67.7	5.6	0.6
1936	12	8.5	2.2	8	50.7	5.35	0.35
1937	1	8.4	2.5	6	84.8	5.45	0.45
1937	2	9.5	3.5	2	120.3	6.5	1.5
1937	3	7.7	0.8	12	77.5	4.25	0
1937	4	13.5	5.8	1	66.9	9.65	4.65
1937	5	17.5	8.2	0	66.7	12.85	7.85
1937	6	20	10	0	39.8	15	10
1937	7	21.2	12.6	0	35.2	16.9	11.9
1937	8	23.6	12.5	0	11.2	18.05	13.05
1937	9	19.3	9.1	0	50.4	14.2	9.2
1937	10	14.8	7.2	0	68.6	11	6
1937	11	8.6	1.6	11	31	5.1	0.1
1937	12	6	0.7	14	48.5	3.35	0
1938	1	8.8	3.4	0	67.3	6.1	1.1
1938	2	8.2	2	6	21.3	5.1	0.1
1938	3	15.5	4.3	5	8.9	9.9	4.9
1938	4	13	2.5	5	2.7	7.75	2.75
1938	5	15.9	6.5	1	50.1	11.2	6.2
1938	6	20.3	10.8	0	24.3	15.55	10.55
1938	7	21	11.7	0	30.4	16.35	11.35
1938	8	21.9	12.6	0	91.8	17.25	12.25
1938	9	19	10.1	0	54.5	14.55	9.55
1938	10	14.7	7.1	0	72	10.9	5.9
1938	11	12.9	6.9	0	80.6	9.9	4.9
1938	12	7.2	1.5	11	73.5	4.35	0
1939	1	7.4	2.3	6	113	4.85	0
1939	2	9.5	2.8	4	26.6	6.15	1.15
1939	3	9.6	2.8	4	40	6.2	1.2
1939	4	14.1	4.9	1	76.8	9.5	4.5
1939	5	16.3	7.3	0	30.1	11.8	6.8
1939	6	19.5	9.7	0	49.9	14.6	9.6
1939	7	19.8	12.1	0	106.2	15.95	10.95
1939	8	21.5	12.4	0	42.6	16.95	11.95
1939	9	19.3	10.8	0	13.8	15.05	10.05
1939	10	12.5	5.2	0	134	8.85	3.85
1939	11	12.3	6.5	0	104.3	9.4	4.4
1939	12	5.6	0.6	11	36.3	3.1	0
1940	1	1.9	-4.6	26	74.2	-1.35	0
1940	2	5.6	0.2	13	55.8	2.9	0
1940	3	10.8	2.5	7	64.3	6.65	1.65
1940	4	13.9	5	5	45.2	9.45	4.45
1940	5	18.6	7.8	0	38	13.2	8.2
1940	6	22.6	11.1	0	15.3	16.85	11.85
1940	7	20.5	11.1	0	61	15.8	10.8
1940	8	22.1	11.1	0	1.8	16.6	11.6
1940	9	19.2	8.6	0	24.1	13.9	8.9
1940	10	13.9	6	1	67.1	9.95	4.95
1940	11	10.3	4.3	2	175.5	7.3	2.3
1940	12	6.6	0.8	11	32.8	3.7	0
1941	1	3	-1.2	17	64.4	0.9	0
1941	2	7.3	1.3	11	63.9	4.3	0
1941	3	9.4	1.4	10	64.5	5.4	0.4
1941	4	11.2	3.1	3	26.3	7.15	2.15
1941	5	14.1	5	5	43.7	9.55	4.55
1941	6	21	10.9	0	52.9	15.95	10.95
1941	7	23.6	13.1	0	112.7	18.35	13.35
1941	8	19.3	11.3	0	85.1	15.3	10.3
1941	9	19	10.4	0	10.6	14.7	9.7
1941	10	14.7	6.4	0	28.8	10.55	5.55
1941	11	10	4.2	2	66.6	7.1	2.1
1941	12	8.3	2.7	6	29.8	5.5	0.5
1942	1	3.5	-2	20	87.5	0.75	0
1942	2	2.8	-2.6	25	16.8	0.1	0
1942	3	9.4	1.9	9	60.3	5.65	0.65
1942	4	14.3	5.1	0	26	9.7	4.7
1942	5	16.8	6.8	0	78.8	11.8	6.8
1942	6	21.5	9.5	0	4.1	15.5	10.5
1942	7	20.9	11.8	0	46.8	16.35	11.35
1942	8	21.8	12.8	0	94.2	17.3	12.3
1942	9	18.6	10	0	28.4	14.3	9.3
1942	10	14.6	7.3	0	89.4	10.95	5.95
