code	overlap	reprod	NAO	density	age
MOL70	0.881856413	0	1.63	222	5
MOL70	0.653045267	0	1.37	251	6
MOL75	0.573941393	0	-2.25	323	4
MOL75	0.882286916	0	0.56	296	5
MOL75	0.447352821	0	2.05	293	6
MOL75	0.493383338	1	0.8	272	7
MOM65	0.506553287	0	1.63	222	10
MOM65	0.275480222	1	1.37	251	11
MOM67	0.827872983	0	1.63	222	8
MOM67	0.633798664	0	1.37	251	9
MOM68	0.798398278	0	1.63	222	7
MOM68	0.573022793	0	1.37	251	8
MOM72	0.524471687	0	1.37	251	4
MOS88	0.614549989	0	0.8	272	4
MOS88	0.913221171	1	3.42	293	5
MOS88	0.829761806	0	1.6	302	6
MOS88	0.325266644	1	-0.63	307	7
MOY73	0.818047492	0	0.17	296	5
MOY73	0.614428086	0	-2.25	323	6
MOY73	0.623888969	0	0.56	296	7
MOY73	0.324804366	0	2.05	293	8
MOY73	0.392979467	1	0.8	272	9
MOY74	0.902489613	0	0.17	296	4
MOY74	0.501757947	0	-2.25	323	5
MOY74	0.748831508	1	0.56	296	6
MOY74	0.655277562	0	2.05	293	7
MOY74	0.679833013	0	0.8	272	8
MOY76	0.942825631	0	0.56	296	4
MOY76	0.504776472	0	2.05	293	5
MOY76	0.193490591	1	0.8	272	6
MOY77	0.84399036	0	2.05	293	4
MUS77	0.99499767	0	2.05	293	4
MUS77	0.779459722	1	0.8	272	5
MUS77	0.696367384	0	3.42	293	6
MUS77	0.744754139	1	1.6	302	7
MUS77	0.501890049	0	-0.63	307	8
MUS77	0.535614702	0	-0.75	309	10
MUS77	0.879414364	1	0.72	325	11
MUS77	0.300958852	1	3.96	318	13
MUS77	0.132667092	0	1.03	331	14
MUS77	0.81005515	0	2.67	297	16
MUS81	0.424579527	0	-0.63	307	4
MUS81	0.337064448	1	-0.75	309	6
MUS81	0.59313867	0	0.72	325	7
MUS81	0.139931122	0	3.96	318	9
MUS81	0.085860394	1	1.03	331	10
MUS81	0.004397052	0	2.67	297	12
MUS84	0.795279618	0	0.72	325	4
MUS84	0	0	3.96	318	6
MUS84	0.061130472	0	1.03	331	7
MUS84	0.79521916	0	2.67	297	9
MUS85	0.961477007	0	3.96	318	5
MUS85	0.669796863	0	1.03	331	6
MUS85	0.895334713	0	2.67	297	8
NAK89	0.598571412	0	2.67	297	4
NEP96	1	0	2.8	336	4
NET02	0.971338298	0	0.12	291	4
NET99	0.84545575	0	0.2	247	4
NET99	0.982066457	0	0.12	291	6
NET99	0.956347799	0	0.12	291	7
NOB76	0.925740974	0	0.56	296	4
NON86	0.817532007	0	3.96	318	4
OAT87	0.940695074	0	1.03	331	4
OAT87	0.960004627	0	2.67	297	6
OAT90	0.932028982	0	3.03	243	4
OAT90	0.795355494	1	3.96	265	5
OAT90	0.467447041	0	-3.78	299	6
OCC85	0.756227097	1	3.96	318	5
OCC85	0.084680918	0	1.03	331	6
OCH85	0.883986356	0	3.96	318	5
OCH85	0.93093301	1	1.03	331	6
OCH85	1	0	2.67	297	8
OCH87	0.932168778	0	1.03	331	4
OCH87	1	0	2.67	297	6
OCH90	0.980160706	0	3.03	243	4
OCH90	0.850573545	0	3.96	265	5
OCH90	0.173468208	0	-3.78	299	6
OCH90	0.655741315	0	-0.2	328	7
OCH90	0.950699578	0	0.72	347	8
OCH90	0.728246238	0	1.7	359	9
OPA99	0.55796405	0	0.2	247	4
OPA99	0.428253838	0	0.12	291	6
OPE87	0.984994824	0	1.03	331	4
ORC95	0.989020866	0	1.7	359	4
ORC95	0.654890488	0	2.8	336	5
OTA72	0.95584943	1	1.37	251	4
OTA78	0.329407259	0	0.8	272	4
OTA78	0	0	3.42	293	5
OTA78	0	1	1.6	302	6
OTA80	0	0	1.6	302	4
OTA80	0	0	-0.63	307	5
OVA97	0.993418355	0	-1.89	271	4
OXA95	0.807442546	0	1.7	359	4
OXA95	0.3384886	0	2.8	336	5
OXA99	0.871198984	1	0.2	247	4
PAN00	0.988240908	0	0.12	291	5
PAN00	0.390943799	0	0.12	291	6
PAP87	0.751315018	0	1.03	331	4
PAP87	0.724141454	0	2.67	297	6
PAP87	1	0	3.03	243	7
PAP87	0.375677841	0	3.96	265	8
PCL02	0.88187298	1	0.12	291	4
PEC81	0.924411077	0	-0.63	307	4
PEC81	0.928768064	1	-0.75	309	6
PEC81	0.558328544	1	0.72	325	7
PEC81	0.305737816	1	3.96	318	9
PEC81	0.380329002	1	1.03	331	10
PEC86	0.545477359	0	3.96	318	4
PEC86	0.580426327	1	1.03	331	5
PEC86	0	1	2.67	297	7
PEN89	0.66435042	0	2.67	297	4
PEP90	0.935299304	0	3.03	243	4
PEP90	0.689881864	1	3.96	265	5
PEP90	0.956604967	0	-3.78	299	6
PEP90	0.141819918	1	-0.2	328	7
PEP90	0.802005696	1	0.72	347	8
PEP91	0.936435755	0	3.96	265	4
PEP91	0.994134906	0	-3.78	299	5
PEP91	0.890570295	0	-0.2	328	6
PEP91	0.66257546	0	0.72	347	7
PEP91	0.633318675	0	2.8	336	9
PEP91	0.331151307	0	-1.89	271	10
PEP93	0.90588374	0	-0.2	328	4
PEP93	0.815782867	1	0.72	347	5
PEP93	0.862048325	0	2.8	336	7
PEP93	0.385864476	0	-1.89	271	8
PET83	0.955972262	0	-0.75	309	4
PET83	0.834650552	0	0.72	325	5
PET83	0.616771422	1	5.08	365	6
PET85	0.723634187	0	5.08	365	4
PGB74	0.595420742	0	0.17	296	4
PGB74	0.435648225	0	-2.25	323	5
PGB74	0.48015125	1	0.56	296	6
PGB74	0.512610575	1	2.05	293	7
PGB74	0.271110597	0	0.8	272	8
PGB74	0.473861929	1	3.42	293	9
PGB74	0.212813265	1	1.6	302	10
PGB74	0.409028489	0	-0.63	307	11
PGB74	0.559078447	1	-0.75	309	13
PGB74	0.909135409	1	0.72	325	14
PGB74	0.703144687	1	3.96	318	16
PGB74	0.764153228	1	1.03	331	17
PGB75	0.79859262	0	-2.25	323	4
PGB75	0.547714035	1	0.56	296	5
PGB75	0.591185116	1	2.05	293	6
PGB75	0.32950741	0	0.8	272	7
PGB76	0.946641662	0	0.56	296	4
PGB76	0.79119651	1	2.05	293	5
PGB83	0.637873843	0	-0.75	309	4
PGB83	0.5242328	1	0.72	325	5
PGB83	0.988429432	1	3.96	318	7
PGB83	0.750394878	0	1.03	331	8
PHL96	0.525740526	0	2.8	336	4
PIB83	0.55544422	0	-0.75	309	4
PIC91	0.674845444	0	3.96	265	4
PIC91	0.465382999	1	-3.78	299	5
PIC91	0.334486938	0	-0.2	328	6
PIC91	0.158683064	0	0.72	347	7
PID89	0.817117639	0	2.67	297	4
PID89	0.893902058	0	3.03	243	5
PID89	0.797157637	1	3.96	265	6
PID89	0.638173459	0	-3.78	299	7
PID89	0.725156447	1	-0.2	328	8
PID89	0.955562565	1	0.72	347	9
PID89	0.801831868	0	1.7	359	10
PID89	0.539502372	0	2.8	336	11
PID95	0.95065766	0	1.7	359	4
PID95	0.814941605	0	2.8	336	5
PLO77	0.507582571	0	2.05	293	4
PLO77	0.920763573	0	0.8	272	5
PLO77	0.811180489	0	3.42	293	6
PLO77	0.562920479	0	1.6	302	7
PLO82	0.975575123	0	-0.75	309	5
PLO82	0.460896273	1	0.72	325	6
PLO82	0.704480144	0	5.08	365	7
POL73	0	1	0.17	296	5
POL73	0.048700464	1	-2.25	323	6
POL73	0.032181559	0	0.56	296	7
POL73	0	1	2.05	293	8
POL73	0	0	0.8	272	9
POL73	0.026161241	0	3.42	293	10
POL73	0.002622439	1	1.6	302	11
POL73	0	0	-0.63	307	12
POL77	0.486835255	0	2.05	293	4
POL77	0.462643356	0	0.8	272	5
POL77	0.388980239	0	3.42	293	6
POL77	0.246383407	1	1.6	302	7
POL77	0.164631097	0	-0.63	307	8
POL79	0.716059063	0	3.42	293	4
POL79	0.912338539	0	1.6	302	5
POL79	0.965530784	0	-0.63	307	6
POM97	0.969760742	0	-1.89	271	4
POM97	0.999491313	0	0.76	284	5
POM97	0.591099575	0	0.2	247	6
POM97	0.957712581	0	0.12	291	8
POM97	0.569310411	1	0.12	291	9
PRC02	0.862752794	0	0.12	291	4
PRI79	0.603633482	0	3.42	293	4
PRI79	0.994402425	0	1.6	302	5
PRI79	0.978294196	1	-0.63	307	6
PRI79	0.748928274	0	-0.75	309	8
PTN93	0.917298761	0	-0.2	328	4
PTN93	0.835631976	0	0.72	347	5
QUN97	0.995570204	0	-1.89	271	4
RAP97	0.61077354	0	-1.89	271	4
RAP97	0.261642958	0	0.76	284	5
RAP97	0.43307716	0	0.2	247	6
RBY02	0.699385206	0	0.12	291	4
RED74	0.458080549	1	0.17	296	4
RED74	0.751360697	0	-2.25	323	5
RED74	0.981460176	1	0.56	296	6
RED74	0.878660196	0	2.05	293	7
RED74	0.736715426	1	0.8	272	8
RED74	0.88516081	0	3.42	293	9
RED74	0.719733096	1	1.6	302	10
RED74	0.862775863	1	-0.63	307	11
RED74	0.288661336	0	-0.75	309	13
RED74	0.91141925	1	0.72	325	14
RED82	0.100034551	1	-0.75	309	5
RED82	0.585200049	0	0.72	325	6
RGR71	0.729916431	1	1.63	222	4
RGR71	0.861757946	0	1.37	251	5
RGR71	0.748851752	1	0.17	296	7
RGR71	0.257415013	1	-2.25	323	8
RGR71	0.290959158	1	0.56	296	9
RGR71	0.537363639	1	2.05	293	10
RGR71	0.160454856	1	0.8	272	11
RHY86	0.965839284	0	3.96	318	4
RHY86	0.936614412	0	1.03	331	5
RHY86	0.48670022	0	2.67	297	7
RHY88	0.630055365	0	2.67	297	5
ROM02	0.843858991	0	0.12	291	4
RTN73	0.061623068	0	0.17	296	5
RTN74	0.293490089	0	0.17	296	4
RUF00	0.172375035	0	0.12	291	5
RUF00	0.473854618	0	0.12	291	6
RUF02	0.502413788	0	0.12	291	4
RUM01	0.977430957	0	0.12	291	4
RUM01	0.790481469	0	0.12	291	5
SAF80	0.908574091	1	1.6	302	4
SAF80	0.490126312	0	-0.63	307	5
SAF80	0.206459816	0	-0.75	309	7
SAF80	0.148226572	1	0.72	325	8
SAF80	0.942880226	0	3.96	318	10
SAF80	0.209621043	1	1.03	331	11
SAF80	0.275772592	1	2.67	297	13
SAM94	0.977990193	1	0.72	347	4
SAM94	0.786672229	1	1.7	359	5
SAM94	0.700254585	1	2.8	336	6
SAM95	0.974339203	0	1.7	359	4
SAM95	0.254894136	0	2.8	336	5
SAX97	0.787243638	0	-1.89	271	4
SAX97	0.967334393	0	0.76	284	5
SAX97	0.699100153	0	0.2	247	6
SAX98	0.925984116	0	0.76	284	4
SAX98	0.914720591	0	0.2	247	5
SAX99	0.851909921	0	0.2	247	4
SCO74	0	0	0.17	296	4
SCO74	0.395574203	0	-2.25	323	5
SCO74	0.858040325	1	0.56	296	6
SCO74	0.326406766	0	2.05	293	7
SCO74	0	0	1.6	302	10
SCO76	0.829667107	0	0.56	296	4
SCO76	0.361820425	0	2.05	293	5
SCO76	0.315424631	1	0.8	272	6
SCO76	0.08995692	1	3.42	293	7
SCO76	0.337042387	0	1.6	302	8
SCO76	0.345686152	1	-0.63	307	9
Sep-84	0.763619249	0	0.72	325	4
SEQ01	0	1	0.12	291	4
SEQ01	0.595533539	0	0.12	291	5
SEQ95	0.605740366	0	1.7	359	4
SEQ95	0.534839261	0	2.8	336	5
SEQ95	0.394254292	1	-1.89	271	6
SEQ95	0.240535452	0	0.76	284	7
SEQ95	0.330374956	1	0.2	247	8
SEQ95	0	0	0.12	291	10
SEQ95	0.164599649	0	0.12	291	11
SEQ96	0.997643471	0	2.8	336	4
SEQ96	0.683368006	0	-1.89	271	5
SEQ96	0.595632768	1	0.76	284	6
SEQ96	0.992204481	0	0.2	247	7
SEQ96	0	0	0.12	291	9
SEQ96	0.999999997	1	0.12	291	10
SEQ99	0.72650386	0	0.2	247	4
SEQ99	0	0	0.12	291	6
SEQ99	1	1	0.12	291	7
SES89	0.904901322	0	2.67	297	4
SES89	0.955830593	1	3.03	243	5
SES89	0.98533028	0	3.96	265	6
SIS85	0.500613457	0	3.96	318	5
SIS85	0.924314931	0	1.03	331	6
SKA82	0.883824418	0	-0.75	309	5
SKA82	0.85694415	1	0.72	325	6
SKA82	0	0	1.03	331	9
SKI94	0.948318437	0	0.72	347	4
SKI94	0.975271213	0	1.7	359	5
SLO01	0.662056439	0	0.12	291	4
SLO01	0.6627749	0	0.12	291	5
SME84	1	0	0.72	325	4
SME84	0.681540726	0	3.96	318	6
SME84	0.372536682	0	1.03	331	7
SNI77	0.507154529	0	2.05	293	4
SNI77	0.761580741	0	0.8	272	5
SOB68	0.373160424	1	1.63	222	7
SOB68	0.405303537	1	1.37	251	8
SPI97	0.933106613	0	-1.89	271	4
SPL98	0.771928505	0	0.76	284	4
STA97	0.886133399	0	-1.89	271	4
STA97	0.875984203	0	0.76	284	5
STI94	0.974717389	0	0.72	347	4
STI94	0.819926251	0	1.7	359	5
STI94	0.989484008	0	2.8	336	6
STI94	0.404300393	1	-1.89	271	7
STI94	0.727272994	0	0.76	284	8
STI94	0.913068244	1	0.2	247	9
STI96	0.90221231	0	2.8	336	4
STI96	0.643387426	1	-1.89	271	5
STI96	0.607998132	1	0.76	284	6
STI96	1	0	0.2	247	7
STO96	0.760782962	0	2.8	336	4
STO96	0.68175561	0	-1.89	271	5
STO96	0.513963128	0	0.76	284	6
STO96	0.391969889	0	0.2	247	7
STO98	0.649975598	0	0.76	284	4
STO98	0.210194777	1	0.2	247	5
STR96	0.998337091	0	2.8	336	4
STR96	0.833664123	0	-1.89	271	5
STR96	0.840014818	0	0.76	284	6
STR96	0.363194205	0	0.2	247	7
SUL90	0	0	3.03	243	4
SUL90	0.623566261	0	3.96	265	5
SUL90	0.73864975	0	-3.78	299	6
SUL90	0.719532237	0	-0.2	328	7
SUN93	0.949722888	0	-0.2	328	4
SUN93	0.875914322	0	0.72	347	5
SUN93	0.509525023	0	1.7	359	6
SUR87	0.993637939	0	1.03	331	4
SUR87	0.958913481	0	2.67	297	6
SUR87	0.979020446	1	3.03	243	7
SUR87	0	1	3.96	265	8
SUR87	0.198300632	1	-3.78	299	9
SUR87	0.75539623	1	-0.2	328	10
SUR87	0.229264829	0	0.72	347	11
SUR87	0.636264502	1	1.7	359	12
SUR87	0.907454478	1	2.8	336	13
SUR89	1	1	2.67	297	4
SUR91	0	1	3.96	265	4
SUR91	0.141007082	0	-3.78	299	5
SUR91	0.598827541	1	-0.2	328	6
SUR91	0.083789787	1	0.72	347	7
SUR91	0.251431102	0	1.7	359	8
SUR91	0.585192724	1	2.8	336	9
SUR95	0.61631737	0	1.7	359	4
SUR95	0.982290576	0	2.8	336	5
SWI88	0.87805713	0	2.67	297	5
SYC91	0.945455858	0	3.96	265	4
SYC91	0.987004485	0	-3.78	299	5
SYC91	0.789224449	1	-0.2	328	6
SYC91	0.970007092	0	0.72	347	7
SYC91	0.585779364	1	1.7	359	8
SYC91	0.686882222	1	2.8	336	9
SYC91	0.305329787	0	-1.89	271	10
SYC91	0.896486501	0	0.76	284	11
SYC91	0.621031712	0	0.2	247	12
SYC91	0	0	0.12	291	14
TAL70	0.686763807	1	1.63	222	5
TAL70	0.99958037	0	1.37	251	6
TAL70	0.414030414	0	0.17	296	8
TAL70	0.024138957	1	-2.25	323	9
TAL70	0.151988274	0	0.56	296	10
TAL70	0.139694612	0	2.05	293	11
TAL70	0.339541713	0	0.8	272	12
TAL71	0.873012521	0	1.63	222	4
TAL71	0.84790386	0	1.37	251	5
TAL71	0.5747372	0	0.17	296	7
TAL71	0.147517639	1	-2.25	323	8
TAL71	0.238506434	0	0.56	296	9
TAL71	0.11654464	1	2.05	293	10
TAL71	0.410835918	0	0.8	272	11
TAL73	0.869691716	0	0.17	296	5
TAL73	0.359427774	0	-2.25	323	6
TAL73	0.509533785	0	0.56	296	7
TEA76	0.813768638	0	0.56	296	4
TEA76	0.607109126	0	2.05	293	5
TEA76	0.610209941	0	0.8	272	6
TEA76	0.745743759	0	3.42	293	7
TEA76	0.70289499	0	1.6	302	8
TEA78	0.682100236	0	0.8	272	4
TEA78	0.878569595	0	3.42	293	5
TEA78	0.6052578	0	1.6	302	6
TEL86	0.949529747	1	3.96	318	4
TEL86	0.412498699	0	1.03	331	5
TER80	0.599237572	0	1.6	302	4
TER80	0.523670124	0	-0.63	307	5
THO78	0.770462842	0	0.8	272	4
THO78	0.266334393	1	1.6	302	6
THO78	0.16507859	0	-0.63	307	7
THO78	0.06105745	0	-0.75	309	9
THO78	0.049206168	1	3.96	318	12
THO78	0	1	1.03	331	13
THO80	0.662150545	0	1.6	302	4
THO80	0.142278845	1	-0.63	307	5
THO81	0.126332547	0	-0.63	307	4
THO81	0.09117368	0	-0.75	309	6
THO81	0.178682991	1	0.72	325	7
THO81	0.064797084	1	3.96	318	9
THO81	0.260482661	0	1.03	331	10
THO82	0.119258563	1	-0.75	309	5
THO82	0.108349691	1	0.72	325	6
THO82	0.051672688	1	3.96	318	8
THO82	0.151473231	0	1.03	331	9
THO84	0.219943239	0	0.72	325	4
THO84	0.055696586	1	3.96	318	6
THO84	0.166226429	0	1.03	331	7
THO86	0.049665763	0	3.96	318	4
THO86	0.316141252	0	1.03	331	5
THS96	0.687570061	0	2.8	336	4
THS96	0.617221978	1	-1.89	271	5
THS96	0.818796612	0	0.2	247	7
THS98	0.96037384	0	0.2	247	5
THU91	0.884051681	0	3.96	265	4
THU91	0.938801842	0	-3.78	299	5
THU91	0.728274274	0	-0.2	328	6
TIK01	0.859535325	0	0.12	291	4
TIK01	0.937891171	0	0.12	291	5
TIK98	0.86826696	0	0.76	284	4
TIK98	1	0	0.2	247	5
TIN00	0.981054401	0	0.12	291	5
TIN00	0.329054911	1	0.12	291	6
TIN02	0.191627797	0	0.12	291	4
TIN95	0.84215322	1	1.7	359	4
TIN95	0.735778789	0	2.8	336	5
TIN95	0.444706981	0	-1.89	271	6
TIN95	0.447357438	0	0.76	284	7
TIN95	1	0	0.2	247	8
TIN95	0.879237524	0	0.12	291	10
TIN95	0.357358525	0	0.12	291	11
TIN98	0.408061475	0	0.76	284	4
TIN98	0.989896324	1	0.2	247	5
TIN98	0.687718267	1	0.12	291	7
TIN98	0.434703879	0	0.12	291	8
TOR72	0.913092407	0	1.37	251	4
TOR72	0.652850779	1	0.17	296	6
TOR72	0.670569262	1	-2.25	323	7
TOR72	0.421498747	0	0.56	296	8
TOR72	0.875239845	0	2.05	293	9
TOR75	0.48709458	0	-2.25	323	4
TOR75	0.522596129	0	0.56	296	5
TOR75	0.443750578	0	2.05	293	6
TRN69	0.390703933	1	1.63	222	6
TRN69	0.457287567	1	1.37	251	7
TRN69	0.488802955	1	0.17	296	9
TRN69	0.354658606	1	-2.25	323	10
TRN69	0.6393194	0	0.56	296	11
TRN69	0.375390909	0	2.05	293	12
TRN72	0.349214628	1	1.37	251	4
TRN72	0.455977884	0	0.17	296	6
TRN72	0.267159629	1	-2.25	323	7
TRN72	0.690906433	1	0.56	296	8
TRN72	0.31457724	1	2.05	293	9
TRN74	0.710596356	1	0.17	296	4
TRN74	0.199720131	0	-2.25	323	5
TRN74	0.228872316	1	0.56	296	6
TRN74	0.232199516	0	2.05	293	7
TRT00	0.49803453	1	0.12	291	5
TRT00	0.150549832	0	0.12	291	6
TRT97	0.912729874	0	-1.89	271	4
TRT97	1	1	0.76	284	5
TRT97	0.396249174	0	0.2	247	6
TRT97	0.238925282	0	0.12	291	8
TRT97	0.527548258	1	0.12	291	9
TRT98	0.909242855	0	0.76	284	4
TRT98	0.937298225	1	0.2	247	5
TRT98	0.756458814	0	0.12	291	7
TRT98	0.910627039	0	0.12	291	8
TUR83	0.869937381	0	-0.75	309	4
TUR83	0.865035412	1	0.72	325	5
TUR83	0.769773911	0	3.96	318	7
TUR83	0.582360927	1	1.03	331	8
TUR83	0.775036598	0	2.67	297	10
TUR85	0.986147709	0	3.96	318	5
TUR85	0.74891439	1	1.03	331	6
TUR85	0.713877817	0	2.67	297	8
TUR87	0.857579805	0	1.03	331	4
TUR87	0.694634518	0	2.67	297	6
TUS96	0.959780268	0	2.8	336	4
TUS96	0.809051699	1	-1.89	271	5
TUS96	0.574135232	0	0.76	284	6
TWI85	0.874480138	0	3.96	318	5
UMB80	0.970531219	0	1.6	302	4
UMB80	0.928033236	1	-0.63	307	5
UMB80	0.501853233	0	-0.75	309	7
UMB80	0.751126624	1	0.72	325	8
UMB84	0.974551563	0	0.72	325	4
UPR68	0.710347889	1	1.63	222	7
UPR68	0.646467209	0	1.37	251	8
UPR68	0.975151677	1	0.17	296	10
UPR68	0.880120199	1	-2.25	323	11
UPR68	0.556023322	1	0.56	296	12
UPR71	0.960161804	0	1.63	222	4
UPR71	0.860464269	1	1.37	251	5
UPR71	0.406302488	1	0.17	296	7
UPR71	0.745964138	1	-2.25	323	8
UPR71	0.738083146	1	0.56	296	9
UPR74	0.852362139	1	0.17	296	4
UPR74	0.894866308	0	-2.25	323	5
UPR74	0.720739671	1	0.56	296	6
UPT74	0	0	0.17	296	4
UPT74	0.115991789	1	-2.25	323	5
UPT74	0.091611604	0	0.56	296	6
UPT74	0.259624516	0	2.05	293	7
UPT74	0	1	0.8	272	8
UPT74	0	0	3.42	293	9
UPT74	0	1	1.6	302	10
UPT77	0.732123659	0	2.05	293	4
UPT77	0.136521739	1	0.8	272	5
UPT77	0.071589228	0	3.42	293	6
UPT77	0.119738076	1	1.6	302	7
UPT78	0.151414703	0	0.8	272	4
UPT78	0	1	3.42	293	5
UPT78	0	1	1.6	302	6
UPT79	0	0	3.42	293	4
UPT79	0	1	1.6	302	5
VER78	0.8980151	0	0.8	272	4
VER78	0.953509569	0	3.42	293	5
VER78	0.787324778	0	1.6	302	6
VER78	0.8765706	1	-0.63	307	7
VER79	0.957016712	0	3.42	293	4
VER79	0.670818884	0	1.6	302	5
VER79	0.315185946	0	-0.63	307	6
VIN91	0.914767068	0	3.96	265	4
VIN91	0.777702054	1	-3.78	299	5
VIN91	1	0	-0.2	328	6
VIN93	1	0	-0.2	328	4
VIO89	0.620917606	0	2.67	297	4
VIO89	0.713636037	0	3.03	243	5
VIO89	0.527963501	0	3.96	265	6
VIO89	0.098758412	0	-3.78	299	7
VIO89	0.353693228	1	-0.2	328	8
VIO89	0.021254582	1	0.72	347	9
VIO89	0.475359662	0	1.7	359	10
VIO89	0.354612458	1	2.8	336	11
VIO96	0.85924902	0	2.8	336	4
WAG95	0.522119057	0	1.7	359	4
WAG95	0.413334573	0	2.8	336	5
WAG95	0.755538616	0	-1.89	271	6
WAG95	0.397134823	1	0.76	284	7
WAG95	0.247602598	0	0.2	247	8
WAG95	0.025162819	0	0.12	291	10
WAG96	0.406321105	0	2.8	336	4
WAG96	0.752865544	1	-1.89	271	5
WAG96	0.275562918	0	0.76	284	6
WAG96	0.206487344	0	0.2	247	7
WAL02	0.903767287	0	0.12	291	4
WAN83	0.590673636	0	-0.75	309	4
WAN83	0.693199332	1	0.72	325	5
WAN86	0.907147099	0	3.96	318	4
WAN86	0.894064768	0	1.03	331	5
WAX80	0.938230105	1	1.6	302	4
WAX80	0.991682665	0	-0.63	307	5
WAX80	0.972079127	1	-0.75	309	7
WAX80	0.944240151	1	0.72	325	8
WAX80	0.895471402	1	3.96	318	10
WAX80	0.926731666	1	1.03	331	11
WHA83	0.813215597	0	-0.75	309	4
WHA83	0.828241118	0	0.72	325	5
WHA83	0.834472776	1	3.96	318	7
WHA83	0.575320897	0	1.03	331	8
WHA87	0.680359923	0	1.03	331	4
WHE77	0.718732663	0	2.05	293	4
WHE77	0.854170906	0	0.8	272	5
WHE77	0.397890464	0	3.42	293	6
WHE77	0.744768479	0	1.6	302	7
WHE77	0.669365439	0	-0.63	307	8
WHE77	0.975068303	0	-0.75	309	10
WHE77	0.783989243	1	0.72	325	11
WHE84	0.953096186	0	0.72	325	4
WHE84	0.862664929	0	5.08	365	5
WHI73	0.698873453	0	0.17	296	5
WHI73	0.575597387	0	-2.25	323	6
WHI73	0.544347676	0	0.56	296	7
WHI73	0.313984549	1	2.05	293	8
WHI73	0.933301221	1	0.8	272	9
WHI73	0.160459679	1	3.42	293	10
WHI76	0.577684475	0	0.56	296	4
WHI76	0.784285217	1	2.05	293	5
WHI76	0.998725261	0	0.8	272	6
WHI76	0.270467273	0	3.42	293	7
WHO79	0.258286381	0	3.42	293	4
WHO79	0.929908152	0	1.6	302	5
WHO79	0.55741172	1	-0.63	307	6
WHO83	0.029525376	0	-0.75	309	4
WHZ00	0.593905104	0	0.12	291	5
WHZ00	0.575316237	0	0.12	291	6
WHZ02	0.506513997	0	0.12	291	4
WOD94	0.99533678	0	0.72	347	4
WOD94	0.4371321	0	1.7	359	5
WSD00	0.608180699	0	0.12	291	5
WSD00	0.94822017	1	0.12	291	6
YEW99	0.958724971	0	0.2	247	4
YEW99	0.871920451	0	0.12	291	6
YEW99	0.95987802	1	0.12	291	7
YHO71	0.864415191	0	1.63	222	4
YHO71	0.927696983	1	1.37	251	5
YHO71	0.608335133	1	0.17	296	7
YHO71	0.935254302	0	-2.25	323	8
YHO71	0.513530111	1	0.56	296	9
YHO71	0.22028698	0	2.05	293	10
YHO74	0.986652597	0	0.17	296	4
YHO74	0.937840473	1	-2.25	323	5
YHO74	0.338600956	0	0.56	296	6
YHO74	0.121652716	0	2.05	293	7
YOS01	0.651633553	0	0.12	291	4
YOS01	0.898602444	0	0.12	291	5
ZUC01	0.69397883	0	0.12	291	4
ZUC01	0.556164028	0	0.12	291	5
