fate	fly	cage	dish	site	trt	size
2	0	14	44	2	1	0.889005271
1	1	14	44	2	1	1.868985829
1	1	14	44	2	1	1.414305743
1	1	14	44	2	1	1.413716694
1	1	14	44	2	1	1.308996939
1	1	14	44	2	1	1.282817
1	1	14	44	2	1	1.256637061
1	1	14	44	2	1	1.178097245
1	1	14	44	2	1	1.060287521
1	1	14	44	2	1	0.832260254
1	1	14	44	2	1	0.721584563
2	0	14	45	1	1	1.973509235
2	0	14	45	1	1	1.837308104
2	0	14	45	1	1	1.73180295
2	0	14	45	1	1	1.678919474
2	0	14	45	1	1	1.61634942
2	0	14	45	1	1	1.587486038
2	0	14	45	1	1	1.55220857
2	0	14	45	1	1	1.466076572
2	0	14	45	1	1	1.466076572
2	0	14	45	1	1	1.466076572
2	0	14	45	1	1	1.466076572
2	0	14	45	1	1	1.443169125
2	0	14	45	1	1	1.414305743
2	0	14	45	1	1	1.413716694
2	0	14	45	1	1	1.387536755
2	0	14	45	1	1	1.387536755
2	0	14	45	1	1	1.387536755
2	0	14	45	1	1	1.361356817
2	0	14	45	1	1	1.323134106
2	0	14	45	1	1	1.308996939
2	0	14	45	2	1	1.773952652
2	0	14	45	2	1	1.742274926
2	0	14	45	2	1	1.558622655
2	0	14	45	2	1	1.558622655
2	0	14	45	2	1	1.50089589
2	0	14	45	2	1	1.414305743
2	0	14	45	2	1	1.413716694
2	0	14	45	2	1	1.361356817
2	0	14	45	2	1	1.361356817
2	0	14	45	2	1	1.308996939
2	0	14	45	2	1	1.230457123
2	0	14	45	2	1	1.228624527
2	0	14	45	2	1	1.157742343
2	0	14	45	2	1	1.134114948
1	1	14	45	2	1	1.387536755
2	0	14	45	3	1	1.181369737
2	0	13	41	1	1	2.566157599
2	0	13	41	1	1	2.521913503
2	0	13	41	1	1	2.372556952
2	0	13	41	1	1	2.331650798
2	0	13	41	1	1	2.16802618
2	0	13	41	1	1	2.148849375
2	0	13	41	1	1	2.008132204
2	0	13	41	1	1	1.938886266
2	0	13	41	1	1	1.932341281
2	0	13	41	1	1	1.869640328
2	0	13	41	1	1	1.869640328
2	0	13	41	1	1	1.789529715
2	0	13	41	1	1	1.7105972
2	0	13	41	1	1	1.702939568
2	0	13	41	1	1	1.674076185
2	0	13	41	1	1	1.61634942
2	0	13	41	1	1	1.518436449
2	0	13	41	1	1	1.443169125
2	0	13	41	1	1	1.413716694
2	0	13	41	1	1	1.413716694
2	0	13	41	1	1	1.39401629
2	0	13	41	1	1	1.387536755
2	0	13	41	1	1	1.387536755
2	0	13	41	1	1	1.346761501
1	1	13	41	1	1	1.835017359
1	1	13	41	1	1	1.773952652
1	1	13	41	1	1	1.61634942
1	1	13	41	1	1	1.529759273
1	1	13	41	1	1	1.335176878
1	1	13	41	1	1	1.181369737
1	1	13	41	1	1	1.1545353
1	1	13	41	1	1	0.926835283
2	0	13	41	2	1	2.536181569
2	0	13	41	2	1	1.869640328
2	0	13	41	2	1	1.61634942
2	0	13	41	2	1	1.466076572
1	1	13	41	2	1	1.938886266
1	1	13	41	2	1	1.773952652
1	1	13	41	2	1	1.587486038
1	1	13	41	2	1	1.529759273
1	1	13	41	2	1	1.49225651
1	1	13	41	2	1	1.439896633
1	1	13	41	2	1	1.252251922
2	0	13	42	1	1	1.80039439
2	0	13	42	1	1	1.742274926
2	0	13	42	1	1	1.529759273
2	0	13	42	1	1	1.413716694
2	0	13	42	1	1	1.38544236
2	0	13	42	1	1	1.361356817
2	0	13	42	1	1	1.361356817
2	0	13	42	1	1	1.323134106
2	0	13	42	1	1	1.308996939
2	0	13	42	1	1	1.298852213
2	0	13	42	1	1	1.282817
2	0	13	42	1	1	1.228624527
2	0	13	42	1	1	1.204277184
2	0	13	42	1	1	1.157742343
2	0	13	42	1	1	1.157742343
2	0	13	42	1	1	1.102699021
2	0	13	42	1	1	1.060287521
2	0	13	42	1	1	1.060287521
2	0	13	42	1	1	0.6626797
1	1	13	42	1	1	1.7105972
1	1	13	42	1	1	1.529759273
1	1	13	42	1	1	1.308996939
1	1	13	42	1	1	1.308996939
1	1	13	42	1	1	1.308996939
1	1	13	42	1	1	1.181369737
1	1	13	42	1	1	1.181369737
1	1	13	42	1	1	1.086860158
2	0	13	42	2	1	1.742274926
2	0	13	42	2	1	1.615564022
2	0	13	42	2	1	1.615564022
2	0	13	42	2	1	1.413716694
2	0	13	42	2	1	1.387536755
2	0	13	42	2	1	1.361356817
2	0	13	42	2	1	1.275879316
2	0	13	42	2	1	1.204997132
2	0	13	42	2	1	1.157742343
2	0	13	42	2	1	1.123904772
1	1	13	42	2	1	1.439896633
1	1	13	42	2	1	1.439896633
1	1	13	42	2	1	1.387536755
1	1	13	42	2	1	1.299506711
1	1	13	42	2	1	1.228624527
1	1	13	42	2	1	1.03908177
2	0	12	38	1	1	1.731148452
2	0	12	38	1	1	1.558622655
2	0	12	38	1	1	1.529759273
2	0	12	38	1	1	1.50089589
2	0	12	38	1	1	1.387536755
2	0	12	38	1	1	1.361356817
2	0	12	38	1	1	1.361356817
2	0	12	38	1	1	1.361356817
2	0	12	38	1	1	1.335176878
2	0	12	38	1	1	1.323134106
2	0	12	38	1	1	1.308996939
2	0	12	38	1	1	1.308996939
2	0	12	38	1	1	1.308996939
2	0	12	38	1	1	1.282817
2	0	12	38	1	1	1.282817
2	0	12	38	1	1	1.282817
2	0	12	38	1	1	1.282817
2	0	12	38	1	1	1.181369737
2	0	12	38	1	1	1.181369737
2	0	12	38	1	1	1.157742343
2	0	12	38	1	1	1.081493271
1	1	12	38	1	1	1.413716694
1	1	12	38	1	1	1.387536755
1	1	12	38	1	1	1.387536755
1	1	12	38	1	1	1.335176878
1	1	12	38	1	1	1.308996939
1	1	12	38	1	1	1.282817
1	1	12	38	1	1	1.256637061
1	1	12	38	1	1	1.252251922
1	1	12	38	1	1	1.181369737
1	1	12	38	1	1	1.178097245
1	1	12	38	1	1	1.157742343
1	1	12	38	1	1	1.081493271
1	1	12	38	1	1	0.996670269
1	1	12	38	1	1	0.6626797
2	0	12	38	2	1	1.335176878
1	1	12	38	2	1	1.973509235
1	1	12	38	2	1	1.805630378
1	1	12	38	2	1	1.558622655
1	1	12	38	2	1	1.50089589
1	1	12	38	2	1	1.472032508
1	1	12	38	2	1	1.387536755
1	1	12	38	2	1	1.38544236
1	1	12	38	2	1	1.335176878
1	1	12	38	2	1	1.282817
1	1	12	38	2	1	1.275879316
2	0	12	39	1	1	1.731148452
2	0	12	39	1	1	1.696525483
2	0	12	39	1	1	1.55220857
2	0	12	39	1	1	1.443169125
2	0	12	39	1	1	1.443169125
2	0	12	39	1	1	1.425497667
2	0	12	39	1	1	1.387536755
2	0	12	39	1	1	1.356578978
2	0	12	39	1	1	1.327715595
2	0	12	39	1	1	1.282817
2	0	12	39	1	1	1.228624527
2	0	12	39	1	1	1.157742343
2	0	12	39	1	1	1.134114948
2	0	12	39	1	1	0.996670269
1	1	12	39	1	1	1.960353816
1	1	12	39	1	1	1.938886266
1	1	12	39	1	1	1.84725648
1	1	12	39	1	1	1.731148452
1	1	12	39	1	1	1.696525483
1	1	12	39	1	1	1.661902514
1	1	12	39	1	1	1.615564022
1	1	12	39	1	1	1.558622655
1	1	12	39	1	1	1.529759273
1	1	12	39	1	1	1.529759273
1	1	12	39	1	1	1.466076572
1	1	12	39	1	1	1.443169125
1	1	12	39	1	1	1.443169125
1	1	12	39	1	1	1.413716694
1	1	12	39	1	1	1.387536755
1	1	12	39	1	1	1.387536755
1	1	12	39	1	1	1.361356817
1	1	12	39	1	1	1.335176878
1	1	12	39	1	1	1.323134106
1	1	12	39	1	1	1.26998883
1	1	12	39	1	1	1.252251922
1	1	12	39	1	1	1.230457123
1	1	12	39	1	1	1.230457123
1	1	12	39	1	1	1.228624527
1	1	12	39	1	1	1.212262065
1	1	12	39	1	1	1.181369737
1	1	12	39	2	1	0.926835283
1	1	12	39	3	1	1.587486038
2	0	12	40	1	1	1.835017359
2	0	12	40	1	1	1.835017359
2	0	12	40	1	1	1.587486038
2	0	12	40	1	1	1.583886296
2	0	12	40	1	1	1.558622655
2	0	12	40	1	1	1.387536755
2	0	12	40	1	1	1.308996939
2	0	12	40	1	1	1.181369737
2	0	12	40	1	1	1.063232764
1	1	12	40	1	1	1.765771421
1	1	12	40	1	1	1.742274926
1	1	12	40	1	1	1.674076185
1	1	12	40	1	1	1.627279545
1	1	12	40	1	1	1.587486038
1	1	12	40	1	1	1.587486038
1	1	12	40	1	1	1.583886296
1	1	12	40	1	1	1.583886296
1	1	12	40	1	1	1.529759273
1	1	12	40	1	1	1.529759273
1	1	12	40	1	1	1.529759273
1	1	12	40	1	1	1.50089589
1	1	12	40	1	1	1.414305743
1	1	12	40	1	1	1.413716694
1	1	12	40	1	1	1.413716694
1	1	12	40	1	1	1.387536755
1	1	12	40	1	1	1.38544236
1	1	12	40	1	1	1.361356817
1	1	12	40	1	1	1.361356817
1	1	12	40	1	1	1.361356817
1	1	12	40	1	1	1.335176878
1	1	12	40	1	1	1.335176878
1	1	12	40	1	1	1.308996939
1	1	12	40	1	1	1.308996939
1	1	12	40	1	1	1.308996939
1	1	12	40	1	1	1.282817
1	1	12	40	1	1	1.181369737
1	1	12	40	1	1	1.157742343
1	1	12	40	1	1	1.110487553
1	1	12	40	1	1	1.102699021
1	1	12	40	1	1	1.086860158
1	1	12	40	1	1	1.063232764
1	1	12	40	1	1	0.848230016
2	0	12	40	2	1	1.583886296
2	0	12	40	2	1	1.49225651
2	0	12	40	2	1	1.413716694
2	0	12	40	2	1	1.361356817
1	1	12	40	2	1	1.472032508
1	1	12	40	2	1	1.413716694
1	1	11	35	1	1	2.086213872
1	1	11	35	1	1	1.938886266
1	1	11	35	1	1	1.922654704
1	1	11	35	1	1	1.884955592
1	1	11	35	1	1	1.869640328
1	1	11	35	1	1	1.835017359
1	1	11	35	1	1	1.742274926
1	1	11	35	1	1	1.678919474
1	1	11	35	1	1	1.647241748
1	1	11	35	1	1	1.61634942
1	1	11	35	1	1	1.61634942
1	1	11	35	1	1	1.615564022
1	1	11	35	1	1	1.615564022
1	1	11	35	1	1	1.587486038
1	1	11	35	1	1	1.558622655
1	1	11	35	1	1	1.558622655
1	1	11	35	1	1	1.529759273
1	1	11	35	1	1	1.529759273
1	1	11	35	1	1	1.50089589
1	1	11	35	1	1	1.472032508
1	1	11	35	1	1	1.472032508
1	1	11	35	1	1	1.466076572
1	1	11	35	1	1	1.464898474
1	1	11	35	1	1	1.443169125
1	1	11	35	1	1	1.414305743
1	1	11	35	1	1	1.414305743
1	1	11	35	1	1	1.413716694
1	1	11	35	1	1	1.413716694
1	1	11	35	1	1	1.413716694
1	1	11	35	1	1	1.413716694
1	1	11	35	1	1	1.413716694
1	1	11	35	1	1	1.387536755
1	1	11	35	1	1	1.387536755
1	1	11	35	1	1	1.387536755
1	1	11	35	1	1	1.335176878
1	1	11	35	1	1	1.335176878
1	1	11	35	1	1	1.308996939
1	1	11	35	1	1	1.299506711
1	1	11	35	1	1	1.282817
1	1	11	35	1	1	1.275879316
1	1	11	35	1	1	1.252251922
1	1	11	35	1	1	1.228624527
1	1	11	35	1	1	1.228624527
1	1	11	35	1	1	1.002495306
1	1	11	35	1	1	0.854513202
1	1	11	35	1	1	0.721584563
2	0	11	35	2	1	1.904263297
2	0	11	35	2	1	1.904263297
2	0	11	35	2	1	1.61634942
2	0	11	35	2	1	1.587486038
2	0	11	35	2	1	1.587486038
2	0	11	35	2	1	1.387536755
2	0	11	35	2	1	1.387536755
2	0	11	35	2	1	1.387536755
2	0	11	35	2	1	1.387536755
2	0	11	35	2	1	1.361356817
2	0	11	35	2	1	1.335176878
1	1	11	35	2	1	1.973509235
1	1	11	35	2	1	1.868985829
1	1	11	35	2	1	1.805630378
1	1	11	35	2	1	1.742274926
1	1	11	35	2	1	1.678919474
1	1	11	35	2	1	1.61634942
1	1	11	35	2	1	1.544616388
1	1	11	35	2	1	1.529759273
1	1	11	35	2	1	1.529759273
1	1	11	35	2	1	1.518436449
1	1	11	35	2	1	1.50089589
1	1	11	35	2	1	1.439896633
1	1	11	35	2	1	1.413716694
1	1	11	35	2	1	1.387536755
1	1	11	35	2	1	1.361356817
2	0	11	36	1	1	2.454369261
2	0	11	36	1	1	2.008132204
2	0	11	36	1	1	1.900663555
2	0	11	36	1	1	1.837308104
2	0	11	36	1	1	1.818393098
2	0	11	36	1	1	1.596976266
2	0	11	36	1	1	1.587486038
2	0	11	36	1	1	1.570796327
2	0	11	36	1	1	1.544616388
2	0	11	36	1	1	1.50089589
2	0	11	36	1	1	1.308996939
1	1	11	36	1	1	2.299645822
1	1	11	36	1	1	2.208932335
1	1	11	36	1	1	2.208932335
1	1	11	36	1	1	2.112001111
1	1	11	36	1	1	2.077378142
1	1	11	36	1	1	2.042755173
1	1	11	36	1	1	1.904263297
1	1	11	36	1	1	1.904263297
1	1	11	36	1	1	1.868985829
1	1	11	36	1	1	1.837308104
1	1	11	36	1	1	1.80039439
1	1	11	36	1	1	1.702939568
1	1	11	36	1	1	1.674076185
1	1	11	36	1	1	1.674076185
1	1	11	36	1	1	1.674076185
1	1	11	36	1	1	1.61634942
1	1	11	36	1	1	1.61634942
1	1	11	36	1	1	1.596976266
1	1	11	36	1	1	1.596976266
1	1	11	36	1	1	1.587486038
1	1	11	36	1	1	1.570796327
1	1	11	36	1	1	1.570796327
1	1	11	36	1	1	1.558622655
1	1	11	36	1	1	1.558622655
1	1	11	36	1	1	1.544616388
1	1	11	36	1	1	1.529759273
1	1	11	36	1	1	1.49225651
1	1	11	36	1	1	1.466076572
1	1	11	36	1	1	1.466076572
1	1	11	36	1	1	1.466076572
1	1	11	36	1	1	1.443169125
1	1	11	36	1	1	1.443169125
1	1	11	36	1	1	1.443169125
1	1	11	36	1	1	1.439896633
1	1	11	36	1	1	1.439896633
1	1	11	36	1	1	1.417643685
1	1	11	36	1	1	1.417643685
1	1	11	36	1	1	1.39401629
1	1	11	36	1	1	1.39401629
1	1	11	36	1	1	1.299506711
1	1	11	36	1	1	1.181369737
1	1	11	36	2	1	1.773952652
2	0	11	37	1	1	2.186548487
2	0	11	37	1	1	2.03575204
2	0	11	37	1	1	2.03575204
2	0	11	37	1	1	1.837308104
2	0	11	37	1	1	1.7105972
2	0	11	37	1	1	1.674076185
2	0	11	37	1	1	1.558622655
2	0	11	37	1	1	1.529759273
2	0	11	37	1	1	1.518436449
2	0	11	37	1	1	1.443169125
2	0	11	37	1	1	1.443169125
2	0	11	37	1	1	1.439896633
2	0	11	37	1	1	1.413716694
2	0	11	37	1	1	1.413716694
2	0	11	37	1	1	1.413716694
2	0	11	37	1	1	1.413716694
2	0	11	37	1	1	1.308996939
2	0	11	37	1	1	1.181369737
1	1	11	37	1	1	2.208932335
1	1	11	37	1	1	2.03575204
1	1	11	37	1	1	2.008132204
1	1	11	37	1	1	2.008132204
1	1	11	37	1	1	1.938886266
1	1	11	37	1	1	1.868985829
1	1	11	37	1	1	1.837308104
1	1	11	37	1	1	1.835017359
1	1	11	37	1	1	1.805630378
1	1	11	37	1	1	1.80039439
1	1	11	37	1	1	1.765771421
1	1	11	37	1	1	1.678919474
1	1	11	37	1	1	1.678919474
1	1	11	37	1	1	1.674076185
1	1	11	37	1	1	1.674076185
1	1	11	37	1	1	1.674076185
1	1	11	37	1	1	1.647241748
1	1	11	37	1	1	1.647241748
1	1	11	37	1	1	1.583886296
1	1	11	37	1	1	1.570796327
1	1	11	37	1	1	1.558622655
1	1	11	37	1	1	1.529759273
1	1	11	37	1	1	1.529759273
1	1	11	37	1	1	1.49225651
1	1	11	37	1	1	1.439896633
1	1	11	37	1	1	1.387536755
1	1	11	37	1	1	1.335176878
1	1	11	37	1	1	1.335176878
1	1	11	37	1	1	1.308996939
1	1	11	37	1	1	1.308996939
1	1	11	37	1	1	1.308996939
1	1	11	37	1	1	1.275879316
1	1	11	37	1	1	1.252251922
1	1	11	37	1	1	1.228624527
1	1	11	37	1	1	1.060287521
1	1	11	37	1	1	0.945750288
2	0	11	37	2	1	1.587486038
2	0	11	37	2	1	1.299506711
1	1	11	37	2	1	1.596976266
1	1	11	37	2	1	1.466076572
1	1	11	37	2	1	1.413716694
1	1	11	37	2	1	1.335176878
1	1	11	37	2	1	1.166316273
1	1	11	37	2	1	1.081493271
1	1	11	37	2	1	0.889005271
2	0	10	32	1	1	1.50089589
2	0	10	32	1	1	1.335176878
2	0	10	32	1	1	1.308996939
2	0	10	32	1	1	1.308996939
2	0	10	32	1	1	1.308996939
2	0	10	32	1	1	1.282817
2	0	10	32	1	1	1.230457123
2	0	10	32	1	1	1.204277184
2	0	10	32	1	1	1.181369737
2	0	10	32	1	1	1.178097245
2	0	10	32	1	1	1.102699021
2	0	10	32	1	1	1.063232764
2	0	10	32	1	1	1.060287521
2	0	10	32	1	1	1.060287521
2	0	10	32	1	1	1.060287521
2	0	10	32	1	1	0.996670269
2	0	10	32	1	1	0.954258769
2	0	10	32	1	1	0.889005271
2	0	10	32	1	1	0.85117526
2	0	10	32	1	1	0.82100288
1	1	10	32	1	1	1.583886296
1	1	10	32	1	1	1.529759273
1	1	10	32	1	1	1.443169125
1	1	10	32	1	1	1.413716694
1	1	10	32	1	1	1.361356817
1	1	10	32	1	1	1.361356817
1	1	10	32	1	1	1.308996939
1	1	10	32	1	1	1.282817
1	1	10	32	1	1	1.256637061
1	1	10	32	1	1	1.157742343
1	1	10	32	1	1	1.086860158
1	1	10	32	1	1	1.086860158
1	1	10	32	1	1	0.996670269
1	1	10	32	1	1	0.926835283
1	1	10	32	1	1	0.870090265
1	1	10	32	1	1	0.82100288
1	1	10	32	2	1	1.583886296
1	1	10	32	2	1	1.335176878
1	1	10	32	2	1	1.308996939
1	1	10	32	2	1	1.178097245
1	1	10	32	2	1	0.945750288
2	0	10	33	1	1	2.208932335
2	0	10	33	1	1	2.208932335
2	0	10	33	1	1	2.073451151
2	0	10	33	1	1	1.869640328
2	0	10	33	1	1	1.678919474
2	0	10	33	1	1	1.661902514
2	0	10	33	1	1	1.61634942
2	0	10	33	1	1	1.587486038
2	0	10	33	1	1	1.587486038
2	0	10	33	1	1	1.587486038
2	0	10	33	1	1	1.583886296
2	0	10	33	1	1	1.558622655
2	0	10	33	1	1	1.558622655
2	0	10	33	1	1	1.49225651
2	0	10	33	1	1	1.49225651
2	0	10	33	1	1	1.443169125
2	0	10	33	1	1	1.323134106
2	0	10	33	1	1	1.308996939
2	0	10	33	1	1	1.256637061
2	0	10	33	1	1	1.134114948
2	0	10	33	1	1	1.099557429
1	1	10	33	1	1	1.998052928
1	1	10	33	1	1	1.998052928
1	1	10	33	1	1	1.973509235
1	1	10	33	1	1	1.73180295
1	1	10	33	1	1	1.731148452
1	1	10	33	1	1	1.731148452
1	1	10	33	1	1	1.678919474
1	1	10	33	1	1	1.587486038
1	1	10	33	1	1	1.558622655
1	1	10	33	1	1	1.558622655
1	1	10	33	1	1	1.443169125
1	1	10	33	1	1	1.443169125
1	1	10	33	1	1	1.439896633
1	1	10	33	1	1	1.387536755
1	1	10	33	1	1	1.387536755
1	1	10	33	1	1	1.38544236
1	1	10	33	1	1	1.323134106
1	1	10	33	1	1	1.256637061
1	1	10	33	1	1	1.228624527
1	1	10	33	1	1	1.03908177
1	1	10	33	2	1	1.413716694
1	1	10	33	2	1	1.335176878
1	1	10	33	2	1	1.282817
1	1	10	33	2	1	1.282817
1	1	10	33	2	1	1.282817
1	1	10	33	2	1	1.275879316
1	1	10	33	2	1	1.204997132
1	1	10	33	2	1	1.204277184
1	1	10	33	2	1	1.060287521
1	1	10	33	2	1	0.975464519
1	1	10	33	2	1	0.813345248
2	0	10	33	3	1	1.583886296
2	0	10	33	3	1	1.439896633
2	0	10	33	3	1	1.228624527
1	1	10	33	3	1	2.008132204
1	1	10	33	3	1	1.998052928
1	1	10	33	3	1	1.938886266
1	1	10	33	3	1	1.869640328
1	1	10	33	3	1	1.805630378
1	1	10	33	3	1	1.805630378
1	1	10	33	3	1	1.742274926
1	1	10	33	3	1	1.678919474
1	1	10	33	3	1	1.587486038
1	1	10	33	3	1	1.518436449
1	1	10	33	3	1	1.518436449
1	1	10	33	3	1	1.472032508
1	1	10	33	3	1	1.466076572
1	1	10	33	3	1	1.414305743
1	1	10	33	3	1	1.387536755
1	1	10	33	3	1	1.387536755
1	1	10	33	3	1	1.335176878
1	1	10	33	3	1	1.275879316
1	1	10	33	3	1	0.9835803
2	0	10	34	1	1	1.998052928
2	0	10	34	1	1	1.904263297
2	0	10	34	1	1	1.884955592
2	0	10	34	1	1	1.7105972
2	0	10	34	1	1	1.583886296
2	0	10	34	1	1	1.49225651
2	0	10	34	1	1	1.413716694
2	0	10	34	1	1	1.335176878
2	0	10	34	1	1	1.181369737
1	1	10	34	1	1	2.261946711
1	1	10	34	1	1	2.148849375
1	1	10	34	1	1	2.148849375
1	1	10	34	1	1	2.127120026
1	1	10	34	1	1	2.111150263
1	1	10	34	1	1	1.973509235
1	1	10	34	1	1	1.960353816
1	1	10	34	1	1	1.938886266
1	1	10	34	1	1	1.837308104
1	1	10	34	1	1	1.80039439
1	1	10	34	1	1	1.742274926
1	1	10	34	1	1	1.7105972
1	1	10	34	1	1	1.678919474
1	1	10	34	1	1	1.645212803
1	1	10	34	1	1	1.61634942
1	1	10	34	1	1	1.466076572
1	1	10	34	1	1	1.466076572
1	1	10	34	1	1	1.443169125
1	1	10	34	1	1	1.439896633
1	1	10	34	1	1	1.439896633
1	1	10	34	1	1	1.439896633
1	1	10	34	1	1	1.439896633
1	1	10	34	1	1	1.387536755
1	1	10	34	1	1	1.361356817
1	1	10	34	1	1	1.335176878
1	1	10	34	1	1	1.335176878
1	1	10	34	1	1	1.308996939
1	1	10	34	1	1	1.299506711
1	1	10	34	1	1	1.299506711
1	1	10	34	1	1	1.228624527
1	1	10	34	1	1	1.145110522
2	0	10	34	2	1	1.742274926
2	0	10	34	2	1	1.529759273
2	0	10	34	2	1	1.50089589
2	0	10	34	2	1	1.413716694
1	1	10	34	2	1	1.869640328
1	1	10	34	2	1	1.805630378
1	1	10	34	2	1	1.702939568
1	1	10	34	2	1	1.647241748
1	1	10	34	2	1	1.645212803
1	1	10	34	2	1	1.61634942
1	1	10	34	2	1	1.587486038
1	1	10	34	2	1	1.583886296
1	1	10	34	2	1	1.466076572
1	1	10	34	2	1	1.439896633
1	1	10	34	2	1	1.414305743
1	1	10	34	2	1	1.387536755
1	1	10	34	2	1	1.361356817
1	1	10	34	2	1	1.346761501
1	1	10	34	2	1	1.335176878
1	1	10	34	2	1	1.335176878
2	0	9	29	1	1	2.77088472
2	0	9	29	1	1	1.973509235
2	0	9	29	1	1	1.938886266
2	0	9	29	1	1	1.922654704
2	0	9	29	1	1	1.773952652
2	0	9	29	1	1	1.742274926
2	0	9	29	1	1	1.439896633
1	1	9	29	1	1	2.111150263
1	1	9	29	1	1	2.086213872
1	1	9	29	1	1	1.998052928
1	1	9	29	1	1	1.904263297
1	1	9	29	1	1	1.837308104
1	1	9	29	1	1	1.742274926
1	1	9	29	1	1	1.583886296
1	1	9	29	1	1	1.529759273
1	1	9	29	1	1	1.49225651
1	1	9	29	1	1	1.49225651
1	1	9	29	1	1	1.335176878
2	0	9	29	2	1	1.742274926
2	0	9	29	2	1	1.49225651
2	0	9	29	2	1	1.472032508
2	0	9	29	2	1	1.275879316
2	0	9	29	2	1	1.081493271
2	0	9	29	2	1	1.03908177
2	0	9	29	2	1	1.002495306
2	0	9	29	2	1	0.964665294
2	0	9	29	2	1	0.888023523
1	1	9	29	2	1	2.03575204
1	1	9	29	2	1	1.837308104
1	1	9	29	2	1	1.7105972
1	1	9	29	2	1	1.49225651
1	1	9	29	2	1	1.413716694
1	1	9	29	2	1	1.413716694
1	1	9	29	2	1	1.387536755
1	1	9	29	2	1	1.323134106
1	1	9	29	2	1	1.204997132
1	1	9	29	2	1	1.204997132
1	1	9	29	2	1	1.204997132
1	1	9	29	2	1	1.081493271
1	1	9	29	2	1	0.964665294
1	1	9	29	2	1	0.82100288
2	0	9	30	1	1	2.290744643
2	0	9	30	1	1	2.111150263
2	0	9	30	1	1	2.073451151
2	0	9	30	1	1	2.045307717
2	0	9	30	1	1	1.998052928
2	0	9	30	1	1	1.960353816
2	0	9	30	1	1	1.938886266
2	0	9	30	1	1	1.900663555
2	0	9	30	1	1	1.869640328
2	0	9	30	1	1	1.837308104
2	0	9	30	1	1	1.773952652
2	0	9	30	1	1	1.558622655
2	0	9	30	1	1	1.518436449
2	0	9	30	1	1	1.518436449
2	0	9	30	1	1	1.50089589
2	0	9	30	1	1	1.50089589
2	0	9	30	1	1	1.50089589
2	0	9	30	1	1	1.49225651
2	0	9	30	1	1	1.466076572
2	0	9	30	1	1	1.413716694
2	0	9	30	1	1	1.413716694
2	0	9	30	1	1	1.387536755
2	0	9	30	1	1	1.335176878
1	1	9	30	1	1	1.973509235
1	1	9	30	1	1	1.80039439
1	1	9	30	1	1	1.80039439
1	1	9	30	1	1	1.529759273
1	1	9	30	1	1	1.49225651
1	1	9	30	1	1	1.466076572
1	1	9	30	1	1	1.387536755
1	1	9	30	1	1	1.387536755
1	1	9	30	1	1	1.323134106
1	1	9	30	1	1	1.308996939
1	1	9	30	1	1	1.282817
1	1	9	30	1	1	1.123904772
2	0	9	30	2	1	2.372556952
2	0	9	30	2	1	2.112001111
2	0	9	30	2	1	2.03575204
2	0	9	30	2	1	1.904263297
2	0	9	30	2	1	1.835017359
2	0	9	30	2	1	1.645212803
2	0	9	30	2	1	1.544616388
2	0	9	30	2	1	1.50089589
2	0	9	30	2	1	1.49225651
2	0	9	30	2	1	1.49225651
2	0	9	30	2	1	1.439896633
2	0	9	30	2	1	1.413716694
1	1	9	30	2	1	2.224247599
1	1	9	30	2	1	1.938886266
1	1	9	30	2	1	1.645212803
1	1	9	30	2	1	1.587486038
1	1	9	30	2	1	1.570796327
1	1	9	30	2	1	1.558622655
1	1	9	30	2	1	1.49225651
1	1	9	30	2	1	1.466076572
1	1	9	30	2	1	1.308996939
2	0	9	31	1	1	1.558622655
1	1	9	31	1	1	2.290744643
1	1	9	31	1	1	2.249838489
1	1	9	31	1	1	2.186548487
1	1	9	31	1	1	2.073451151
1	1	9	31	1	1	2.073451151
1	1	9	31	1	1	2.042755173
1	1	9	31	1	1	2.008132204
1	1	9	31	1	1	1.973509235
1	1	9	31	1	1	1.938886266
1	1	9	31	1	1	1.932341281
1	1	9	31	1	1	1.868985829
1	1	9	31	1	1	1.837308104
1	1	9	31	1	1	1.805630378
1	1	9	31	1	1	1.773952652
1	1	9	31	1	1	1.674076185
1	1	9	31	1	1	1.647241748
1	1	9	31	1	1	1.645212803
1	1	9	31	1	1	1.61634942
1	1	9	31	1	1	1.529759273
1	1	9	31	1	1	1.413716694
1	1	9	31	1	1	1.387536755
1	1	9	31	1	1	1.387536755
1	1	9	31	1	1	1.323134106
1	1	9	31	2	1	2.111150263
1	1	9	31	2	1	1.973509235
1	1	9	31	2	1	1.900663555
1	1	9	31	2	1	1.805630378
1	1	9	31	2	1	1.773952652
1	1	9	31	2	1	1.678919474
1	1	9	31	2	1	1.49225651
1	1	9	31	2	1	1.439896633
1	1	9	31	2	1	1.387536755
1	1	9	31	2	1	1.387536755
2	0	8	26	1	1	1.964019007
2	0	8	26	1	1	1.742274926
2	0	8	26	1	1	1.649336143
2	0	8	26	1	1	1.587486038
2	0	8	26	1	1	1.439896633
2	0	8	26	1	1	1.346761501
2	0	8	26	1	1	1.314756526
2	0	8	26	1	1	1.229933524
2	0	8	26	1	1	1.153815352
1	1	8	26	1	1	1.932341281
1	1	8	26	1	1	1.805630378
1	1	8	26	1	1	1.675516082
1	1	8	26	1	1	1.570796327
1	1	8	26	1	1	1.272345025
