"","X.m..d..y","FORD"
"864","7/6/1987",-0.01758794
"865","7/7/1987",0.02046036
"866","7/8/1987",0.01754386
"867","7/9/1987",-0.006157635
"868","7/10/1987",0.01115242
"869","7/13/1987",0.01348039
"870","7/14/1987",0.03143894
"871","7/15/1987",-0.001172333
"872","7/16/1987",0.004694836
"873","7/17/1987",0.009345794
"874","7/20/1987",-0.01388889
"875","7/21/1987",0
"876","7/22/1987",-0.001173709
"877","7/23/1987",-0.02350176
"878","7/24/1987",0.001203369
"879","7/27/1987",-0.009615385
"880","7/28/1987",-0.008495146
"881","7/29/1987",0.004932182
"882","7/30/1987",0.001226994
"883","7/31/1987",-0.003676471
"884","8/3/1987",0.002460025
"885","8/4/1987",0.03190184
"886","8/5/1987",0.001189061
"887","8/6/1987",-0.004750594
"888","8/7/1987",-0.01073986
"889","8/10/1987",0.02412545
"890","8/11/1987",0.003533569
"891","8/12/1987",0.01877934
"892","8/13/1987",0.005760369
"893","8/14/1987",0.006872852
"894","8/17/1987",0.01365188
"895","8/18/1987",-0.02132436
"896","8/19/1987",-0.001146789
"897","8/20/1987",0.01492537
"898","8/21/1987",-0.002262444
"899","8/24/1987",-0.00340136
"900","8/25/1987",0.01592719
"901","8/26/1987",-0.002239642
"902","8/27/1987",-0.0325477
"903","8/28/1987",-0.004640371
"904","8/31/1987",0.006993007
"905","9/1/1987",-0.0150463
"906","9/2/1987",-0.009400705
"907","9/3/1987",-0.01423488
"908","9/4/1987",-0.01805054
"909","9/8/1987",0.004901961
"910","9/9/1987",0.006097561
"911","9/10/1987",0
"912","9/11/1987",0.004848485
"913","9/14/1987",0.03015682
"914","9/15/1987",-0.01990632
"915","9/16/1987",-0.005973716
"916","9/17/1987",0.007211538
"917","9/18/1987",-0.01551313
"918","9/21/1987",-0.01333333
"919","9/22/1987",0.01351351
"920","9/23/1987",0.003636364
"921","9/24/1987",-0.02415459
"922","9/25/1987",-0.03712871
"923","9/28/1987",0.01156812
"924","9/29/1987",-0.02541296
"925","9/30/1987",0.02216428
"926","10/1/1987",0.03188775
"927","10/2/1987",-0.009888751
"928","10/5/1987",-0.006242197
"929","10/6/1987",-0.02638191
"930","10/7/1987",-0.01548387
"931","10/8/1987",-0.009174312
"932","10/9/1987",0.002645503
"933","10/12/1987",-0.01055409
"934","10/13/1987",0.02133333
"935","10/14/1987",-0.03394256
"936","10/15/1987",-0.05945946
"937","10/16/1987",-0.0316092
"938","10/19/1987",-0.1810089
"939","10/20/1987",0.04347826
"940","10/21/1987",0.06944445
"941","10/22/1987",-0.04220779
"942","10/23/1987",0.00338983
"943","10/26/1987",-0.08108108
"944","10/27/1987",0.04411765
"945","10/28/1987",0.02857143
"946","10/29/1987",0.02430556
"947","10/30/1987",0.02372881
"948","11/2/1987",0.009933775
"949","11/3/1987",0
"950","11/4/1987",-0.003278689
"951","11/5/1987",0.03289474
"952","11/6/1987",-0.0366242
"953","11/9/1987",-0.02975207
"954","11/10/1987",-0.02214651
"955","11/11/1987",0
"956","11/12/1987",0.03832753
"957","11/13/1987",0.01174497
"958","11/16/1987",0.02155887
"959","11/17/1987",-0.01461039
"960","11/18/1987",0.01482702
"961","11/19/1987",-0.02435065
"962","11/20/1987",0.00499168
"963","11/23/1987",0.003311258
"964","11/24/1987",0.00660066
"965","11/25/1987",-0.02622951
"966","11/27/1987",-0.01683502
"967","11/30/1987",-0.02568493
"968","12/1/1987",0.02811951
"969","12/2/1987",0.02222222
"970","12/3/1987",-0.03010033
"971","12/4/1987",-0.001724138
"972","12/7/1987",0.03972366
"973","12/8/1987",0
"974","12/9/1987",0.004983389
"975","12/10/1987",-0.03140496
"976","12/11/1987",0.005119454
"977","12/14/1987",0.0237691
"978","12/15/1987",0.00331675
"979","12/16/1987",0.01818182
"980","12/17/1987",-0.01623377
"981","12/18/1987",0.00990099
"982","12/21/1987",0.02287582
"983","12/22/1987",0
"984","12/23/1987",0.006389776
"985","12/24/1987",-0.003174603
"986","12/28/1987",-0.01910828
"987","12/29/1987",-0.006493506
"988","12/30/1987",0
"989","12/31/1987",-0.01470588
"990","1/4/1988",0.04477612
"991","1/5/1988",0.01269841
"992","1/6/1988",0.01253918
"993","1/7/1988",0.01857585
"994","1/8/1988",-0.06231003
"995","1/11/1988",0.03727715
"996","1/12/1988",-0.0078125
"997","1/13/1988",-0.007874016
"998","1/14/1988",0
"999","1/15/1988",0.05396825
"1000","1/18/1988",0.04216867
"1001","1/19/1988",-0.00867052
"1002","1/20/1988",-0.05539359
"1003","1/21/1988",0.0308642
"1004","1/22/1988",0.002994012
"1005","1/25/1988",0.02089552
"1006","1/26/1988",0.01183432
"1007","1/27/1988",-0.00877193
"1008","1/28/1988",0.005899705
"1009","1/29/1988",-0.002932551
"1010","2/1/1988",0.01176471
"1011","2/2/1988",-0.002906977
"1012","2/3/1988",-0.02040816
"1013","2/4/1988",0.005952381
"1014","2/5/1988",-0.03254438
"1015","2/8/1988",-0.01529052
"1016","2/9/1988",0.0310559
"1017","2/10/1988",0.02710843
"1018","2/11/1988",0.005865103
"1019","2/12/1988",0.01166181
"1020","2/16/1988",0.01440922
"1021","2/17/1988",0.01136364
"1022","2/18/1988",-0.0505618
"1023","2/19/1988",0.0591716
"1024","2/22/1988",-0.01117318
"1025","2/23/1988",0.005649718
"1026","2/24/1988",0.01404494
"1027","2/25/1988",-0.01939058
"1028","2/26/1988",0
"1029","2/29/1988",0.01977401
"1030","3/1/1988",0.008310249
"1031","3/2/1988",0.008241759
"1032","3/3/1988",0.002724796
"1033","3/4/1988",0
"1034","3/7/1988",0
"1035","3/8/1988",-0.005434783
"1036","3/9/1988",-0.0136612
"1037","3/10/1988",-0.03878116
"1038","3/11/1988",0.02305475
"1039","3/14/1988",-0.002816901
"1040","3/15/1988",-0.005649718
"1041","3/16/1988",0.002840909
"1042","3/17/1988",0.01133144
"1043","3/18/1988",0.002801121
"1044","3/21/1988",-0.01396648
"1045","3/22/1988",-0.008498584
"1046","3/23/1988",0
"1047","3/24/1988",-0.01428571
"1048","3/25/1988",-0.02608696
"1049","3/28/1988",0.005952381
"1050","3/29/1988",0.00591716
"1051","3/30/1988",0.02647059
"1052","3/31/1988",-0.01719198
"1053","4/4/1988",0.01457726
"1054","4/5/1988",0.02011494
"1055","4/6/1988",0.04225352
"1056","4/7/1988",-0.01621622
"1057","4/8/1988",0.02472528
"1058","4/11/1988",0.01340483
"1059","4/12/1988",0
"1060","4/13/1988",-0.002645503
"1061","4/14/1988",-0.05039788
"1062","4/15/1988",0.01117318
"1063","4/18/1988",0.01104972
"1064","4/19/1988",-0.01092896
"1065","4/20/1988",-0.01104972
"1066","4/21/1988",0.01117318
"1067","4/22/1988",0.01381215
"1068","4/25/1988",0.02724796
"1069","4/26/1988",0.004774536
"1070","4/27/1988",0.01604278
"1071","4/28/1988",0.002631579
"1072","4/29/1988",-0.007874016
"1073","5/2/1988",0.007936508
"1074","5/3/1988",0.02099738
"1075","5/4/1988",-0.01542416
"1076","5/5/1988",0
"1077","5/6/1988",-0.01827676
"1078","5/9/1988",-0.002659574
"1079","5/10/1988",0.01066667
"1080","5/11/1988",-0.01319261
"1081","5/12/1988",0.01069519
"1082","5/13/1988",0.01587302
"1083","5/16/1988",0.015625
"1084","5/17/1988",-0.005128205
"1085","5/18/1988",-0.0257732
"1086","5/19/1988",0
"1087","5/20/1988",-0.005291005
"1088","5/23/1988",-0.01595745
"1089","5/24/1988",-0.008108108
"1090","5/25/1988",0.01089918
"1091","5/26/1988",-0.002695418
"1092","5/27/1988",-0.008108108
"1093","5/31/1988",0.04904632
"1094","6/1/1988",0.01298701
"1095","6/2/1988",0.005128205
"1096","6/3/1988",0.005102041
"1097","6/6/1988",0.02538071
"1098","6/7/1988",-0.002475247
"1099","6/8/1988",0.01985112
"1100","6/9/1988",0.00486618
"1101","6/10/1988",0.002421308
"1102","6/13/1988",-0.007246377
"1103","6/14/1988",0.02189781
"1104","6/15/1988",0.00952381
"1105","6/16/1988",-0.01650943
"1106","6/17/1988",0.009592326
"1107","6/20/1988",-0.01425178
"1108","6/21/1988",0.02168675
"1109","6/22/1988",0.01650943
"1110","6/23/1988",-0.01392111
"1111","6/24/1988",-0.01647059
"1112","6/27/1988",-0.009569378
"1113","6/28/1988",0.03140097
"1114","6/29/1988",-0.01405152
"1115","6/30/1988",0.01187648
"1116","7/1/1988",-0.009389671
"1117","7/5/1988",0.02369668
"1118","7/6/1988",-0.01157407
"1119","7/7/1988",0.00234192
"1120","7/8/1988",-0.01168224
"1121","7/11/1988",-0.0141844
"1122","7/12/1988",-0.01199041
"1123","7/13/1988",0.002427184
"1124","7/14/1988",-0.004842615
"1125","7/15/1988",0.01216545
"1126","7/18/1988",-0.009615385
"1127","7/19/1988",0.007281553
"1128","7/20/1988",0.01445783
"1129","7/21/1988",-0.01187648
"1130","7/22/1988",-0.01682692
"1131","7/25/1988",-0.007334963
"1132","7/26/1988",0.01231527
"1133","7/27/1988",-0.002919707
"1134","7/28/1988",0.02962963
"1135","7/29/1988",0.01678657
"1136","8/1/1988",0.009433962
"1137","8/2/1988",-0.007009346
"1138","8/3/1988",0.01411765
"1139","8/4/1988",0.004640371
"1140","8/5/1988",-0.006928407
"1141","8/8/1988",-0.01395349
"1142","8/9/1988",-0.02122642
"1143","8/10/1988",-0.0313253
"1144","8/11/1988",0
"1145","8/12/1988",0.002487562
"1146","8/15/1988",-0.01736973
"1147","8/16/1988",0.002525253
"1148","8/17/1988",-0.01259446
"1149","8/18/1988",0.01020408
"1150","8/19/1988",-0.01767677
"1151","8/22/1988",-0.03598972
"1152","8/23/1988",0.01066667
"1153","8/24/1988",0.03430079
"1154","8/25/1988",-0.01020408
"1155","8/26/1988",-0.005154639
"1156","8/29/1988",0.02072539
"1157","8/30/1988",-0.002538071
"1158","8/31/1988",0.002544529
"1159","9/1/1988",-0.007614213
"1160","9/2/1988",0.02557545
"1161","9/6/1988",0.009975063
"1162","9/7/1988",-0.004938272
"1163","9/8/1988",-0.004962779
"1164","9/9/1988",0.002493766
"1165","9/12/1988",0.0199005
"1166","9/13/1988",0.004878049
"1167","9/14/1988",0.004854369
"1168","9/15/1988",-0.009661836
"1169","9/16/1988",-0.02195122
"1170","9/19/1988",-0.01246883
"1171","9/20/1988",0.005050505
"1172","9/21/1988",0.005025126
"1173","9/22/1988",-0.01
"1174","9/23/1988",0.02525252
"1175","9/26/1988",0
"1176","9/27/1988",-0.002463054
"1177","9/28/1988",0.002469136
"1178","9/29/1988",0.01477833
"1179","9/30/1988",-0.007281553
"1180","10/3/1988",0.01466993
"1181","10/4/1988",-0.009638554
"1182","10/5/1988",0.00973236
"1183","10/6/1988",0
"1184","10/7/1988",0.02409638
"1185","10/10/1988",0.007058823
"1186","10/11/1988",-0.002336449
"1187","10/12/1988",-0.02810304
"1188","10/13/1988",-0.01927711
"1189","10/14/1988",0.01474201
"1190","10/17/1988",0.004842615
"1191","10/18/1988",0.009638554
"1192","10/19/1988",-0.01670644
"1193","10/20/1988",0.04126213
"1194","10/21/1988",-0.002331002
"1195","10/24/1988",0.002336449
"1196","10/25/1988",0.01864802
"1197","10/26/1988",-0.01647597
"1198","10/27/1988",0.002352941
"1199","10/28/1988",-0.01643192
"1200","10/31/1988",-0.01670644
"1201","11/1/1988",0
"1202","11/2/1988",-0.002427184
"1203","11/3/1988",-0.01703163
"1204","11/4/1988",-0.01732673
"1205","11/7/1988",0.02770781
"1206","11/8/1988",0.00245098
"1207","11/9/1988",0
"1208","11/10/1988",-0.002444988
"1209","11/11/1988",-0.02205882
"1210","11/14/1988",-0.002506266
"1211","11/15/1988",0.01005025
"1212","11/16/1988",-0.01492537
"1213","11/17/1988",-0.002525253
"1214","11/18/1988",0.002531646
"1215","11/21/1988",0.002525253
"1216","11/22/1988",0.01511335
"1217","11/23/1988",0.01488834
"1218","11/25/1988",-0.02200489
"1219","11/28/1988",-0.0025
"1220","11/29/1988",0.02756892
"1221","11/30/1988",0.01463415
"1222","12/1/1988",0.002403846
"1223","12/2/1988",-0.007194245
"1224","12/5/1988",0.01690821
"1225","12/6/1988",0.004750594
"1226","12/7/1988",-0.004728132
"1227","12/8/1988",-0.01187648
"1228","12/9/1988",0.007211538
"1229","12/12/1988",0
"1230","12/13/1988",-0.002386635
"1231","12/14/1988",-0.009569378
"1232","12/15/1988",-0.01449275
"1233","12/16/1988",-0.004901961
"1234","12/19/1988",0.01724138
"1235","12/20/1988",0.002421308
"1236","12/21/1988",-0.009661836
"1237","12/22/1988",-0.004878049
"1238","12/23/1988",0
"1239","12/27/1988",-0.00245098
"1240","12/28/1988",-0.004914005
"1241","12/29/1988",0.01728395
"1242","12/30/1988",-0.01941748
"1243","1/3/1989",-0.002475247
"1244","1/4/1989",0.01488834
"1245","1/5/1989",0.007334963
"1246","1/6/1989",-0.002427184
"1247","1/9/1989",-0.00486618
"1248","1/10/1989",0
"1249","1/11/1989",0.02933985
"1250","1/12/1989",0.004750594
"1251","1/13/1989",0
"1252","1/16/1989",-0.004728132
"1253","1/17/1989",-0.009501188
"1254","1/18/1989",0.01678657
"1255","1/19/1989",-0.002358491
"1256","1/20/1989",-0.007092198
"1257","1/23/1989",-0.004761905
"1258","1/24/1989",0.009569379
"1259","1/25/1989",-0.002403846
"1260","1/26/1989",-0.004819277
"1261","1/27/1989",0.01694915
"1262","1/30/1989",0.02142857
"1263","1/31/1989",0.01864802
"1264","2/1/1989",0.009153318
"1265","2/2/1989",0
"1266","2/3/1989",-0.009070295
"1267","2/6/1989",0.002288329
"1268","2/7/1989",0.02054795
"1269","2/8/1989",0.004474273
"1270","2/9/1989",-0.01781737
"1271","2/10/1989",-0.02494331
"1272","2/13/1989",0.002325581
"1273","2/14/1989",-0.006960557
"1274","2/15/1989",0.01168224
"1275","2/16/1989",-0.009237875
"1276","2/17/1989",0.006993007
"1277","2/21/1989",-0.00462963
"1278","2/22/1989",-0.01860465
"1279","2/23/1989",0.007109005
"1280","2/24/1989",-0.02588235
"1281","2/27/1989",0.002415459
"1282","2/28/1989",-0.004819277
"1283","3/1/1989",-0.002421308
"1284","3/2/1989",0.007281553
"1285","3/3/1989",0.007228916
"1286","3/6/1989",-0.009569378
"1287","3/7/1989",-0.01449275
"1288","3/8/1989",-0.004901961
"1289","3/9/1989",0.007389163
"1290","3/10/1989",-0.007334963
"1291","3/13/1989",0.007389163
"1292","3/14/1989",-0.01466993
"1293","3/15/1989",-0.00248139
"1294","3/16/1989",0.01741293
"1295","3/17/1989",-0.02444988
"1296","3/20/1989",-0.01503759
"1297","3/21/1989",-0.005089059
"1298","3/22/1989",-0.01023018
"1299","3/23/1989",0.002583979
"1300","3/27/1989",0.007731959
"1301","3/28/1989",0
"1302","3/29/1989",-0.007672634
"1303","3/30/1989",0.005154639
"1304","3/31/1989",0.002564103
"1305","4/3/1989",0.01023018
"1306","4/4/1989",-0.01518987
"1307","4/5/1989",-0.02313625
"1308","4/6/1989",-0.01315789
"1309","4/7/1989",0.01866667
"1310","4/10/1989",-0.007853403
"1311","4/11/1989",-0.002638523
"1312","4/12/1989",-0.007936508
"1313","4/13/1989",0.002666667
"1314","4/14/1989",0.0212766
"1315","4/17/1989",-0.002604167
"1316","4/18/1989",0.0156658
"1317","4/19/1989",0
"1318","4/20/1989",-0.007712082
"1319","4/21/1989",0.01554404
"1320","4/24/1989",-0.0127551
"1321","4/25/1989",0.007751938
"1322","4/26/1989",0.01282051
"1323","4/27/1989",-0.01542416
"1324","4/28/1989",-0.002610966
"1325","5/1/1989",-0.002617801
"1326","5/2/1989",-0.005249344
"1327","5/3/1989",-0.007915568
"1328","5/4/1989",-0.002659574
"1329","5/5/1989",-0.002666667
"1330","5/8/1989",-0.005347594
"1331","5/9/1989",-0.002688172
"1332","5/10/1989",0
"1333","5/11/1989",0.008086253
"1334","5/12/1989",0.02139037
"1335","5/15/1989",0.01570681
"1336","5/16/1989",0.00257732
"1337","5/17/1989",0.02313625
"1338","5/18/1989",0
"1339","5/19/1989",0.005025126
"1340","5/22/1989",-0.0125
"1341","5/23/1989",-0.02531646
"1342","5/24/1989",-0.01558442
"1343","5/25/1989",-0.007915568
"1344","5/26/1989",0.02393617
"1345","5/30/1989",0.007792208
"1346","5/31/1989",0.005154639
"1347","6/1/1989",0.01282051
"1348","6/2/1989",0.005063291
"1349","6/5/1989",-0.002518892
"1350","6/6/1989",0.01010101
"1351","6/7/1989",-0.02
"1352","6/8/1989",-0.01020408
"1353","6/9/1989",0
"1354","6/12/1989",0.007731959
"1355","6/13/1989",0
"1356","6/14/1989",0.01023018
"1357","6/15/1989",-0.007594937
"1358","6/16/1989",-0.00255102
"1359","6/19/1989",-0.002557545
"1360","6/20/1989",0.007692308
"1361","6/21/1989",-0.007633588
"1362","6/22/1989",-0.002564103
"1363","6/23/1989",0.01285347
"1364","6/26/1989",-0.01015228
"1365","6/27/1989",0
"1366","6/28/1989",0.01025641
"1367","6/29/1989",-0.02030457
"1368","6/30/1989",0.005181347
"1369","7/3/1989",0.00257732
"1370","7/5/1989",-0.007712082
"1371","7/6/1989",-0.002590674
"1372","7/7/1989",-0.007792208
"1373","7/10/1989",-0.002617801
"1374","7/11/1989",0.007874016
"1375","7/12/1989",0.01041667
"1376","7/13/1989",0
"1377","7/14/1989",0.007731959
"1378","7/17/1989",0.002557545
"1379","7/18/1989",-0.005102041
"1380","7/19/1989",0.02564103
"1381","7/20/1989",-0.0175
"1382","7/21/1989",0.01272265
"1383","7/24/1989",-0.005025126
"1384","7/25/1989",0.005050505
"1385","7/26/1989",0.01507538
"1386","7/27/1989",-0.007425743
"1387","7/28/1989",0.004987531
"1388","7/31/1989",0.005037783
"1389","8/1/1989",-0.007518797
"1390","8/2/1989",0.01010101
"1391","8/3/1989",0
"1392","8/4/1989",-0.0025
"1393","8/7/1989",0.007518797
"1394","8/8/1989",0.002487562
"1395","8/9/1989",-0.009925558
"1396","8/10/1989",0.005012531
"1397","8/11/1989",-0.002493766
"1398","8/14/1989",0.0025
"1399","8/15/1989",0.01745636
"1400","8/16/1989",0.01715686
"1401","8/17/1989",-0.01686747
"1402","8/18/1989",0.007352941
"1403","8/21/1989",-0.00243309
"1404","8/22/1989",0
"1405","8/23/1989",0.01219512
"1406","8/24/1989",0.009638554
"1407","8/25/1989",0.007159905
"1408","8/28/1989",0.004739337
"1409","8/29/1989",-0.01415094
"1410","8/30/1989",0.01435407
"1411","8/31/1989",0.01650943
"1412","9/1/1989",0.006960557
"1413","9/5/1989",-0.01152074
"1414","9/6/1989",-0.01165501
"1415","9/7/1989",-0.002358491
"1416","9/8/1989",0.0141844
"1417","9/11/1989",0.002331002
"1418","9/12/1989",-0.004651163
"1419","9/13/1989",-0.02570093
"1420","9/14/1989",0
"1421","9/15/1989",-0.002398082
"1422","9/18/1989",0
"1423","9/19/1989",-0.007211538
"1424","9/20/1989",-0.01452785
"1425","9/21/1989",-0.002457002
"1426","9/22/1989",0.01477833
"1427","9/25/1989",-0.01213592
"1428","9/26/1989",0.004914005
"1429","9/27/1989",-0.002444988
"1430","9/28/1989",0
"1431","9/29/1989",-0.00245098
"1432","10/2/1989",0.007371007
"1433","10/3/1989",0.02682927
"1434","10/4/1989",0.01187648
"1435","10/5/1989",-0.002347418
"1436","10/6/1989",0.002352941
"1437","10/9/1989",0
"1438","10/10/1989",-0.007042253
"1439","10/11/1989",-0.007092198
"1440","10/12/1989",-0.00952381
"1441","10/13/1989",-0.05769231
"1442","10/16/1989",0.03571429
"1443","10/17/1989",-0.01724138
"1444","10/18/1989",-0.002506266
"1445","10/19/1989",0.005025126
"1446","10/20/1989",0
"1447","10/23/1989",-0.0025
"1448","10/24/1989",-0.01503759
"1449","10/25/1989",-0.01017812
"1450","10/26/1989",-0.007712082
"1451","10/27/1989",-0.007894737
"1452","10/30/1989",-0.00795756
"1453","10/31/1989",0.01336898
"1454","11/1/1989",-0.005277045
"1455","11/2/1989",-0.0132626
"1456","11/3/1989",-0.0188172
"1457","11/6/1989",-0.03835616
"1458","11/7/1989",0.01994302
"1459","11/8/1989",0.005586592
"1460","11/9/1989",-0.008333334
"1461","11/10/1989",0.008403362
"1462","11/13/1989",-0.005555556
"1463","11/14/1989",-0.01117318
"1464","11/15/1989",0.005649718
"1465","11/16/1989",0.002808989
"1466","11/17/1989",0.005602241
"1467","11/20/1989",-0.01949861
"1468","11/21/1989",-0.005681818
"1469","11/22/1989",0.002857143
"1470","11/24/1989",0.008547009
"1471","11/27/1989",0.02542373
"1472","11/28/1989",0.005509642
"1473","11/29/1989",-0.01643836
"1474","11/30/1989",-0.005571031
"1475","12/1/1989",0.01960784
"1476","12/4/1989",0.002747253
"1477","12/5/1989",-0.008219178
"1478","12/6/1989",0
"1479","12/7/1989",-0.002762431
"1480","12/8/1989",-0.005540166
"1481","12/11/1989",-0.01392758
"1482","12/12/1989",0.008474576
"1483","12/13/1989",0.002801121
"1484","12/14/1989",-0.01675978
"1485","12/15/1989",-0.008522728
"1486","12/18/1989",-0.02005731
"1487","12/19/1989",-0.02631579
"1488","12/20/1989",0.006006006
"1489","12/21/1989",0.0238806
"1490","12/22/1989",0
"1491","12/26/1989",0.002915452
"1492","12/27/1989",0.005813953
"1493","12/28/1989",0.00867052
"1494","12/29/1989",0
"1495","1/2/1990",0.03724928
"1496","1/3/1990",0.005524862
"1497","1/4/1990",0
"1498","1/5/1990",-0.01373626
"1499","1/8/1990",0
"1500","1/9/1990",-0.01671309
"1501","1/10/1990",0.008498584
"1502","1/11/1990",0.01123596
"1503","1/12/1990",-0.02777778
"1504","1/15/1990",-0.01142857
"1505","1/16/1990",0.04046243
"1506","1/17/1990",-0.01666667
"1507","1/18/1990",0
"1508","1/19/1990",0.008474576
"1509","1/22/1990",-0.02521008
"1510","1/23/1990",0.01149425
"1511","1/24/1990",-0.02272727
"1512","1/25/1990",-0.01183432
"1513","1/26/1990",0.01497006
"1514","1/29/1990",0.005899705
"1515","1/30/1990",-0.002932551
"1516","1/31/1990",0.01470588
"1517","2/1/1990",-0.008695652
"1518","2/2/1990",0.00877193
"1519","2/5/1990",0.008695652
"1520","2/6/1990",-0.01436782
"1521","2/7/1990",0.04664723
"1522","2/8/1990",-0.01949861
"1523","2/9/1990",0
"1524","2/12/1990",0
"1525","2/13/1990",0.002840909
"1526","2/14/1990",0.01133144
"1527","2/15/1990",0.0140056
"1528","2/16/1990",-0.01933702
"1529","2/20/1990",-0.008450705
"1530","2/21/1990",0.02840909
"1531","2/22/1990",-0.01381215
"1532","2/23/1990",0.002801121
"1533","2/26/1990",0.02513967
"1534","2/27/1990",0.005449591
"1535","2/28/1990",-0.002710027
"1536","3/1/1990",-0.002717391
"1537","3/2/1990",0.02724796
"1538","3/5/1990",-0.00530504
"1539","3/6/1990",0.016
"1540","3/7/1990",-0.01049869
"1541","3/8/1990",0.01061008
"1542","3/9/1990",-0.005249344
"1543","3/12/1990",0.01319261
"1544","3/13/1990",0.002604167
"1545","3/14/1990",-0.01038961
"1546","3/15/1990",0.005249344
"1547","3/16/1990",0.0156658
"1548","3/19/1990",-0.007712082
"1549","3/20/1990",0.005181347
"1550","3/21/1990",-0.01030928
"1551","3/22/1990",0.01041667
"1552","3/23/1990",-0.005154639
"1553","3/26/1990",0.005181347
"1554","3/27/1990",0.005154639
"1555","3/28/1990",0
"1556","3/29/1990",-0.01538462
"1557","3/30/1990",-0.015625
"1558","4/2/1990",0.002645503
"1559","4/3/1990",0.01055409
"1560","4/4/1990",-0.007832898
"1561","4/5/1990",-0.01052632
"1562","4/6/1990",-0.002659574
"1563","4/9/1990",0
"1564","4/10/1990",0
"1565","4/11/1990",-0.008
"1566","4/12/1990",0
"1567","4/16/1990",0.005376344
"1568","4/17/1990",0.00802139
"1569","4/18/1990",0.01856764
"1570","4/19/1990",0.005208333
"1571","4/20/1990",-0.005181347
"1572","4/23/1990",-0.01041667
"1573","4/24/1990",-0.01578947
"1574","4/25/1990",-0.005347594
"1575","4/26/1990",-0.005376344
"1576","4/27/1990",-0.02472528
"1577","4/30/1990",-0.005633803
"1578","5/1/1990",0.005665722
"1579","5/2/1990",0.02535211
"1580","5/3/1990",0.002747253
"1581","5/4/1990",0.005479452
"1582","5/7/1990",-0.002724796
"1583","5/8/1990",0.0136612
"1584","5/9/1990",-0.01078167
"1585","5/10/1990",-0.008174387
"1586","5/11/1990",0.01923077
"1587","5/14/1990",0.02425876
"1588","5/15/1990",0.005263158
"1589","5/16/1990",0
"1590","5/17/1990",0
"1591","5/18/1990",-0.013089
"1592","5/21/1990",0.01061008
"1593","5/22/1990",0
"1594","5/23/1990",-0.01049869
"1595","5/24/1990",-0.0132626
"1596","5/25/1990",0.002688172
"1597","5/29/1990",0.01072386
"1598","5/30/1990",-0.0132626
"1599","5/31/1990",-0.008064516
"1600","6/1/1990",0.01626016
"1601","6/4/1990",0.024
"1602","6/5/1990",-0.01302083
"1603","6/6/1990",-0.01846966
"1604","6/7/1990",-0.005376344
"1605","6/8/1990",-0.008108108
"1606","6/11/1990",0.002724796
"1607","6/12/1990",0.01358696
"1608","6/13/1990",-0.00536193
"1609","6/14/1990",0
"1610","6/15/1990",-0.01347709
"1611","6/18/1990",-0.01912568
"1612","6/19/1990",0.002785515
"1613","6/20/1990",-0.002777778
"1614","6/21/1990",-0.008356546
"1615","6/22/1990",-0.002808989
"1616","6/25/1990",-0.01408451
"1617","6/26/1990",-0.008571428
"1618","6/27/1990",0.008645534
"1619","6/28/1990",0.002857143
"1620","6/29/1990",-0.002849003
"1621","7/2/1990",0.01428571
"1622","7/3/1990",0.01408451
"1623","7/5/1990",-0.02222222
"1624","7/6/1990",0
"1625","7/9/1990",0.005681818
"1626","7/10/1990",-0.02259887
"1627","7/11/1990",-0.005780347
"1628","7/12/1990",0.02325581
"1629","7/13/1990",0.005681818
"1630","7/16/1990",-0.01412429
"1631","7/17/1990",0.00286533
"1632","7/18/1990",-0.005714286
"1633","7/19/1990",0.01436782
"1634","7/20/1990",-0.01983003
"1635","7/23/1990",-0.00867052
"1636","7/24/1990",-0.01166181
"1637","7/25/1990",-0.002949852
"1638","7/26/1990",-0.00887574
"1639","7/27/1990",0.008955224
"1640","7/30/1990",0.003012048
"1641","7/31/1990",-0.003003003
"1642","8/1/1990",-0.009036144
"1643","8/2/1990",-0.03039514
"1644","8/3/1990",0
"1645","8/6/1990",-0.03448276
"1646","8/7/1990",-0.01298701
"1647","8/8/1990",0.003289474
"1648","8/9/1990",0.003278689
"1649","8/10/1990",-0.0130719
"1650","8/13/1990",-0.006622517
"1651","8/14/1990",0.01333333
"1652","8/15/1990",0.003289474
"1653","8/16/1990",-0.0295082
"1654","8/17/1990",-0.02027027
"1655","8/20/1990",-0.006896552
"1656","8/21/1990",-0.02777778
"1657","8/22/1990",-0.02142857
"1658","8/23/1990",-0.03284672
"1659","8/24/1990",0.03773585
"1660","8/27/1990",0.03272727
"1661","8/28/1990",0.01056338
"1662","8/29/1990",0
"1663","8/30/1990",-0.03135889
"1664","8/31/1990",0.003597122
"1665","9/4/1990",-0.003584229
"1666","9/5/1990",-0.003597122
"1667","9/6/1990",-0.01083033
"1668","9/7/1990",0.02554744
"1669","9/10/1990",-0.007117438
"1670","9/11/1990",0.007168459
"1671","9/12/1990",0.01067616
"1672","9/13/1990",-0.02112676
"1673","9/14/1990",-0.003597122
"1674","9/17/1990",0.003610108
"1675","9/18/1990",0.01438849
"1676","9/19/1990",-0.0141844
"1677","9/20/1990",-0.02877698
"1678","9/21/1990",0.003703704
"1679","9/24/1990",-0.0295203
"1680","9/25/1990",0.007604563
"1681","9/26/1990",-0.02264151
"1682","9/27/1990",-0.01930502
"1683","9/28/1990",-0.02755906
"1684","10/1/1990",0.01214575
"1685","10/2/1990",0.032
"1686","10/3/1990",0
