"X.Y..m..d","EASTEU","LATAM","CHINA","INDIA","ENERGY","MINING","GOLD","WATER"
"2002-10-08","-0.0060820","-0.0191400","-0.0075050"," 0.0203600","-0.0149500","-0.0072670","-0.0232300","-0.0120600"
"2002-10-09","-0.0074350"," 0.0000000"," 0.0037590"," 0.0052450","-0.0123200","-0.0122300","-0.0315800","-0.0180900"
"2002-10-10","-0.0074910","-0.0257600","-0.0132200","-0.0167000","-0.0242200","-0.0016420"," 0.0101200"," 0.0066530"
"2002-10-11"," 0.0131800"," 0.0000000"," 0.0075760"," 0.0249500"," 0.0140100"," 0.0041000","-0.0179800"," 0.0146500"
"2002-10-14","-0.0021850"," 0.0196400"," 0.0000000","-0.0012980"," 0.0286700"," 0.0274400"," 0.0256900"," 0.0037000"
"2002-10-15"," 0.0173500","-0.0092550"," 0.0279100","-0.0065150"," 0.0114300"," 0.0039730"," 0.0000000"," 0.0277500"
"2002-10-16"," 0.0102700"," 0.0184200"," 0.0109500"," 0.0034800"," 0.0305900"," 0.0039570","-0.0280600","-0.0132400"
"2002-10-17"," 0.0072080","-0.0163600"," 0.0126200","-0.0074090","-0.0137200"," 0.0015790","-0.0079370"," 0.0085670"
"2002-10-18","-0.0012680"," 0.0264500"," 0.0071430"," 0.0190600"," 0.0163300"," 0.0102000","-0.0136400","-0.0028530"
"2002-10-21"," 0.0267100"," 0.0060060","-0.0035650","-0.0064590","-0.0017280"," 0.0062260","-0.0024260"," 0.0105900"
"2002-10-22"," 0.0061590"," 0.0069620","-0.0071680","-0.0187500"," 0.0045070"," 0.0038710","-0.0105800","-0.0012520"
"2002-10-23","-0.0190100"," 0.0009906"," 0.0283700","-0.0022030","-0.0269200"," 0.0092310"," 0.0345800","-0.0019460"
"2002-10-24","-0.0054380"," 0.0186400","-0.0017500","-0.0070830"," 0.0123200","-0.0023000","-0.0143300","-0.0006512"
"2002-10-25","-0.0058900"," 0.0058140","-0.0035090","-0.0183800","-0.0100900"," 0.0045940"," 0.0032030","-0.0009389"
"2002-10-28"," 0.0000000"," 0.0115300"," 0.0104900","-0.0118300","-0.0044500"," 0.0060930"," 0.0055800"," 0.0055760"
"2002-10-29"," 0.0192200","-0.0183100","-0.0264300"," 0.0122900","-0.0014460","-0.0038040"," 0.0258900","-0.0021280"
"2002-10-30","-0.0012420","-0.0107600"," 0.0035650"," 0.0022590","-0.0228400","-0.0053500","-0.0007749"," 0.0161000"
"2002-10-31"," 0.0253700"," 0.0328800","-0.0089370"," 0.0223100"," 0.0322900"," 0.0068730"," 0.0007749"," 0.0032680"
"2002-11-01"," 0.0000000"," 0.0000000","-0.0035970"," 0.0000000"," 0.0125100"," 0.0000000"," 0.0000000"," 0.0078520"
"2002-11-04"," 0.0108500"," 0.0216500"," 0.0160900"," 0.0017640"," 0.0139800"," 0.0136100"," 0.0207000"," 0.0138700"
"2002-11-05"," 0.0067720","-0.0018640","-0.0017750"," 0.0052720","-0.0044820"," 0.0163800"," 0.0158100"," 0.0003739"
"2002-11-06","-0.0095730"," 0.0046530"," 0.0070800","-0.0004383","-0.0009208"," 0.0022130","-0.0007471"," 0.0023130"
"2002-11-07"," 0.0012020","-0.0046530"," 0.0017620","-0.0039530"," 0.0095510"," 0.0168100"," 0.0229000"," 0.0000952"
"2002-11-08"," 0.0047920","-0.0084310"," 0.0105100","-0.0048530","-0.0144200"," 0.0028940"," 0.0123400","-0.0031090"
"2002-11-11"," 0.0007965"," 0.0000000","-0.0105100","-0.0022140","-0.0004961"," 0.0014440","-0.0057890","-0.0068790"
"2002-11-12"," 0.0083250","-0.0075540","-0.0035270"," 0.0026560","-0.0088490","-0.0116100","-0.0014520"," 0.0009927"
"2002-11-13"," 0.0035470","-0.0133600"," 0.0000000"," 0.0030900"," 0.0017010"," 0.0036430"," 0.0036270","-0.0075700"
"2002-11-14"," 0.0093970","-0.0019230"," 0.0070420"," 0.0140000","-0.0175000","-0.0080320","-0.0264100"," 0.0059430"
"2002-11-15"," 0.0050530"," 0.0152800"," 0.0122100"," 0.0253200"," 0.0161500"," 0.0000000"," 0.0029700"," 0.0058220"
"2002-11-18"," 0.0065700","-0.0047510","-0.0052130","-0.0004238"," 0.0053130"," 0.0138300"," 0.0270600","-0.0013540"
"2002-11-19","-0.0030860"," 0.0085350","-0.0052400"," 0.0008475"," 0.0049100"," 0.0050490","-0.0043380","-0.0059520"
"2002-11-20","-0.0104900","-0.0114000","-0.0052680"," 0.0063330","-0.0049550","-0.0218200","-0.0271800"," 0.0035280"
"2002-11-21"," 0.0116500"," 0.0123400"," 0.0000000"," 0.0062930"," 0.0106900"," 0.0087850","-0.0142500"," 0.0021770"
"2002-11-22"," 0.0126600"," 0.0269900"," 0.0017590"," 0.0116400"," 0.0121300"," 0.0159100","-0.0060610"," 0.0018670"
"2002-11-25"," 0.0038040","-0.0101500"," 0.0035090"," 0.0127300","-0.0114600","-0.0086460","-0.0015210","-0.0001127"
"2002-11-26"," 0.0037890"," 0.0000000","-0.0035090"," 0.0089400","-0.0011490","-0.0182600","-0.0223200","-0.0130900"
"2002-11-27","-0.0110300","-0.0093200"," 0.0000000","-0.0101600","-0.0133000","-0.0051720","-0.0046800"," 0.0204400"
"2002-11-28"," 0.0095150"," 0.0240500"," 0.0052590"," 0.0138000"," 0.0208300"," 0.0161600","-0.0039170","-0.0212200"
"2002-11-29","-0.0015160"," 0.0009137","-0.0017500"," 0.0076290"," 0.0000000"," 0.0079860"," 0.0054790"," 0.0248800"
"2002-12-02"," 0.0041640"," 0.0018250"," 0.0173600"," 0.0186300"," 0.0126100"," 0.0136400"," 0.0070010"," 0.0080110"
"2002-12-03","-0.0034060"," 0.0198600"," 0.0102700","-0.0162300"," 0.0035030"," 0.0042700","-0.0054410","-0.0080110"
"2002-12-04","-0.0129700","-0.0125900","-0.0102700","-0.0148700"," 0.0003101"," 0.0056660"," 0.0442100"," 0.0032040"
"2002-12-05"," 0.0034500","-0.0118300"," 0.0051500"," 0.0108800","-0.0076080","-0.0028290"," 0.0155400","-0.0038480"
"2002-12-06","-0.0072980","-0.0119800","-0.0051500"," 0.0327100"," 0.0040530","-0.0035470"," 0.0145800"," 0.0048840"
"2002-12-09"," 0.0015410"," 0.0110600","-0.0034480","-0.0117000"," 0.0116000"," 0.0077880"," 0.0257200","-0.0101800"
"2002-12-10"," 0.0030750","-0.0166400"," 0.0034480","-0.0074820","-0.0109500","-0.0063670"," 0.0021130"," 0.0094280"
"2002-12-11","-0.0123600"," 0.0120400","-0.0017230"," 0.0074820"," 0.0086360","-0.0121400","-0.0199000"," 0.0028930"
"2002-12-12","-0.0081920"," 0.0091660"," 0.0068730"," 0.0058670","-0.0027570"," 0.0092960"," 0.0227100"," 0.0066790"
"2002-12-13"," 0.0050790"," 0.0036430","-0.0017140"," 0.0143300"," 0.0081100"," 0.0113200"," 0.0632200","-0.0090130"
"2002-12-16"," 0.0081510"," 0.0027240","-0.0051590","-0.0042380"," 0.0011310"," 0.0098040"," 0.0104900"," 0.0143900"
"2002-12-17"," 0.0015450"," 0.0179700"," 0.0085840","-0.0100900"," 0.0142600"," 0.0247800"," 0.0212800","-0.0068500"
"2002-12-18","-0.0096960"," 0.0017790","-0.0068610"," 0.0093170"," 0.0027970","-0.0157600","-0.0397100","-0.0013340"
"2002-12-19","-0.0090040"," 0.0062030","-0.0017230"," 0.0096140","-0.0112400"," 0.0089380"," 0.0473300"," 0.0009514"
"2002-12-20"," 0.0035330"," 0.0114200"," 0.0085840"," 0.0011470"," 0.0036160","-0.0082470","-0.0256600","-0.0005563"
"2002-12-23"," 0.0058610"," 0.0095610","-0.0051410","-0.0030630"," 0.0110400"," 0.0068780"," 0.0000000"," 0.0041450"
"2002-12-24","-0.0070370"," 0.0000000"," 0.0017170"," 0.0000000"," 0.0069290"," 0.0000000"," 0.0000000"," 0.0054500"
"2002-12-25"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0004852"
"2002-12-26"," 0.0000000"," 0.0000000","-0.0017170"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0047420"
"2002-12-27"," 0.0000000","-0.0201000","-0.0017200"," 0.0204900","-0.0026130"," 0.0142900"," 0.0382500","-0.0119000"
"2002-12-30"," 0.0163400","-0.0088650","-0.0226300","-0.0048960","-0.0122800"," 0.0006754"," 0.0130500"," 0.0083600"
"2002-12-31"," 0.0019280","-0.0062530"," 0.0052680","-0.0064380"," 0.0079160"," 0.0020240","-0.0212100"," 0.0026950"
"2003-01-01"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0013340"," 0.0000000"," 0.0000000"," 0.0000000"
"2003-01-02"," 0.0003851"," 0.0053620"," 0.0034970"," 0.0056830"," 0.0000000","-0.0020240"," 0.0025190","-0.0146700"
"2003-01-03"," 0.0160400"," 0.0167900"," 0.0138700"," 0.0064020"," 0.0000000"," 0.0100800"," 0.0018850"," 0.0109600"
"2003-01-06"," 0.0018930"," 0.0087260"," 0.0051500","-0.0124600"," 0.0170400"," 0.0152600"," 0.0387900"," 0.0084530"
"2003-01-07","-0.0015140"," 0.0299600"," 0.0000000"," 0.0041720"," 0.0119500","-0.0085950","-0.0115400","-0.0067130"
"2003-01-08","-0.0068420","-0.0050720"," 0.0102200"," 0.0094180","-0.0220600","-0.0039920","-0.0297600"," 0.0066100"
"2003-01-09","-0.0068890","-0.0085110"," 0.0134700"," 0.0097020","-0.0101600"," 0.0066450"," 0.0352400"," 0.0016010"
"2003-01-10"," 0.0160000"," 0.0219800"," 0.0083260","-0.0153400"," 0.0180200"," 0.0059430","-0.0085420"," 0.0024020"
"2003-01-13"," 0.0064040","-0.0033500"," 0.0131800","-0.0117600"," 0.0027350"," 0.0072160"," 0.0061090","-0.0033780"
"2003-01-14"," 0.0022510"," 0.0000000","-0.0082170"," 0.0113800","-0.0038250","-0.0039290","-0.0104100"," 0.0068450"
"2003-01-15","-0.0011250"," 0.0091860"," 0.0000000"," 0.0041410","-0.0089900","-0.0112200","-0.0293500","-0.0042420"
"2003-01-16"," 0.0003750","-0.0142300","-0.0099500"," 0.0063660"," 0.0052730","-0.0086640","-0.0063570"," 0.0096040"
"2003-01-17","-0.0097970","-0.0093180","-0.0050130","-0.0052400"," 0.0091150"," 0.0093270"," 0.0381700","-0.0041970"
"2003-01-20","-0.0095110","-0.0189000","-0.0016760","-0.0063990","-0.0078570","-0.0059860","-0.0167100","-0.0004468"
"2003-01-21","-0.0142400","-0.0026050"," 0.0083540","-0.0034050"," 0.0000000","-0.0033410","-0.0056340","-0.0085650"
"2003-01-22","-0.0168100","-0.0264300"," 0.0016630","-0.0018960","-0.0207400","-0.0107700"," 0.0174200","-0.0108800"
"2003-01-23","-0.0095090","-0.0216600","-0.0033280","-0.0149200","-0.0058800"," 0.0047250"," 0.0261800"," 0.0058400"
"2003-01-24"," 0.0095090","-0.0082460","-0.0083680","-0.0171000"," 0.0014680"," 0.0100500"," 0.0071860","-0.0031180"
"2003-01-27","-0.0151000","-0.0204500","-0.0169500","-0.0166000","-0.0101600","-0.0168100"," 0.0130400","-0.0135600"
"2003-01-28"," 0.0063850","-0.0132300"," 0.0085110"," 0.0111000","-0.0195200","-0.0157200","-0.0202300","-0.0000256"
"2003-01-29"," 0.0043660"," 0.0037990"," 0.0050720","-0.0039490"," 0.0088660","-0.0027590","-0.0108800","-0.0041270"
"2003-01-30"," 0.0031630"," 0.0150500"," 0.0000000"," 0.0063120"," 0.0177000","-0.0048460","-0.0233600"," 0.0029310"
"2003-01-31","-0.0051450","-0.0009341"," 0.0016850"," 0.0070530","-0.0041290"," 0.0055360"," 0.0086690"," 0.0094930"
"2003-02-03"," 0.0027740"," 0.0157600"," 0.0000000"," 0.0158800"," 0.0073300","-0.0062310","-0.0124100"," 0.0046280"
"2003-02-04"," 0.0027660"," 0.0100700"," 0.0100500"," 0.0007683"," 0.0035040"," 0.0165300"," 0.0056020","-0.0041860"
"2003-02-05","-0.0031620","-0.0165300"," 0.0066450","-0.0057770"," 0.0081110"," 0.0074860"," 0.0347700","-0.0084220"
"2003-02-06","-0.0071510"," 0.0009255","-0.0033170"," 0.0183700","-0.0021150"," 0.0006777","-0.0255000"," 0.0014840"
"2003-02-07"," 0.0011950","-0.0064970","-0.0049960","-0.0018980","-0.0096670","-0.0115800","-0.0154900","-0.0059670"
"2003-02-10"," 0.0114800","-0.0084150","-0.0067000","-0.0145400","-0.0036530"," 0.0000000","-0.0113100"," 0.0055710"
"2003-02-11"," 0.0090140"," 0.0009385","-0.0016820"," 0.0084450"," 0.0108200","-0.0179800","-0.0327500"," 0.0098550"
"2003-02-12"," 0.0019490","-0.0056440"," 0.0117200","-0.0115300"," 0.0006449"," 0.0117900"," 0.0161900","-0.0013980"
"2003-02-13"," 0.0019450","-0.0075760","-0.0100300"," 0.0007731","-0.0090450","-0.0020710","-0.0135800","-0.0061310"
"2003-02-14"," 0.0023290","-0.0105100","-0.0067450","-0.0042590","-0.0011970","-0.0055440"," 0.0193400","-0.0017510"
"2003-02-17","-0.0003878"," 0.0009602"," 0.0134500"," 0.0211200"," 0.0058240","-0.0147000","-0.0271900"," 0.0007188"
"2003-02-18"," 0.0034850"," 0.0038310","-0.0016710"," 0.0034140"," 0.0000000"," 0.0174800"," 0.0000000"," 0.0132200"
"2003-02-19","-0.0104900"," 0.0208100"," 0.0033390","-0.0030340"," 0.0090040","-0.0006932","-0.0026280","-0.0038170"
"2003-02-20"," 0.0050650","-0.0103500","-0.0016680"," 0.0060580","-0.0046580"," 0.0062220"," 0.0227700"," 0.0021870"
"2003-02-21"," 0.0031040"," 0.0009456","-0.0117500","-0.0075790"," 0.0017560"," 0.0020650"," 0.0064100"," 0.0008641"
"2003-02-24"," 0.0003874"," 0.0065940"," 0.0050550","-0.0011420"," 0.0175500"," 0.0048030","-0.0089860","-0.0055230"
"2003-02-25","-0.0046580","-0.0075400"," 0.0050290","-0.0064950"," 0.0056240","-0.0041150","-0.0012900","-0.0087060"
"2003-02-26"," 0.0011670","-0.0066450","-0.0016740","-0.0046100","-0.0021930","-0.0062050","-0.0221900","-0.0068850"
"2003-02-27"," 0.0015530","-0.0076480","-0.0050380"," 0.0034600","-0.0011590"," 0.0034520"," 0.0032950"," 0.0046330"
"2003-02-28","-0.0003881"," 0.0066950"," 0.0016820"," 0.0019170","-0.0000814","-0.0110900","-0.0226200","-0.0023020"
"2003-03-03"," 0.0073490"," 0.0066510"," 0.0083680","-0.0026850"," 0.0067350"," 0.0062520"," 0.0107100"," 0.0024720"
"2003-03-04","-0.0030880"," 0.0009465","-0.0083680","-0.0100300"," 0.0070510","-0.0013860","-0.0134100"," 0.0005562"
"2003-03-05","-0.0003866","-0.0085510","-0.0118300","-0.0144600","-0.0051630"," 0.0020780"," 0.0134100","-0.0007175"
"2003-03-06"," 0.0119200","-0.0009547","-0.0188800"," 0.0011800"," 0.0053530","-0.0160400","-0.0060100","-0.0034910"
"2003-03-07","-0.0042120"," 0.0132800","-0.0069570","-0.0190500","-0.0038610","-0.0148800","-0.0073950","-0.0057440"
"2003-03-10"," 0.0023000"," 0.0037630","-0.0052490","-0.0100700","-0.0033910","-0.0028590","-0.0177000","-0.0031980"
"2003-03-11","-0.0096170","-0.0170500"," 0.0035030"," 0.0016170","-0.0128300","-0.0180600","-0.0306900","-0.0082490"
"2003-03-12","-0.0077610"," 0.0095060"," 0.0121600","-0.0036430","-0.0059670","-0.0146800","-0.0345900","-0.0089460"
"2003-03-13","-0.0019500"," 0.0103500"," 0.0034480","-0.0028430","-0.0191000"," 0.0044280"," 0.0014650"," 0.0095200"
"2003-03-14"," 0.0019500"," 0.0194700"," 0.0119800"," 0.0000000"," 0.0114100"," 0.0146200","-0.0073480"," 0.0055170"
"2003-03-17"," 0.0000000"," 0.0018350","-0.0102600","-0.0077570","-0.0078990"," 0.0050670"," 0.0383400"," 0.0113300"
"2003-03-18","-0.0260500"," 0.0109400"," 0.0187200"," 0.0024560"," 0.0101200"," 0.0093430","-0.0164600"," 0.0087530"
"2003-03-19","-0.0140900"," 0.0063260"," 0.0016850"," 0.0069260","-0.0028730"," 0.0099640"," 0.0171700"," 0.0069950"
"2003-03-20"," 0.0124900","-0.0036100"," 0.0050380"," 0.0208900"," 0.0069250","-0.0085350","-0.0135700"," 0.0068650"
"2003-03-21"," 0.0099620"," 0.0143600"," 0.0000000"," 0.0067370"," 0.0085770","-0.0014300","-0.0137500"," 0.0120700"
"2003-03-24","-0.0027790"," 0.0071050"," 0.0000000","-0.0083280"," 0.0037970","-0.0165900","-0.0280900","-0.0111100"
"2003-03-25"," 0.0003975","-0.0196600","-0.0033560","-0.0039900","-0.0160200","-0.0095000"," 0.0022460"," 0.0054360"
"2003-03-26"," 0.0019850"," 0.0107700","-0.0033670"," 0.0055820"," 0.0113900"," 0.0007339","-0.0052490"," 0.0102600"
"2003-03-27"," 0.0027730","-0.0035780","-0.0016880"," 0.0023830","-0.0014340","-0.0081030","-0.0022580"," 0.0025000"
"2003-03-28","-0.0047580","-0.0026920"," 0.0084100","-0.0011910"," 0.0041740","-0.0119000","-0.0098450"," 0.0090840"
"2003-03-31","-0.0079810","-0.0036000","-0.0186000","-0.0200600"," 0.0093070"," 0.0156000"," 0.0504600","-0.0175500"
"2003-04-01"," 0.0051950"," 0.0018020"," 0.0000000"," 0.0148800","-0.0087150"," 0.0007366"," 0.0179300"," 0.0045610"
"2003-04-02"," 0.0059610"," 0.0275200"," 0.0017050"," 0.0063670"," 0.0122800"," 0.0095270","-0.0179300"," 0.0111600"
"2003-04-03"," 0.0047430"," 0.0121800"," 0.0017020"," 0.0122200","-0.0001915"," 0.0058180","-0.0197300","-0.0026040"
"2003-04-04","-0.0007890"," 0.0025920"," 0.0118300"," 0.0074180","-0.0108900","-0.0043600","-0.0103900"," 0.0129000"
"2003-04-07"," 0.0176000"," 0.0255600"," 0.0050290"," 0.0215500"," 0.0088560"," 0.0000000","-0.0052340"," 0.0022630"
"2003-04-08"," 0.0092630"," 0.0125400","-0.0083960","-0.0053440","-0.0022450"," 0.0130200"," 0.0111800","-0.0069590"
"2003-04-09"," 0.0053640","-0.0218300","-0.0084670","-0.0015320","-0.0056640","-0.0028800"," 0.0125200"," 0.0093130"
"2003-04-10"," 0.0041940","-0.0034010"," 0.0016990","-0.0438800"," 0.0022370"," 0.0050340"," 0.0217200","-0.0031660"
"2003-04-11","-0.0034310","-0.0085540"," 0.0101400"," 0.0043960"," 0.0101400","-0.0028740"," 0.0042890","-0.0030280"
"2003-04-14"," 0.0057110","-0.0008595","-0.0118300","-0.0039950","-0.0052830","-0.0007197","-0.0057220"," 0.0007003"
"2003-04-15"," 0.0102000"," 0.0221100"," 0.0016990"," 0.0004002"," 0.0084650"," 0.0043100","-0.0064770"," 0.0058860"
"2003-04-16"," 0.0074880"," 0.0175100"," 0.0067680"," 0.0043920"," 0.0001203"," 0.0057180"," 0.0100600"," 0.0077480"
"2003-04-17","-0.0022400"," 0.0016520","-0.0067680","-0.0100100","-0.0044190"," 0.0021360"," 0.0141900"," 0.0020220"
"2003-04-18"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0003676"
"2003-04-21"," 0.0000000"," 0.0000000"," 0.0016960"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000","-0.0017470"
"2003-04-22"," 0.0367000"," 0.0196100","-0.0119400"," 0.0056180"," 0.0159200"," 0.0077930"," 0.0223000"," 0.0088890"
"2003-04-23"," 0.0025190"," 0.0048430","-0.0173000","-0.0080350"," 0.0128700"," 0.0035220"," 0.0082360"," 0.0127300"
"2003-04-24"," 0.0149800"," 0.0222900","-0.0122900","-0.0085070"," 0.0008408","-0.0170200","-0.0123800"," 0.0058310"
"2003-04-25","-0.0060380","-0.0063190","-0.0088730","-0.0081700","-0.0018980","-0.0224200","-0.0188600"," 0.0000906"
"2003-04-28"," 0.0215000","-0.0079550"," 0.0017810","-0.0008207","-0.0087620"," 0.0014620"," 0.0000000"," 0.0009472"
"2003-04-29","-0.0034930"," 0.0306700"," 0.0280700","-0.0008214"," 0.0091140"," 0.0021890","-0.0206600"," 0.0058070"
"2003-04-30"," 0.0020970"," 0.0214600","-0.0017320"," 0.0008214","-0.0071900"," 0.0021840","-0.0130400"," 0.0058940"
"2003-05-01"," 0.0062650"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0054070"," 0.0000000"," 0.0000000"," 0.0072300"
"2003-05-02"," 0.0079490","-0.0114400"," 0.0034600"," 0.0089910"," 0.0000000"," 0.0180200"," 0.0518800","-0.0036670"
"2003-05-05"," 0.0000000"," 0.0227500"," 0.0103100"," 0.0157400"," 0.0000000"," 0.0120700"," 0.0144400"," 0.0140700"
"2003-05-06"," 0.0217900","-0.0227500"," 0.0034130"," 0.0059890"," 0.0263100"," 0.0084330"," 0.0088350"," 0.0067830"
"2003-05-07","-0.0047270"," 0.0189900"," 0.0017020"," 0.0000000"," 0.0096940"," 0.0000000"," 0.0114400","-0.0116600"
"2003-05-08","-0.0108900"," 0.0149400","-0.0051150","-0.0063900"," 0.0061380","-0.0098450","-0.0107600","-0.0180100"
"2003-05-09"," 0.0047780","-0.0081880","-0.0017110","-0.0024070"," 0.0000000"," 0.0014120"," 0.0180900","-0.0006094"
"2003-05-12"," 0.0121800"," 0.0089290"," 0.0051240"," 0.0016050"," 0.0069880"," 0.0147100"," 0.0092530"," 0.0091710"
"2003-05-13"," 0.0090410"," 0.0029590"," 0.0118500"," 0.0087820"," 0.0077370"," 0.0000000"," 0.0078640","-0.0034670"
"2003-05-14"," 0.0039920"," 0.0014760"," 0.0050380"," 0.0039670"," 0.0054690"," 0.0041640","-0.0124800"," 0.0049190"
"2003-05-15"," 0.0029840","-0.0044350"," 0.0033440"," 0.0125900"," 0.0006170","-0.0013860"," 0.0157400","-0.0022840"
"2003-05-16"," 0.0102100","-0.0179400","-0.0033440"," 0.0089510"," 0.0043910"," 0.0027700"," 0.0084220","-0.0018030"
"2003-05-19"," 0.0156000"," 0.0007539"," 0.0016740","-0.0062180"," 0.0081520"," 0.0096350"," 0.0140900","-0.0044400"
"2003-05-20","-0.0169200","-0.0259600"," 0.0016710"," 0.0007794","-0.0106400"," 0.0054640"," 0.0164000"," 0.0063640"
"2003-05-21"," 0.0026210","-0.0085440"," 0.0099670"," 0.0042760","-0.0002298","-0.0102700","-0.0031340","-0.0041970"
"2003-05-22"," 0.0113900"," 0.0238900"," 0.0180200","-0.0077880"," 0.0156700"," 0.0041210"," 0.0131000"," 0.0039840"
"2003-05-23"," 0.0112600"," 0.0121100"," 0.0000000"," 0.0062350"," 0.0053420"," 0.0041040","-0.0118400"," 0.0019700"
"2003-05-26"," 0.0000000"," 0.0037550"," 0.0382200"," 0.0054240"," 0.0000000"," 0.0088350"," 0.0031300","-0.0001052"
"2003-05-27"," 0.0054240","-0.0030030","-0.0078430"," 0.0050110"," 0.0073620"," 0.0006764"," 0.0068510"," 0.0054330"
"2003-05-28"," 0.0148400","-0.0083050"," 0.0078430"," 0.0007686"," 0.0097350"," 0.0047220","-0.0087280"," 0.0021420"
"2003-05-29","-0.0100800"," 0.0000000","-0.0046990"," 0.0000000","-0.0037050"," 0.0000000"," 0.0000000"," 0.0100600"
"2003-05-30"," 0.0100800"," 0.0172900"," 0.0015690"," 0.0242900"," 0.0000000"," 0.0060380","-0.0145100","-0.0015090"
"2003-06-02"," 0.0000000"," 0.0007449"," 0.0170900"," 0.0052360"," 0.0098000"," 0.0006687","-0.0076530"," 0.0103600"
"2003-06-03","-0.0126200"," 0.0007443"," 0.0015400"," 0.0033510"," 0.0056040"," 0.0106400"," 0.0127200","-0.0036140"
"2003-06-04","-0.0019070"," 0.0022300"," 0.0000000"," 0.0125600"," 0.0016780"," 0.0000000","-0.0031660"," 0.0077990"
"2003-06-05","-0.0124800"," 0.0118100"," 0.0000000"," 0.0084080"," 0.0092370"," 0.0124900"," 0.0050600"," 0.0086810"
"2003-06-06"," 0.0140700"," 0.0131200"," 0.0000000"," 0.0141000"," 0.0002422"," 0.0200500"," 0.0292200","-0.0072820"
"2003-06-09"," 0.0104200"," 0.0000000"," 0.0061350"," 0.0000000","-0.0032650"," 0.0000000"," 0.0000000"," 0.0020470"
"2003-06-10","-0.0180800","-0.0094580","-0.0015300"," 0.0053700"," 0.0000000","-0.0154800","-0.0148200","-0.0136500"
"2003-06-11","-0.0080320"," 0.0014610","-0.0015330","-0.0042930"," 0.0025040"," 0.0032460","-0.0150400"," 0.0102100"
"2003-06-12"," 0.0096310"," 0.0087210"," 0.0122000"," 0.0092790"," 0.0269000"," 0.0090320"," 0.0119200"," 0.0099130"
"2003-06-13"," 0.0015960"," 0.0072100"," 0.0195100"," 0.0017750","-0.0048730"," 0.0057640"," 0.0086960","-0.0026020"
"2003-06-16"," 0.0145700","-0.0007186","-0.0059610"," 0.0095290","-0.0088950"," 0.0050960"," 0.0214100"," 0.0121600"
"2003-06-17"," 0.0090750"," 0.0014370"," 0.0074460"," 0.0170600"," 0.0024650"," 0.0063330"," 0.0036250"," 0.0005886"
"2003-06-18","-0.0053100"," 0.0042980","-0.0044610"," 0.0140600","-0.0080240"," 0.0006311"," 0.0220700","-0.0029160"
"2003-06-19","-0.0196100","-0.0100600"," 0.0074240","-0.0092360","-0.0032000","-0.0088720","-0.0124700","-0.0017930"
"2003-06-20"," 0.0041430","-0.0007223","-0.0029630"," 0.0024030","-0.0014400"," 0.0006363"," 0.0077360","-0.0078670"
"2003-06-23","-0.0060620"," 0.0000000","-0.0179600"," 0.0000000","-0.0051990"," 0.0000000"," 0.0000000","-0.0032820"
"2003-06-24"," 0.0019180","-0.0182300","-0.0060610","-0.0058450","-0.0070420","-0.0251200","-0.0325300","-0.0258800"
"2003-06-25"," 0.0073190"," 0.0095200"," 0.0090770"," 0.0187900"," 0.0005152","-0.0085160","-0.0197900"," 0.0100600"
"2003-06-26"," 0.0022170"," 0.0072620","-0.0030170"," 0.0097660"," 0.0060760","-0.0059390"," 0.0080870","-0.0043910"
"2003-06-27","-0.0025340","-0.0014480"," 0.0045210"," 0.0185900","-0.0066520","-0.0046430","-0.0093370","-0.0006935"
"2003-06-30"," 0.0056930","-0.0094650","-0.0121000"," 0.0156700","-0.0035970"," 0.0059660"," 0.0024980","-0.0015710"
"2003-07-01"," 0.0034630"," 0.0036510"," 0.0075820","-0.0012960","-0.0012370"," 0.0039580"," 0.0185400"," 0.0059920"
"2003-07-02"," 0.0168300"," 0.0123100"," 0.0090230"," 0.0122500","-0.0003775"," 0.0045980"," 0.0218100"," 0.0110200"
"2003-07-03","-0.0021660"," 0.0071740"," 0.0044810"," 0.0098810"," 0.0027540"," 0.0045770"," 0.0029910","-0.0082900"
"2003-07-04","-0.0015500"," 0.0071230","-0.0014910"," 0.0000000","-0.0006307"," 0.0084440"," 0.0017910"," 0.0011070"
"2003-07-07"," 0.0202600","-0.0099860"," 0.0250600"," 0.0097840"," 0.0000000","-0.0071410","-0.0162300"," 0.0003692"
"2003-07-08","-0.0079340"," 0.0021480"," 0.0058060"," 0.0021960","-0.0010350"," 0.0071410","-0.0103600"," 0.0010900"
"2003-07-09"," 0.0000000"," 0.0064170"," 0.0115100"," 0.0084260","-0.0033650","-0.0012940","-0.0086100"," 0.0011220"
"2003-07-10","-0.0182400","-0.0007110","-0.0028650"," 0.0135800"," 0.0011610"," 0.0051680","-0.0068180","-0.0013290"
"2003-07-11","-0.0195300","-0.0128800","-0.0043130"," 0.0039770","-0.0158500","-0.0058160","-0.0049880","-0.0004105"
