"","X.Y..m..d","BMW.RET"
"1608","1979-03-01",-0.006637342
"1609","1979-03-02",0.008862487
"1610","1979-03-05",0.015372579
"1611","1979-03-06",-0.004387138
"1612","1979-03-07",-0.010985441
"1613","1979-03-08",0.00040404
"1614","1979-03-09",0.004031451
"1615","1979-03-12",-0.013773764
"1616","1979-03-13",-0.004019216
"1617","1979-03-14",0.004495002
"1618","1979-03-15",-0.002244975
"1619","1979-03-16",-0.001840554
"1620","1979-03-19",0.006257672
"1621","1979-03-20",0.013336225
"1622","1979-03-21",-0.008061309
"1623","1979-03-22",-0.018310419
"1624","1979-03-23",0.008618384
"1625","1979-03-26",0.002244975
"1626","1979-03-27",0.004407235
"1627","1979-03-28",0.01464096
"1628","1979-03-29",-0.004008289
"1629","1979-03-30",0.007003998
"1630","1979-04-02",-0.004396783
"1631","1979-04-03",0.004396783
"1632","1979-04-04",0.002986761
"1633","1979-04-05",0.003572377
"1634","1979-04-06",0.002110958
"1635","1979-04-09",-0.004292561
"1636","1979-04-10",-0.002186372
"1637","1979-04-11",-0.003987511
"1638","1979-04-12",0.003987511
"1639","1979-04-13",0
"1640","1979-04-16",0
"1641","1979-04-17",0
"1642","1979-04-18",-0.001393821
"1643","1979-04-19",0.003580193
"1644","1979-04-20",0.01079526
"1645","1979-04-23",-0.012981633
"1646","1979-04-24",0.004367975
"1647","1979-04-25",0.002110958
"1648","1979-04-26",-0.008670096
"1649","1979-04-27",-0.001330318
"1650","1979-04-30",0.001330318
"1651","1979-05-01",0
"1652","1979-05-02",-0.006535535
"1653","1979-05-03",-0.006645881
"1654","1979-05-04",-0.002225145
"1655","1979-05-07",-0.004465199
"1656","1979-05-08",0
"1657","1979-05-09",-0.001357036
"1658","1979-05-10",0
"1659","1979-05-11",-0.005719749
"1660","1979-05-14",-0.008572559
"1661","1979-05-15",0.008982199
"1662","1979-05-16",0.003066964
"1663","1979-05-17",-0.005322065
"1664","1979-05-18",0.008922245
"1665","1979-05-21",-0.004417118
"1666","1979-05-22",-0.015373304
"1667","1979-05-23",0.001865608
"1668","1979-05-24",0
"1669","1979-05-25",-0.004566534
"1670","1979-05-28",-0.001457372
"1671","1979-05-29",-0.000833739
"1672","1979-05-30",-0.00459803
"1673","1979-05-31",-0.016119731
"1674","1979-06-01",-0.014150168
"1675","1979-06-04",0
"1676","1979-06-05",-0.02389043
"1677","1979-06-06",-0.014628069
"1678","1979-06-07",-0.019868453
"1679","1979-06-08",0.014919433
"1680","1979-06-11",-0.007394028
"1681","1979-06-12",0.012343048
"1682","1979-06-13",-0.002471449
"1683","1979-06-14",0
"1684","1979-06-15",0.002471449
"1685","1979-06-18",-0.00494902
"1686","1979-06-19",-0.017440539
"1687","1979-06-20",-0.028002605
"1688","1979-06-21",-0.023560466
"1689","1979-06-22",0.011053376
"1690","1979-06-25",0.030438497
"1691","1979-06-26",-0.010251721
"1692","1979-06-27",-0.020664826
"1693","1979-06-28",-0.015824259
"1694","1979-06-29",-0.005358025
"1695","1979-07-02",-0.021640701
"1696","1979-07-03",0.018950884
"1697","1979-07-04",-0.016209677
"1698","1979-07-05",0.008178822
"1699","1979-07-06",0.030866398
"1700","1979-07-09",-0.012200167
"1701","1979-07-10",-0.013332447
"1702","1979-07-11",-0.069554216
"1703","1979-07-12",0.010907137
"1704","1979-07-13",0.003378821
"1705","1979-07-16",0
"1706","1979-07-17",0.002850112
"1707","1979-07-18",0.068411993
"1708","1979-07-19",-0.010606957
"1709","1979-07-20",0.010606957
"1710","1979-07-23",-0.018698212
"1711","1979-07-24",0.005401437
"1712","1979-07-25",0
"1713","1979-07-26",0.008047842
"1714","1979-07-27",-0.002675424
"1715","1979-07-30",-0.00806949
"1716","1979-07-31",-0.005333784
"1717","1979-08-01",0.005333784
"1718","1979-08-02",0.010744914
"1719","1979-08-03",0
"1720","1979-08-06",0
"1721","1979-08-07",-0.017148877
"1722","1979-08-08",-0.008852178
"1723","1979-08-09",-0.000997672
"1724","1979-08-10",0.008201181
"1725","1979-08-13",-0.013706241
"1726","1979-08-14",-0.005451433
"1727","1979-08-15",0.002771364
"1728","1979-08-16",-0.0166593
"1729","1979-08-17",0.009336343
"1730","1979-08-20",-0.001014285
"1731","1979-08-21",-0.00559703
"1732","1979-08-22",-0.014044934
"1733","1979-08-23",-0.00570837
"1734","1979-08-24",0.00570837
"1735","1979-08-27",-0.002850112
"1736","1979-08-28",-0.002858258
"1737","1979-08-29",0.002858258
"1738","1979-08-30",0.002850112
"1739","1979-08-31",0.001809487
"1740","1979-09-03",0.001032525
"1741","1979-09-04",0.033322322
"1742","1979-09-05",0
"1743","1979-09-06",0.021640701
"1744","1979-09-07",-0.010720672
"1745","1979-09-10",-0.013668771
"1746","1979-09-11",0.008223662
"1747","1979-09-12",0.005445109
"1748","1979-09-13",-0.002718848
"1749","1979-09-14",0
"1750","1979-09-17",-0.003719474
"1751","1979-09-18",-0.020496807
"1752","1979-09-19",-0.00330187
"1753","1979-09-20",0
"1754","1979-09-21",-0.011171395
"1755","1979-09-24",-0.007402341
"1756","1979-09-25",0.001726371
"1757","1979-09-26",0
"1758","1979-09-27",-0.009619208
"1759","1979-09-28",-0.001743072
"1760","1979-10-01",0.00565391
"1761","1979-10-02",-0.002779468
"1762","1979-10-03",0
"1763","1979-10-04",-0.005757169
"1764","1979-10-05",0.011913702
"1765","1979-10-08",0.002848636
"1766","1979-10-09",-0.000517331
"1767","1979-10-10",-0.002850112
"1768","1979-10-11",-0.005637727
"1769","1979-10-12",0.002779468
"1770","1979-10-15",0.001819837
"1771","1979-10-16",-0.013247536
"1772","1979-10-17",0.00864823
"1773","1979-10-18",0.001043206
"1774","1979-10-19",-0.003917647
"1775","1979-10-22",-0.011581109
"1776","1979-10-23",-0.014578036
"1777","1979-10-24",-0.004756999
"1778","1979-10-25",-0.007042283
"1779","1979-10-26",-0.015062588
"1780","1979-10-29",0.003030723
"1781","1979-10-30",0
"1782","1979-10-31",-0.004135085
"1783","1979-11-01",-0.004892242
"1784","1979-11-02",-0.002501507
"1785","1979-11-05",-0.012790166
"1786","1979-11-06",0.00300216
"1787","1979-11-07",-0.021111211
"1788","1979-11-08",-0.000669953
"1789","1979-11-09",0
"1790","1979-11-12",0
"1791","1979-11-13",0.006298933
"1792","1979-11-14",0.009374625
"1793","1979-11-15",0
"1794","1979-11-16",0.015338872
"1795","1979-11-19",-0.008014207
"1796","1979-11-20",0.001869509
"1797","1979-11-21",0
"1798","1979-11-22",0.017129255
"1799","1979-11-23",0.013132884
"1800","1979-11-26",-0.002994422
"1801","1979-11-27",0.03807012
"1802","1979-11-28",-0.017384069
"1803","1979-11-29",0
"1804","1979-11-30",-0.011819622
"1805","1979-12-03",-0.017903873
"1806","1979-12-04",0.017903873
"1807","1979-12-05",0.004852197
"1808","1979-12-06",-0.016722042
"1809","1979-12-07",-0.012012432
"1810","1979-12-10",0.005978404
"1811","1979-12-11",0.020871901
"1812","1979-12-12",-0.020871901
"1813","1979-12-13",-0.003030723
"1814","1979-12-14",-0.002947681
"1815","1979-12-17",-0.015338437
"1816","1979-12-18",0.003086567
"1817","1979-12-19",-0.005525135
"1818","1979-12-20",0.008602204
"1819","1979-12-21",0.00306763
"1820","1979-12-24",0
"1821","1979-12-25",0
"1822","1979-12-26",0
"1823","1979-12-27",-0.006144699
"1824","1979-12-28",0.029718365
"1825","1979-12-31",0
"1826","1980-01-01",0
"1827","1980-01-02",-0.026641296
"1828","1980-01-03",-0.014252468
"1829","1980-01-04",0.005650265
"1830","1980-01-07",0.002438568
"1831","1980-01-08",0.001217058
"1832","1980-01-09",0.001869509
"1833","1980-01-10",-0.003086567
"1834","1980-01-11",0
"1835","1980-01-14",-0.006107606
"1836","1980-01-15",-0.008803957
"1837","1980-01-16",-0.006869601
"1838","1980-01-17",-0.01904083
"1839","1980-01-18",0
"1840","1980-01-21",-0.038596396
"1841","1980-01-22",0.002734594
"1842","1980-01-23",0.013162712
"1843","1980-01-24",0.013090231
"1844","1980-01-25",0.006481413
"1845","1980-01-28",0.000587142
"1846","1980-01-29",0.005755271
"1847","1980-01-30",-0.009577868
"1848","1980-01-31",0.006362901
"1849","1980-02-01",0.025339763
"1850","1980-02-04",0.027771744
"1851","1980-02-05",0.003048924
"1852","1980-02-06",-0.009174801
"1853","1980-02-07",-0.006163636
"1854","1980-02-08",0
"1855","1980-02-11",0.012289513
"1856","1980-02-12",-0.01839712
"1857","1980-02-13",0.009194173
"1858","1980-02-14",0.024264302
"1859","1980-02-15",0.008983319
"1860","1980-02-18",-0.020995751
"1861","1980-02-19",0.015015847
"1862","1980-02-20",0.011834458
"1863","1980-02-21",0
"1864","1980-02-22",0.011784798
"1865","1980-02-25",0.007603927
"1866","1980-02-26",-0.01642948
"1867","1980-02-27",-0.002959245
"1868","1980-02-28",-0.008840036
"1869","1980-02-29",-0.005997837
"1870","1980-03-03",-0.006034028
"1871","1980-03-04",0.003021565
"1872","1980-03-05",-0.003021565
"1873","1980-03-06",-0.005978404
"1874","1980-03-07",-0.018340597
"1875","1980-03-10",-0.012480071
"1876","1980-03-11",-0.01254145
"1877","1980-03-12",0.018800955
"1878","1980-03-13",0
"1879","1980-03-14",0
"1880","1980-03-17",-0.012558437
"1881","1980-03-18",-0.038451263
"1882","1980-03-19",0.013047531
"1883","1980-03-20",0.009577868
"1884","1980-03-21",-0.009577868
"1885","1980-03-24",0.006362901
"1886","1980-03-25",-0.016132555
"1887","1980-03-26",0.006523696
"1888","1980-03-27",0.01602849
"1889","1980-03-28",0.003194427
"1890","1980-03-31",0.012581198
"1891","1980-04-01",0.003144507
"1892","1980-04-02",0
"1893","1980-04-03",0
"1894","1980-04-04",0
"1895","1980-04-07",0
"1896","1980-04-08",-0.009367302
"1897","1980-04-09",-0.003174148
"1898","1980-04-10",0
"1899","1980-04-11",0
"1900","1980-04-14",-0.000578202
"1901","1980-04-15",-0.018583013
"1902","1980-04-16",-0.001277453
"1903","1980-04-17",0.026681185
"1904","1980-04-18",0.009433583
"1905","1980-04-21",0.033664422
"1906","1980-04-22",-0.018230274
"1907","1980-04-23",0.006144699
"1908","1980-04-24",0.018119604
"1909","1980-04-25",-0.024264302
"1910","1980-04-28",0.009202947
"1911","1980-04-29",-0.009202947
"1912","1980-04-30",0
"1913","1980-05-01",0
"1914","1980-05-02",-0.003086567
"1915","1980-05-05",-0.006107606
"1916","1980-05-06",-0.006239975
"1917","1980-05-07",0.003124855
"1918","1980-05-08",0.012309293
"1919","1980-05-09",0.01225187
"1920","1980-05-12",0
"1921","1980-05-13",0.002947681
"1922","1980-05-14",0.006052288
"1923","1980-05-15",0
"1924","1980-05-16",-0.008999969
"1925","1980-05-19",0.005978404
"1926","1980-05-20",-0.012085575
"1927","1980-05-21",-0.00306763
"1928","1980-05-22",0.00306763
"1929","1980-05-23",-0.007265984
"1930","1980-05-26",0
"1931","1980-05-27",0.004198355
"1932","1980-05-28",0.006125878
"1933","1980-05-29",0.024044674
"1934","1980-05-30",0
"1935","1980-06-02",-0.027102922
"1936","1980-06-03",-0.037254947
"1937","1980-06-04",0.018800955
"1938","1980-06-05",0
"1939","1980-06-06",0.024561164
"1940","1980-06-09",-0.003048924
"1941","1980-06-10",-0.015291673
"1942","1980-06-11",0.006088727
"1943","1980-06-12",0
"1944","1980-06-13",0.027267717
"1945","1980-06-16",0.017744217
"1946","1980-06-17",0
"1947","1980-06-18",0
"1948","1980-06-19",-0.002950514
"1949","1980-06-20",-0.068078687
"1950","1980-06-23",-0.005092982
"1951","1980-06-24",0.003174148
"1952","1980-06-25",-0.035382894
"1953","1980-06-26",-0.023149182
"1954","1980-06-27",0.010029971
"1955","1980-06-30",0.006631191
"1956","1980-07-01",0.003199363
"1957","1980-07-02",0.009833702
"1958","1980-07-03",0.003256528
"1959","1980-07-04",-0.009801573
"1960","1980-07-07",-0.013119211
"1961","1980-07-08",-0.013293615
"1962","1980-07-09",0
"1963","1980-07-10",0
"1964","1980-07-11",0.003263644
"1965","1980-07-14",-0.013428524
"1966","1980-07-15",-0.006834447
"1967","1980-07-16",0.016999328
"1968","1980-07-17",0
"1969","1980-07-18",-0.006765093
"1970","1980-07-21",-0.003399787
"1971","1980-07-22",-0.010269267
"1972","1980-07-23",-0.006800256
"1973","1980-07-24",-0.006952519
"1974","1980-07-25",-0.00561829
"1975","1980-07-28",-0.001382905
"1976","1980-07-29",-0.00694336
"1977","1980-07-30",0.013944555
"1978","1980-07-31",-0.003494471
"1979","1980-08-01",0
"1980","1980-08-04",-0.002761846
"1981","1980-08-05",0.009738618
"1982","1980-08-06",0.003470217
"1983","1980-08-07",0
"1984","1980-08-08",0
"1985","1980-08-11",0.069930216
"1986","1980-08-12",0.002541794
"1987","1980-08-13",-0.005188206
"1988","1980-08-14",0.005773858
"1989","1980-08-15",0
"1990","1980-08-18",-0.009608859
"1991","1980-08-19",-0.009801573
"1992","1980-08-20",0.005951808
"1993","1980-08-21",-0.000593589
"1994","1980-08-22",-0.002080342
"1995","1980-08-25",-0.005868036
"1996","1980-08-26",-0.0026969
"1997","1980-08-27",0.001998402
"1998","1980-08-28",-0.003199363
"1999","1980-08-29",-0.009963349
"2000","1980-09-01",0.015256745
"2001","1980-09-02",0.025860543
"2002","1980-09-03",0.001164144
"2003","1980-09-04",0.018920132
"2004","1980-09-05",-0.001142313
"2005","1980-09-08",-0.027324896
"2006","1980-09-09",0.012741504
"2007","1980-09-10",-0.003194427
"2008","1980-09-11",-0.006419631
"2009","1980-09-12",0.009614058
"2010","1980-09-15",-0.006399091
"2011","1980-09-16",0.012757494
"2012","1980-09-17",0.009367302
"2013","1980-09-18",0
"2014","1980-09-19",0.021645867
"2015","1980-09-22",-0.006163636
"2016","1980-09-23",-0.006107606
"2017","1980-09-24",0.003105446
"2018","1980-09-25",0.00300216
"2019","1980-09-26",0
"2020","1980-09-29",-0.006107606
"2021","1980-09-30",0.003105446
"2022","1980-10-01",0.018340597
"2023","1980-10-02",0.001106399
"2024","1980-10-03",0.022775877
"2025","1980-10-06",0.017588954
"2026","1980-10-07",0
"2027","1980-10-08",-0.02047548
"2028","1980-10-09",0.005854554
"2029","1980-10-10",0.002959245
"2030","1980-10-13",0.008825553
"2031","1980-10-14",-0.002933205
"2032","1980-10-15",-0.009929858
"2033","1980-10-16",-0.00477629
"2034","1980-10-17",-0.008983319
"2035","1980-10-20",-0.010906033
"2036","1980-10-21",0.001841282
"2037","1980-10-22",-0.002394328
"2038","1980-10-23",-0.009728154
"2039","1980-10-24",-0.009165796
"2040","1980-10-27",-0.006220567
"2041","1980-10-28",-0.018800955
"2042","1980-10-29",-0.012798313
"2043","1980-10-30",0
"2044","1980-10-31",-0.009608859
"2045","1980-11-03",-0.016289593
"2046","1980-11-04",0.019535551
"2047","1980-11-05",0.006362901
"2048","1980-11-06",-0.016132555
"2049","1980-11-07",-0.013075996
"2050","1980-11-10",-0.003321092
"2051","1980-11-11",0.019664256
"2052","1980-11-12",0.009737942
"2053","1980-11-13",0.009547077
"2054","1980-11-14",0.00955283
"2055","1980-11-17",-0.003174148
"2056","1980-11-18",0.009396943
"2057","1980-11-19",0
"2058","1980-11-20",-0.006222795
"2059","1980-11-21",0
"2060","1980-11-24",-0.003174148
"2061","1980-11-25",0.001155402
"2062","1980-11-26",-0.004339657
"2063","1980-11-27",0
"2064","1980-11-28",0.003184255
"2065","1980-12-01",0.005092982
"2066","1980-12-02",-0.005092982
"2067","1980-12-03",0.009396943
"2068","1980-12-04",-0.008241542
"2069","1980-12-05",-0.008698228
"2070","1980-12-08",-0.008382932
"2071","1980-12-09",-0.013005109
"2072","1980-12-10",-0.003277877
"2073","1980-12-11",-0.009798119
"2074","1980-12-12",-0.00665325
"2075","1980-12-15",0.00665325
"2076","1980-12-16",-0.0233798
"2077","1980-12-17",-0.010234234
"2078","1980-12-18",0.003423062
"2079","1980-12-19",-0.013658139
"2080","1980-12-22",0.040528019
"2081","1980-12-23",0.013119211
"2082","1980-12-24",0
"2083","1980-12-25",0
"2084","1980-12-26",0
"2085","1980-12-29",-0.00648802
"2086","1980-12-30",0.032318084
"2087","1980-12-31",0
"2088","1981-01-01",0
"2089","1981-01-02",-0.012782532
"2090","1981-01-05",-0.009769654
"2091","1981-01-06",0.009769654
"2092","1981-01-07",-0.019535551
"2093","1981-01-08",0.003199363
"2094","1981-01-09",-0.003199363
"2095","1981-01-12",-0.003310099
"2096","1981-01-13",0.003310099
"2097","1981-01-14",0.001200961
"2098","1981-01-15",-0.014507609
"2099","1981-01-16",-0.002642009
"2100","1981-01-19",-0.000712504
"2101","1981-01-20",0.002135992
"2102","1981-01-21",0.001218522
"2103","1981-01-22",-0.013383251
"2104","1981-01-23",0
"2105","1981-01-26",-0.013669054
"2106","1981-01-27",-0.041947815
"2107","1981-01-28",0.035147558
"2108","1981-01-29",0
"2109","1981-01-30",0.013658139
"2110","1981-02-02",0
"2111","1981-02-03",0
"2112","1981-02-04",-0.010199922
"2113","1981-02-05",-0.003458217
"2114","1981-02-06",0.010235076
"2115","1981-02-09",-0.00813776
"2116","1981-02-10",-0.002097316
"2117","1981-02-11",0.017069524
"2118","1981-02-12",0.016783038
"2119","1981-02-13",0.006675457
"2120","1981-02-16",-0.013293615
"2121","1981-02-17",0.006618158
"2122","1981-02-18",0.029596241
"2123","1981-02-19",0.01602849
"2124","1981-02-20",0.006378682
"2125","1981-02-23",-0.009583346
"2126","1981-02-24",0
"2127","1981-02-25",-0.006342413
"2128","1981-02-26",-0.009737942
"2129","1981-02-27",-0.003267168
"2130","1981-03-02",-0.011068568
"2131","1981-03-03",0.004502034
"2132","1981-03-04",0.006566534
"2133","1981-03-05",-0.009765897
"2134","1981-03-06",-0.003310099
"2135","1981-03-09",0.003310099
"2136","1981-03-10",0.013033065
"2137","1981-03-11",0.009737942
"2138","1981-03-12",-0.009737942
"2139","1981-03-13",0.019285018
"2140","1981-03-16",0
"2141","1981-03-17",0.006378682
"2142","1981-03-18",0
"2143","1981-03-19",0.006242517
"2144","1981-03-20",0.004394352
"2145","1981-03-23",-0.004394352
"2146","1981-03-24",-0.017773094
"2147","1981-03-25",0.02092752
"2148","1981-03-26",0.003144507
"2149","1981-03-27",-0.015725705
"2150","1981-03-30",0
"2151","1981-03-31",0.003184255
"2152","1981-04-01",0.018800955
"2153","1981-04-02",0.019567165
"2154","1981-04-03",0.040695897
"2155","1981-04-06",0.014493007
"2156","1981-04-07",0
"2157","1981-04-08",0.002891062
"2158","1981-04-09",-0.014450864
"2159","1981-04-10",0.013400536
"2160","1981-04-13",0.020971306
"2161","1981-04-14",-0.01703825
"2162","1981-04-15",0.029988929
"2163","1981-04-16",-0.004581715
"2164","1981-04-17",0
"2165","1981-04-20",0
"2166","1981-04-21",0.009395304
"2167","1981-04-22",-0.006592873
"2168","1981-04-23",-0.00552746
"2169","1981-04-24",-0.005643935
"2170","1981-04-27",0.002825949
"2171","1981-04-28",0
"2172","1981-04-29",-0.025637988
"2173","1981-04-30",0.001840733
"2174","1981-05-01",0
"2175","1981-05-04",-0.010564408
"2176","1981-05-05",-0.014620926
"2177","1981-05-06",0.002959245
"2178","1981-05-07",0.005892348
"2179","1981-05-08",0.014493007
"2180","1981-05-11",0.002891062
"2181","1981-05-12",0.001049226
"2182","1981-05-13",0.013195781
"2183","1981-05-14",-0.009619208
"2184","1981-05-15",0.015295178
"2185","1981-05-18",0
"2186","1981-05-19",-0.01703825
"2187","1981-05-20",-0.008673233
"2188","1981-05-21",0.002899444
"2189","1981-05-22",-0.002899444
"2190","1981-05-25",0.002899444
"2191","1981-05-26",0.019978081
"2192","1981-05-27",0
"2193","1981-05-28",0
"2194","1981-05-29",0.005659907
"2195","1981-06-01",0.002817986
"2196","1981-06-02",0
"2197","1981-06-03",0.005018511
"2198","1981-06-04",0.008869425
"2199","1981-06-05",0.002771364
"2200","1981-06-08",0
"2201","1981-06-09",0.01638631
"2202","1981-06-10",0
"2203","1981-06-11",0.031988439
"2204","1981-06-12",0.022829697
"2205","1981-06-15",0.003041294
"2206","1981-06-16",-0.018070888
"2207","1981-06-17",0
"2208","1981-06-18",0
"2209","1981-06-19",0
"2210","1981-06-22",0.007818401
"2211","1981-06-23",0.020478
"2212","1981-06-24",0.015979544
"2213","1981-06-25",-0.010445751
"2214","1981-06-26",-0.049572259
"2215","1981-06-29",0.005301643
"2216","1981-06-30",0.007900133
"2217","1981-07-01",0.015537203
"2218","1981-07-02",-0.002585904
"2219","1981-07-03",0.025409997
"2220","1981-07-06",0.010046511
"2221","1981-07-07",-0.02779663
"2222","1981-07-08",-0.0025728
"2223","1981-07-09",0.020322919
"2224","1981-07-10",0
"2225","1981-07-13",-0.004523334
"2226","1981-07-14",-0.015253286
"2227","1981-07-15",0
"2228","1981-07-16",-0.004692274
"2229","1981-07-17",-0.00518706
"2230","1981-07-20",-0.013965156
"2231","1981-07-21",-0.016922241
"2232","1981-07-22",0.022182056
"2233","1981-07-23",-0.007900133
"2234","1981-07-24",-0.010550575
"2235","1981-07-27",0.015824259
"2236","1981-07-28",-0.002633365
"2237","1981-07-29",-0.013190893
"2238","1981-07-30",0
"2239","1981-07-31",0.013190893
"2240","1981-08-03",0.005259814
"2241","1981-08-04",-0.013201776
"2242","1981-08-05",-0.001612124
"2243","1981-08-06",-0.001049276
"2244","1981-08-07",0.00314453
"2245","1981-08-10",-0.005732063
"2246","1981-08-11",-0.005358025
"2247","1981-08-12",0
"2248","1981-08-13",0.015908601
"2249","1981-08-14",0.005273684
"2250","1981-08-17",-0.010575327
"2251","1981-08-18",-0.002661399
"2252","1981-08-19",-0.00096954
"2253","1981-08-20",-0.001617992
"2254","1981-08-21",-0.008047842
"2255","1981-08-24",0.021238736
"2256","1981-08-25",-0.037448413
"2257","1981-08-26",0.005459974
"2258","1981-08-27",-0.002726261
"2259","1981-08-28",0.018848382
"2260","1981-08-31",-0.018848382
"2261","1981-09-01",0.016165781
"2262","1981-09-02",-0.016165781
"2263","1981-09-03",0.016165781
"2264","1981-09-04",0.007945558
"2265","1981-09-07",-0.005262957
"2266","1981-09-08",0.002675424
"2267","1981-09-09",-0.016078698
"2268","1981-09-10",0.023981965
"2269","1981-09-11",0.005287626
"2270","1981-09-14",0.012072262
"2271","1981-09-15",-0.004272158
"2272","1981-09-16",-0.007800103
"2273","1981-09-17",0.010413035
"2274","1981-09-18",-0.00515322
"2275","1981-09-21",-0.023808733
"2276","1981-09-22",-0.00973383
"2277","1981-09-23",0.012416431
"2278","1981-09-24",-0.029828363
"2279","1981-09-25",-0.019339369
"2280","1981-09-28",-0.031355418
"2281","1981-09-29",0.045243354
"2282","1981-09-30",-0.005565877
"2283","1981-10-01",-0.008322059
"2284","1981-10-02",0.024844429
"2285","1981-10-05",0.021640701
"2286","1981-10-06",-0.020643029
"2287","1981-10-07",-0.014733232
"2288","1981-10-08",0.032686444
"2289","1981-10-09",0
"2290","1981-10-12",-0.021699626
"2291","1981-10-13",-0.008207751
"2292","1981-10-14",-0.011162907
"2293","1981-10-15",0
"2294","1981-10-16",-0.014044934
"2295","1981-10-19",-0.00570837
"2296","1981-10-20",-0.001736262
"2297","1981-10-21",0.001736262
"2298","1981-10-22",0.01421029
"2299","1981-10-23",0
"2300","1981-10-26",-0.016989758
"2301","1981-10-27",0.005637727
"2302","1981-10-28",0.039014446
"2303","1981-10-29",-0.01652237
"2304","1981-10-30",0.008337241
"2305","1981-11-02",0.011921278
"2306","1981-11-03",-0.016460245
"2307","1981-11-04",-0.001011463
"2308","1981-11-05",0.023585409
"2309","1981-11-06",0.003699597
"2310","1981-11-09",-0.01080824
"2311","1981-11-10",0.002733713
"2312","1981-11-11",-0.018199016
"2313","1981-11-12",0.012724096
"2314","1981-11-13",0.008201181
"2315","1981-11-16",0.009115983
"2316","1981-11-17",-0.006397135
"2317","1981-11-18",0
"2318","1981-11-19",-0.002718848
"2319","1981-11-20",0.010749703
"2320","1981-11-23",-0.002697072
"2321","1981-11-24",-0.00098256
"2322","1981-11-25",0.019630741
"2323","1981-11-26",0.01308773
"2324","1981-11-27",0.020637085
"2325","1981-11-30",0
"2326","1981-12-01",0.012656443
"2327","1981-12-02",0.008476245
"2328","1981-12-03",-0.005948767
"2329","1981-12-04",-0.002527478
"2330","1981-12-07",0.00756335
"2331","1981-12-08",0
"2332","1981-12-09",-0.00909827
"2333","1981-12-10",-0.005082016
"2334","1981-12-11",0.001619808
"2335","1981-12-14",-0.010225513
"2336","1981-12-15",0.007678921
"2337","1981-12-16",0.00754372
"2338","1981-12-17",-0.00754372
"2339","1981-12-18",-0.010251721
"2340","1981-12-21",-0.002501174
"2341","1981-12-22",0.007640171
"2342","1981-12-23",0.002559629
"2343","1981-12-24",0
"2344","1981-12-25",0
"2345","1981-12-28",-0.017977661
"2346","1981-12-29",-0.005219053
"2347","1981-12-30",-0.007800103
"2348","1981-12-31",0
"2349","1982-01-01",0
"2350","1982-01-04",0.013019157
"2351","1982-01-05",-0.010385791
"2352","1982-01-06",0.004214886
"2353","1982-01-07",-0.005251444
"2354","1982-01-08",0.004616372
"2355","1982-01-11",0.004199856
"2356","1982-01-12",-0.014737193
"2357","1982-01-13",0.004324158
"2358","1982-01-14",0
"2359","1982-01-15",-0.002640318
"2360","1982-01-18",0.002640318
"2361","1982-01-19",0.005259814
"2362","1982-01-20",-0.002626449
"2363","1982-01-21",0.007779669
"2364","1982-01-22",-0.003564784
"2365","1982-01-25",0.003564784
"2366","1982-01-26",0.007798078
"2367","1982-01-27",-0.018211113
"2368","1982-01-28",0.007800103
"2369","1982-01-29",0.012996914
"2370","1982-02-01",0.007640171
"2371","1982-02-02",-0.002566198
"2372","1982-02-03",-0.0025728
"2373","1982-02-04",0.005604872
"2374","1982-02-05",0.002093754
"2375","1982-02-08",0.006639926
"2376","1982-02-09",0.005984366
"2377","1982-02-10",0.044288785
"2378","1982-02-11",-0.002417849
"2379","1982-02-12",-0.006402495
"2380","1982-02-15",0.001549187
"2381","1982-02-16",0
"2382","1982-02-17",0.018260678
"2383","1982-02-18",-0.007118502
"2384","1982-02-19",0.010442444
"2385","1982-02-22",0.008547982
"2386","1982-02-23",-0.010931429
"2387","1982-02-24",0.014144914
"2388","1982-02-25",0.003771575
"2389","1982-02-26",-0.007628999
"2390","1982-03-01",-0.005598235
"2391","1982-03-02",0.015568407
"2392","1982-03-03",-0.003762739
"2393","1982-03-04",0.004612718
"2394","1982-03-05",0.008881429
"2395","1982-03-08",0.002733104
"2396","1982-03-09",-0.00231214
"2397","1982-03-10",0.00231214
"2398","1982-03-11",-0.01388275
"2399","1982-03-12",-0.006192852
"2400","1982-03-15",0.007611091
"2401","1982-03-16",0
"2402","1982-03-17",0.003183702
"2403","1982-03-18",-0.006946441
"2404","1982-03-19",0.006946441
"2405","1982-03-22",-0.004601941
"2406","1982-03-23",0
"2407","1982-03-24",-0.007907995
"2408","1982-03-25",-0.006242173
"2409","1982-03-26",-0.006208958
"2410","1982-03-29",-0.003264302
"2411","1982-03-30",0.004784004
"2412","1982-03-31",0
"2413","1982-04-01",0.011789368
"2414","1982-04-02",0.003780453
"2415","1982-04-05",-0.008508256
"2416","1982-04-06",-0.009450707
"2417","1982-04-07",-0.004795475
"2418","1982-04-08",0.005664915
"2419","1982-04-09",0
"2420","1982-04-12",0
"2421","1982-04-13",-0.003264302
"2422","1982-04-14",-0.007146013
"2423","1982-04-15",-0.01943387
"2424","1982-04-16",0.009727198
"2425","1982-04-19",0.004865114
"2426","1982-04-20",0.014382434
"2427","1982-04-21",0.002389141
"2428","1982-04-22",0.004689256
"2429","1982-04-23",0.000935218
"2430","1982-04-26",-0.005624474
"2431","1982-04-27",-0.026525588
"2432","1982-04-28",0.014595571
"2433","1982-04-29",-0.004841559
"2434","1982-04-30",-0.002429598
